speechiness,instrumentalness,acousticness,energy,danceability,valence,id,cluster
0.0865,0.651,0.231,0.759,0.945,0.688,7udjTmsTZqdB1xLOHGJ8dM,6
0.264,0.877,0.0284,0.96,0.801,0.101,7jURkEKDVEm9sHueqUX0ko,6
0.0358,7.33e-06,0.182,0.88,0.701,0.623,4q05KbxYZ5JdkmrletgPjF,3
0.0422,0.00659,0.000192,0.927,0.85,0.601,7nDxeN6NDc7v3v774IXiC5,3
0.114,6.76e-05,0.075,0.902,0.445,0.439,0c6XBVz2evmzERhch4Diew,0
0.046,0.199,0.0332,0.876,0.817,0.671,0hJfuyUwtEYMlGgvr3nzz9,3
0.0652,0.803,0.000394,0.891,0.846,0.94,2e2yKavdT6WQzzMHwNtPFa,3
0.0393,0.205,0.0029,0.96,0.662,0.3,7vzWtCVhEKDmDkMmT3AiUL,0
0.0556,0.0,0.0329,0.899,0.737,0.358,1UPHCP5YeVfele4DMbdGyi,0
0.0401,0.0,0.143,0.781,0.698,0.851,2tX3PY8eP3h9XaBcLXuRBa,3
0.0629,0.262,0.012,0.897,0.716,0.358,2c3KCGq6UojB2c8UAFrRON,0
0.0574,0.000714,0.0028,0.848,0.618,0.639,6PX5CRJFn24G3cypjNO6yw,3
0.0568,0.000409,0.0187,0.568,0.789,0.899,2Lq7rOLcBBTvBa86k1YTW0,3
0.0448,0.0,0.168,0.769,0.478,0.157,1SFA5zEVOsLhEg7ynbvQFT,0
0.0433,0.0837,0.143,0.813,0.582,0.315,5bF00VrMY3FwnQDgoP4Gnk,0
0.0412,0.848,0.00541,0.884,0.606,0.243,4XzeThE3txvCBIrP40tj85,6
0.0391,0.478,0.0196,0.912,0.609,0.0391,1eMUGMEWrvTXYWrPobq2dH,6
0.0396,0.0398,0.0417,0.884,0.583,0.396,6G0ldVNlhQf82Rf3pWjAyQ,0
0.124,0.226,0.0241,0.967,0.771,0.46,7L6ZDYK13nVfc6j3QlKNJj,3
0.0476,0.527,0.0324,0.909,0.708,0.351,5IFSvSEeCAvvBEQ85poqKB,6
0.0392,0.0,0.173,0.783,0.598,0.396,2AcKLW30dJ03qXsGU3RehH,0
0.037,0.0792,0.000569,0.818,0.703,0.63,1mpD4bXO4r3xilu12Kaf5Q,3
0.0332,0.0345,0.00102,0.83,0.795,0.601,78VvdxcfXAYBhdzuLFFvSK,3
0.0912,0.00497,0.0967,0.657,0.747,0.397,4wP6mzWZC94dYmU6OYeljf,3
0.0433,0.392,0.00476,0.871,0.582,0.316,2BUF674QTAA8cL6YaBX3rd,6
0.0412,0.847,0.000236,0.864,0.692,0.0313,1QWj9NYh8ZcSugtyBhSIea,6
0.0358,0.18,0.000733,0.834,0.742,0.164,5JEaCJCehAtt1nQf0gd9Dx,0
0.0936,0.000534,0.0976,0.871,0.647,0.643,67r7ZHxVxONN9ZQk05AQVL,3
0.0358,0.0,0.144,0.7,0.714,0.631,2x5nPvRLL92jXFvpfkIBLh,3
0.224,0.00207,0.138,0.827,0.685,0.586,0Ftrkz2waaHcjKb4qYvLmz,2
0.0653,0.00233,0.0116,0.702,0.699,0.524,4w2PIlbpP4jhc1S9MHUHzb,3
0.0465,0.733,0.061,0.971,0.617,0.0364,217r9ImwdrBFdq8adkD7rE,6
0.0656,0.563,0.00373,0.942,0.797,0.178,0UFJLWij7K8AXM5sVDFCLj,6
0.0397,0.0191,0.00563,0.781,0.821,0.434,4iAADGCKIR9GkLGvAHfZUS,3
0.0551,3.26e-06,0.0682,0.947,0.798,0.58,2F0dCzhF9W1tcXwXu99m28,3
0.0402,0.64,0.0756,0.782,0.714,0.0663,0hjRzBuGh9qGGzcbW7xK12,6
0.0685,0.236,0.0778,0.886,0.653,0.0638,1SETgPENHVzsWoD9g79LYI,0
0.0548,0.505,0.00816,0.808,0.811,0.651,0CADZTEOUaMw9bHnKB59Ts,3
0.044,0.000896,0.101,0.836,0.753,0.661,4j5UF24fwzvkw6QtNH5YtK,3
0.048,0.585,0.164,0.906,0.736,0.698,39JofJHEtg8I4fSyo7Imft,3
0.0609,0.00172,0.0176,0.685,0.873,0.918,1lx452Y4CLMvIois88vwBr,3
0.0736,0.00513,0.00186,0.833,0.693,0.452,2cjhbrRCiUwRWL2PDPpDAu,3
0.0342,0.284,0.00062,0.673,0.585,0.0389,2fY9O2PpELY5hubBbC2zEG,0
0.0459,0.906,0.000906,0.918,0.673,0.194,6X1c9HhslDe4ykuXb7d9vI,6
0.0855,0.616,0.000355,0.919,0.729,0.0382,7xvl39LuJ8o5yeHR1kta90,6
0.106,0.838,0.00109,0.966,0.554,0.193,651YhrvzeVfOa8yIifIhUM,6
0.0634,0.691,0.042,0.928,0.7,0.459,4T2i7b1SkRTGHmT5Xr6ym9,6
0.133,0.483,0.0973,0.785,0.899,0.119,59AhbmCmtzcGVEYuzNXFIx,6
0.0371,0.894,0.087,0.928,0.561,0.182,7jrMFjEq0t09f7m3HnnWXl,6
0.0494,0.0163,0.00123,0.915,0.504,0.49,2t3FV5IpL1uWeMjt7vOomW,0
0.0346,7.62e-06,0.0932,0.848,0.662,0.773,5Hp4xFihdOE2dmDzxWcBFb,3
0.149,0.586,0.00176,0.871,0.889,0.491,2UwgoIMAYT0pDOxUFTjEVJ,6
0.296,0.0519,0.00473,0.939,0.785,0.469,4BSpzPw0jNM5YdfE6rbFi9,2
0.183,0.000263,0.0607,0.855,0.534,0.42,0zKbDrEXKpnExhGQRe9dxt,0
0.219,0.0265,0.0238,0.898,0.379,0.129,1E0CZWim9mfwrCkXvieES8,0
0.0561,0.664,0.0485,0.969,0.485,0.448,0a2cA9H6KuOsoHLCnjl6YL,6
0.0383,0.698,0.000404,0.946,0.534,0.173,4G58eym5EGj8ZG1qt8DXIx,6
0.0472,0.26,0.00342,0.878,0.836,0.626,0KgDKuaHnbZOzz8adnnfxd,3
0.0513,0.605,0.0389,0.932,0.683,0.553,0w7JPlp7eEQI2EKW3ayXrv,6
0.0381,0.0419,0.005,0.802,0.663,0.307,5U5Q3MbGlEc6q9NK9lMiPD,0
0.13,0.000242,0.128,0.837,0.62,0.433,5RobAV5ROH5KARimi7n3cO,0
0.0478,0.769,0.00411,0.846,0.768,0.139,6gLDnzjpM0AwOeh9NmmHE0,6
0.0352,0.521,0.00119,0.695,0.723,0.341,0qLp8n67H96dA3L0ySGb0l,6
0.0504,0.0055,0.00476,0.783,0.736,0.179,2Tl5fhF4itz5VeXHRVGIO5,0
0.144,0.497,0.00198,0.89,0.531,0.411,7B0gxo0jQCy5Lk93RIODAC,6
0.0611,0.81,0.0317,0.855,0.742,0.0455,50OKS8aOeuiegMnJuPKUeN,6
0.0287,0.192,0.0087,0.822,0.528,0.363,09cgbbadzZSKFd1hGN23p5,0
0.0285,0.0,0.00412,0.798,0.596,0.459,373gDROnujxNTFa1FojYIl,0
0.0626,0.0,0.00176,0.819,0.704,0.914,44Xyja7xYPlVC6v2CeweSi,3
0.0353,0.0,0.00465,0.681,0.552,0.815,3L4MAUb1N2dsAludyS8ra8,3
0.0451,6.27e-06,0.0382,0.902,0.503,0.505,4ycaDB5s90BpUyaS5nZwcI,0
0.0305,0.0,0.00021,0.735,0.531,0.439,6j6OD4QQ2jRuvss0ssZSOK,0
0.0396,0.00585,0.00433,0.76,0.728,0.674,7HdXRMw14roDx2a0COWk3M,3
0.035,0.0,0.0248,0.682,0.424,0.58,4SOtTsuFYYlkOOvXMbroUv,0
0.101,7.96e-05,0.000219,0.932,0.449,0.424,7Gm1XwQL5q72SX76nxuXtW,0
0.0778,0.00305,0.0145,0.848,0.709,0.845,2Yyf3awGJQnm70qSVoA9In,3
0.0259,0.0349,0.000438,0.748,0.589,0.334,3TiVl5igD6Z5Pw6R5sp8YV,0
0.0492,0.0,0.0652,0.755,0.55,0.698,2OdRGWLkvSccWOrYFlbIFF,3
0.0361,0.0,0.000469,0.826,0.541,0.402,5xJlzQiPLYkvlqkRPKzBwD,0
0.0329,0.0,0.0265,0.846,0.579,0.612,3HFvMIvCBNGkypFCQUHjyV,3
0.0313,2.82e-05,0.000562,0.835,0.578,0.926,720C8mWrqRdh1zYBGqLj9p,3
0.0281,0.295,7.73e-05,0.611,0.698,0.449,6rBiMyaGB1ZJQnxb01FkPG,3
0.0377,0.0049,0.00148,0.701,0.395,0.148,1yCE0X5qLWOrLkR8NC0ZUJ,0
0.0817,0.00125,0.00252,0.834,0.457,0.201,1H4Y9uW4N0LsxJUz0VnaPJ,0
0.0636,0.0,0.000188,0.824,0.308,0.455,1ePGHhSQ9jkLrB21899YOa,0
0.0299,1.69e-06,0.0868,0.72,0.622,0.455,0NbeWXqyar63pQGA4G7Jf2,0
0.0708,0.000613,0.00152,0.905,0.509,0.656,2UMeGWmUri9RVpmckPV9Jt,3
0.0518,0.0,0.0044,0.905,0.606,0.706,2wVWGFVkL5I3JGsoWBx2AZ,3
0.0705,0.0,0.000707,0.788,0.292,0.565,62pC4mgtn2CwTxEHVbCCvn,0
0.0428,0.658,0.00188,0.858,0.537,0.323,1dB0NylVkpjdOe8DiekIs7,6
0.0813,0.0,0.00186,0.818,0.574,0.644,3jawKKlzEQ8KmCGVlIuJJS,3
0.326,3.13e-06,0.00617,0.931,0.245,0.655,5VwNXyLRoIDJ2E2XW1pLVW,2
0.0387,0.0191,0.000156,0.884,0.521,0.465,6OGIBcJV5qV1FF5uiofnX0,0
0.119,0.00212,0.00611,0.918,0.637,0.769,5n3It3ROR8In19oJkpXeWt,3
0.0595,2.28e-05,0.000349,0.873,0.601,0.238,3vTehy2tTrXyEeOieYFEAd,0
0.101,0.0245,0.00905,0.891,0.517,0.363,21rYCEejlfM0LYRlfzxGeM,0
0.061,0.000759,0.00521,0.45,0.305,0.633,1D8gAw88OF911utrFnVQdM,0
0.0598,0.356,0.000188,0.987,0.459,0.325,25SRFuJqLVrgApeFw4vFCb,0
0.0635,0.195,6.05e-05,0.967,0.506,0.592,5ZrE7guVgMc6Vjvri6aZYg,0
0.0512,0.0723,0.00455,0.809,0.515,0.525,0G1BEi8ByngMCJqcPnDACw,0
0.0347,0.0,0.022,0.791,0.453,0.466,6pt3VzqcJ5jIUR5JyBtkmW,0
0.0672,0.0,0.0145,0.901,0.523,0.696,2ZdEHxr2L0Dj5zJOdt3Dql,3
0.134,0.0,0.0109,0.901,0.607,0.809,5J1zn7OE12a0gFnjJc0Um6,3
0.0315,0.0,0.007,0.667,0.467,0.399,77zu6q8jHBRPJSJRu6rsTf,0
0.0365,0.00263,0.0165,0.748,0.495,0.547,2orIpa9dzNtsqyKjdts0f1,0
0.0472,0.0,0.0216,0.81,0.381,0.147,2g8vTn8mz96VWCSc9RCucZ,0
0.0495,0.0,0.000286,0.975,0.507,0.426,2yH6eL6f1Ada5MnmNpiPbr,0
0.226,0.000165,0.0033,0.948,0.455,0.267,5AVoz9v5GG4gfhBtKc5jbN,0
0.177,0.0,0.00632,0.884,0.364,0.506,6nXtGWUzOGxfI7q5hUa6Jj,0
0.115,0.0,0.000448,0.876,0.396,0.112,1v64n1ScLjCccCw75vgqAY,0
0.0754,0.000836,1.15e-05,0.996,0.386,0.188,3pwmJJRlr8nXNN9PFD18np,0
0.064,9.54e-05,0.000791,0.844,0.5,0.141,4b3f0U8gOfJKyxB8cYdCiw,0
0.0524,0.0,0.000175,0.84,0.478,0.346,2vcgd86VuJbv5jbzn4zau4,0
0.0411,2.63e-06,4.52e-05,0.878,0.509,0.354,7Igb2aGtzSlisOgXbjmdZW,0
0.182,0.0,0.000231,0.939,0.346,0.526,5fpq1wF8xa5tSSlcKHdmGQ,0
0.053,0.0,0.000246,0.898,0.395,0.267,2GXXovrQJ0VCIbTVPiXILx,0
0.0379,0.0,3.43e-05,0.713,0.439,0.229,7r6IKrSrxElm4CONGUhlv5,0
0.0945,0.000216,0.00162,0.888,0.636,0.25,4FWbsd91QSvgr1dSWwW51e,0
0.0323,0.0,0.000982,0.715,0.622,0.607,2KReCz1L5XkGIBhDncQ5VZ,3
0.0298,0.0,0.234,0.548,0.679,0.413,3K00Ib1shkOEiAXU5pec6e,4
0.0397,0.0,0.0529,0.852,0.574,0.501,4zrKN5Sv8JS5mqnbVcsul7,0
0.0689,0.0,0.277,0.727,0.67,0.412,5FHPvs8RxWBQXP2Rq9I2B2,0
0.0426,0.00185,0.00573,0.931,0.715,0.615,7LbhIjYNfCguxjAw43Mkff,3
0.0705,0.0,0.0188,0.724,0.464,0.303,0rc1HCVoReqzzXF9jssqZk,0
0.0917,0.0,0.0273,0.802,0.668,0.769,6sZo5nJIsFWXefRCCexpx0,3
0.0694,0.0,0.316,0.696,0.534,0.251,4Wu62DoQg1ECGlDKDfo30R,0
0.0303,0.0,0.0232,0.679,0.696,0.58,5aNjxmDikP3zGMHfO9dop5,3
0.165,0.000157,0.161,0.479,0.87,0.717,0HaRLPnr887lcQM2YQzkff,3
0.0518,0.0,0.00839,0.695,0.727,0.811,164QjgWOxnSZYHQghRKeC0,3
0.0761,0.0,0.13,0.614,0.378,0.451,1hf9Wu2l0XIgAcTZLSAUJe,0
0.11,0.000155,0.00686,0.915,0.584,0.57,4vOoQh9MhS9pyrbvc8LyMz,3
0.0595,1.61e-06,0.0171,0.835,0.588,0.215,06yG42F8p8l621YLki0rp2,0
0.146,0.000208,0.0547,0.827,0.733,0.684,6i2dcVvDPfHp8EkrPf21bD,3
0.356,0.0,0.0138,0.681,0.62,0.741,1eprzC29mwUQqcVj0eILdx,2
0.0653,0.0,0.548,0.444,0.557,0.0399,4dkf6Qfmy7730BwwIqyb4Y,4
0.0538,0.00157,0.0217,0.967,0.628,0.349,5vlzH0ps6WDyb158oFTAb3,0
0.273,2.77e-05,0.113,0.565,0.755,0.407,35XF6veSvhoPdWy89zaeaj,2
0.0495,0.0,0.0686,0.59,0.325,0.278,4JBiO7wRnE6ueszEUpo347,0
0.076,0.00217,0.0559,0.841,0.616,0.714,5YdnOm5990Kfq1Jodws98B,3
0.0455,0.0127,0.121,0.774,0.912,0.632,10xV5l9nhLvFpR8mqzs0bL,3
0.0391,0.0894,0.136,0.559,0.663,0.296,4tRhRLBxIZ34Iw0eCuiC03,0
0.0617,0.0,0.00164,0.821,0.706,0.918,4GvPlSOKfN7aXEuGW8zKUx,3
0.131,4.15e-06,0.021,0.65,0.841,0.748,2r7BOWS3bEYjEUbLiH8kVM,3
0.0424,0.0,0.794,0.311,0.42,0.193,4DBYy2nBww42YBH13NRquK,5
0.033,3.71e-05,0.0337,0.937,0.571,0.607,3JlHRjPt2TNB9h7VFf0im2,3
0.0416,0.00271,0.0135,0.872,0.705,0.815,2UzWIjVXtv8PLa5JRKPYSb,3
0.114,4.67e-05,0.138,0.742,0.538,0.25,5WxVXxCMRnvxUKFq40ELwq,0
0.0674,0.0,0.214,0.641,0.4,0.393,5hnGrTBaEsdukpDF6aZg8a,0
0.0292,0.0,0.0865,0.549,0.729,0.624,2LWJ0zNei0z2WjHHwSNUkx,3
0.0391,0.0,0.355,0.619,0.509,0.544,0JIhRhZPF5j5dx0FGqTWxy,4
0.0304,0.0,0.00119,0.64,0.646,0.127,7up4SX2l8FAnisrUXoGupd,0
0.0415,0.000143,0.0431,0.866,0.737,0.868,3FN3jsZTdt5sU6NRcIgUKK,3
0.0474,0.0,0.118,0.767,0.607,0.662,3rb0tMq42WfggucPm0HHkA,3
0.085,0.0,0.631,0.641,0.585,0.828,0HihDC6qQ8MChAhjfW3gMU,3
0.0906,0.000198,0.0746,0.75,0.667,0.486,72yP0DUlWPyH8P7IoxskwN,3
0.0331,2.2e-05,0.0002,0.693,0.52,0.12,1DzJbVkBELu6jDu6q0T0tk,0
0.11,1.12e-06,0.606,0.748,0.756,0.91,3BGfe8GXBE4cCVEvBG10yP,3
0.0351,0.169,0.0543,0.728,0.644,0.43,3OHfY25tqY28d16oZczHc8,0
0.205,2.99e-06,0.44,0.869,0.577,0.696,3Mpz9tU5tLEkYKDMUOi067,2
0.11,5.92e-06,0.0165,0.785,0.621,0.779,1RF02Cf80mTaeNXG2P2boR,3
0.0871,0.0,0.194,0.804,0.671,0.652,28Md4QAt1UceyovDOLe1GG,3
0.0356,0.0,0.00108,0.845,0.64,0.478,7j1ZJAbcm4AMBf82jIrAH3,0
0.0447,1.05e-06,0.0519,0.825,0.607,0.467,5IHwWQBEh7Skxo1hfCUP1O,0
0.0441,0.0,0.296,0.742,0.669,0.716,5uSFGgIfHMT3osrAd9n9ym,3
0.139,5.57e-06,0.0582,0.797,0.845,0.422,7fZBQnc0zXwVybgCIrQQil,3
0.0595,0.0,0.0695,0.738,0.685,0.8,4N5s8lPTsjI9EGP7K4SXzB,3
0.0638,9.9e-06,0.107,0.636,0.565,0.525,76OGwb5RA9h4FxQPT33ekc,0
0.0311,0.0,0.203,0.875,0.816,0.491,0gYXw7aPoybWFfB7btQ0eM,3
0.0304,1.73e-06,0.00539,0.555,0.585,0.162,2ECNBJ0b112QmhoBHKq8O6,0
0.134,0.0,0.0152,0.879,0.507,0.434,1PknqupRJmUOeOj0ghpwLZ,0
0.0969,0.0,0.0152,0.896,0.768,0.829,5PQFmB2xhRkJTUWDKccBoP,3
0.0354,0.0,0.0654,0.843,0.665,0.845,5RVjB86R02f47lCZSPFOzj,3
0.219,0.0,0.216,0.827,0.463,0.399,6bB4AiK5tH13695FcNGjDY,2
0.126,2.54e-05,0.205,0.79,0.865,0.649,3LBBSmoGHWC91u754Tp21C,3
0.0657,3.62e-05,0.00791,0.642,0.927,0.901,0TyUOnU4H4GLqOcrH0auc8,3
0.0472,0.000252,0.0245,0.586,0.739,0.444,1bgKMxPQU7JIZEhNsM1vFs,3
0.0564,0.0,0.265,0.575,0.621,0.343,1eGW1YBT17a5G1hKPWrpW7,4
0.0444,6.73e-06,0.276,0.733,0.81,0.9,5lfWrciYtohtIMVDVZd0Rf,3
0.0449,0.0,0.0282,0.713,0.601,0.464,1WCEAGGRD066z2Q89ObXTq,0
0.0358,0.0,0.00308,0.804,0.758,0.614,6Lytqcs0fMmCO8JNewrnbj,3
0.0481,0.0174,0.64,0.531,0.923,0.858,7KoUk2BFyV8HkocdHMUNTw,3
0.0349,0.000264,0.0279,0.73,0.741,0.725,1G9hDB1bmxz131N9svQ8pY,3
0.0263,0.0,0.124,0.681,0.711,0.775,2CewvqbfMOcnvYE3yayAJV,3
0.134,0.0,0.00864,0.829,0.583,0.575,49FYlytm3dAAraYgpoJZux,3
0.347,0.0,0.26,0.72,0.902,0.805,4RY96Asd9IefaL3X4LOLZ8,2
0.0311,4.26e-05,0.0264,0.739,0.822,0.745,2x7MyWybabEz6Y6wvHuwGE,3
0.0353,3.29e-06,0.147,0.607,0.623,0.614,2aGw77pZqli064JiPuXYRi,3
0.0707,0.0,0.284,0.824,0.778,0.758,3ZFTkvIE7kyPt6Nu3PEa7V,3
0.112,0.0,0.0183,0.791,0.894,0.583,5rb9QrpfcKFHM1EUbSIurX,3
0.0449,4.12e-05,0.132,0.551,0.911,0.969,3aw9iWUQ3VrPQltgwvN9Xu,3
0.257,0.000423,0.00868,0.744,0.692,0.0612,5Z01UMMf7V1o0MzF86s6WJ,2
0.0339,0.0577,0.0172,0.741,0.835,0.612,2N5zMZX7YeL1tico8oQxa9,3
0.392,0.0,0.0295,0.956,0.491,0.811,2igwFfvr1OAGX9SKDCPBwO,2
0.0378,0.0,0.0525,0.862,0.712,0.809,6ECp64rv50XVz93WvxXMGF,3
0.0281,0.000121,0.00239,0.661,0.429,0.285,3AJwUDP919kvQ9QcozQPxg,0
0.0738,0.0,0.00286,0.669,0.908,0.662,7lQ8MOhq6IN2w8EYcFNSUk,3
0.0584,0.0,0.00958,0.864,0.556,0.4,60a0Rd6pjrkxjPbaKzXjfq,0
0.177,0.00233,0.00836,0.705,0.818,0.772,0d28khcov6AiegSCpG5TuT,3
0.0506,6.13e-05,0.0569,0.97,0.808,0.868,2gam98EZKrF9XuOkU13ApN,3
0.0572,0.0,0.0302,0.661,0.949,0.76,3yfqSUWxFvZELEM4PmlwIR,3
0.0287,3.23e-06,0.0954,0.617,0.486,0.417,1mea3bSkSGXuIRvnydlB5b,0
0.0381,0.0,0.0046,0.863,0.496,0.243,2nLtzopw4rPReszdYBJU6h,0
0.0363,5.24e-05,0.00314,0.921,0.696,0.714,0SiywuOBRcynK0uKGWdCnn,3
0.0292,0.115,0.145,0.71,0.733,0.965,7w87IxuO7BDcJ3YUqCyMTT,3
0.1,0.751,0.181,0.807,0.731,0.765,2bLqfJjuC5syrsgDsZfGmn,6
0.0643,6.92e-05,0.0336,0.669,0.835,0.542,0ByMNEPAPpOR5H69DVrTNy,3
0.0431,0.0,0.185,0.886,0.673,0.795,4HlFJV71xXKIGcU3kRyttv,3
0.207,0.0,0.14,0.785,0.802,0.435,2wGSgTmgSF3xjRrHkTc25R,2
0.186,0.0,0.0622,0.847,0.548,0.1,4xkOaSrkexMciUUogZKVTS,0
0.0243,1.46e-05,0.731,0.442,0.557,0.213,75JFxkI2RXiU7L9VXzMkle,4
0.0698,2.06e-06,0.00721,0.943,0.331,0.296,0COqiPhxzoWICwFCS4eZcp,0
0.269,0.0,0.143,0.806,0.843,0.613,0I3q5fE6wg7LIfHGngUTnV,2
0.0456,0.0,0.0179,0.938,0.618,0.875,3ZOEytgrvLwQaqXreDs2Jx,3
0.0614,2.69e-06,0.322,0.797,0.852,0.741,228BxWXUYQPJrJYHDLOHkj,3
0.029,0.0,0.0129,0.671,0.472,0.0681,77loZpT5Y5PRP1S451P9Yz,0
0.054,0.0104,0.00172,0.905,0.542,0.374,0ntQJM78wzOLVeCUAW7Y45,0
0.238,2.34e-06,0.0371,0.768,0.78,0.507,3UmaczJpikHgJFyBTAJVoz,2
0.0338,0.00196,0.164,0.417,0.209,0.124,7LVHVU3tWfcxj5aiPFEW4Q,0
0.0664,0.000532,0.103,0.974,0.727,0.965,2PpruBYCo4H7WOBJ7Q2EwM,3
0.142,0.0,0.0991,0.837,0.755,0.714,0HPD5WQqrq7wPWR7P7Dw1i,3
0.0791,0.0,0.0928,0.609,0.918,0.304,0CAfXk7DXMnon4gLudAp7J,3
0.0467,0.0,0.321,0.742,0.939,0.924,2kQuhkFX7uSVepCD3h29g5,3
0.27,0.0,0.0281,0.909,0.922,0.309,4LwU4Vp6od3Sb08CsP99GC,2
0.29,0.0,0.281,0.924,0.632,0.441,7LR85XLWw2yXqKBSI5brbG,2
0.159,0.00077,0.000155,0.64,0.779,0.498,4TsmezEQVSZNNPv5RJ65Ov,3
0.0603,0.00082,0.000481,0.89,0.589,0.692,5W8YXBz9MTIDyrpYaCg2Ky,3
0.0279,0.0115,0.599,0.749,0.577,0.255,0BCPKOYdS2jbQ8iyB56Zns,4
0.0274,6.47e-05,0.199,0.595,0.56,0.144,5hnyJvgoWiQUYZttV4wXy6,0
0.0859,0.0,0.00379,0.783,0.751,0.816,2CEgGE6aESpnmtfiZwYlbV,3
0.106,6.86e-06,0.603,0.444,0.609,0.166,3XVBdLihbNbxUwZosxcGuJ,4
0.238,0.0,0.0742,0.766,0.796,0.558,3iVcZ5G6tvkXZkZKlMpIUs,2
0.139,0.00112,0.0476,0.872,0.872,0.809,2aI21FnmY7TJVKeMaoQZ0t,3
0.0571,0.0,0.0863,0.813,0.707,0.722,2VOomzT6VavJOGBeySqaMc,3
0.178,0.0,0.111,0.699,0.834,0.809,0xmjwnQ3FNE6HuWCt2nHdZ,3
0.0632,0.000552,0.168,0.711,0.975,0.815,0wbDgMuAoy7O7pL3a69uZx,3
0.466,3.2e-05,0.0253,0.574,0.614,0.755,5D2mYZuzcgjpchVY1pmTPh,2
0.0526,0.0,0.0371,0.849,0.643,0.903,6GG73Jik4jUlQCkKg9JuGO,3
0.0407,1.14e-05,0.237,0.832,0.794,0.871,2lnzGkdtDj5mtlcOW2yRtG,3
0.0397,0.000358,0.0261,0.777,0.796,0.787,4wH4dJgrsxONID6KS2tDQM,3
0.0774,0.0,0.0827,0.74,0.924,0.621,7iXF2W9vKmDoGAhlHdpyIa,3
0.127,0.0,0.113,0.75,0.563,0.812,60jzFy6Nn4M0iD1d94oteF,3
0.033,0.0,0.00135,0.764,0.446,0.543,0gmbgwZ8iqyMPmXefof8Yf,0
0.0379,0.0,0.269,0.743,0.64,0.361,5fVZC9GiM4e8vu99W0Xf6J,0
0.0373,2.05e-05,0.134,0.422,0.403,0.378,3FAclTFfvUuQYnEsptbK8w,0
0.0281,0.0,0.228,0.663,0.651,0.465,4llK75pXNWZz6KAho2Gp16,3
0.0459,7.74e-06,0.0572,0.776,0.585,0.427,5xEM5hIgJ1jjgcEBfpkt2F,0
0.0334,0.000678,0.25,0.844,0.788,0.382,6ic8OlLUNEATToEFU3xmaH,3
0.0293,0.0,0.872,0.291,0.656,0.298,4RCWB3V8V0dignt99LZ8vH,4
0.0685,0.0,0.106,0.6,0.951,0.822,0k2GOhqsrxDTAbFFSdNJjT,3
0.0377,0.00051,0.000409,0.663,0.277,0.527,20I8RduZC2PWMWTDCZuuAN,0
0.0458,7.52e-06,0.257,0.701,0.871,0.716,5r5cp9IpziiIsR6b93vcnQ,3
0.226,0.0,0.00249,0.77,0.646,0.681,5IVuqXILoxVWvWEPm82Jxr,2
0.0431,0.0,0.000917,0.959,0.433,0.365,7x8dCjCr0x6x2lXKujYD34,0
0.0713,0.0,0.0561,0.606,0.853,0.654,3WkibOpDF7cQ5xntM1epyf,3
0.0793,0.00203,0.0994,0.59,0.791,0.714,2GYHyAoLWpkxLVa4oYTVko,3
0.0439,0.0,0.0275,0.662,0.512,0.472,3DamFFqW32WihKkTVlwTYQ,0
0.0623,0.0,0.00511,0.891,0.459,0.588,3Zwu2K0Qa5sT6teCCHPShP,0
0.0437,1.77e-05,0.3,0.834,0.751,0.894,6naxalmIoLFWR0siv8dnQQ,3
0.14,0.000164,0.227,0.552,0.727,0.607,0ARK753YaiJbpLUk7z5yIM,3
0.0789,0.0,0.0584,0.583,0.967,0.964,0O45fw2L5vsWpdsOdXwNAR,3
0.118,0.0,0.257,0.507,0.662,0.676,68vgtRHr7iZHpzGpon6Jlo,3
0.0417,0.00609,0.0411,0.834,0.603,0.376,4bJygwUKrRgq1stlNXcgMg,0
0.0843,0.0,0.00579,0.842,0.494,0.574,2TfSHkHiFO4gRztVIkggkE,0
0.0542,0.0,0.148,0.558,0.704,0.245,2tJulUYLDKOg9XrtVkMgcJ,0
0.31,0.0,0.246,0.574,0.452,0.58,6brl7bwOHmGFkNw3MBqssT,2
0.0687,0.0,0.15,0.661,0.762,0.769,1hGy2eLcmC8eKx7qr1tOqx,3
0.0286,0.0,0.0101,0.68,0.727,0.728,6cmm1LMvZdB5zsCwX5BjqE,3
0.0752,0.00011,0.000289,0.905,0.217,0.236,5wQnmLuC1W7ATsArWACrgW,0
0.0838,0.0,0.0048,0.709,0.7,0.624,1gv4xPanImH17bKZ9rOveR,3
0.0427,0.000308,0.0297,0.783,0.74,0.812,5BSclXJTa9B0iURhUjZo50,3
0.0348,0.0,0.0624,0.856,0.632,0.867,3Fzlg5r1IjhLk2qRw667od,3
0.0437,8.59e-06,0.0193,0.913,0.556,0.73,10Nmj3JCNoMeBQ87uw5j8k,3
0.0363,2.25e-06,0.00454,0.469,0.622,0.679,6FB3v4YcR57y4tXFcdxI1E,3
0.378,0.0,0.171,0.729,0.693,0.521,6etwirSInfuJrSOlogS6Sh,2
0.0719,0.0049,0.00076,0.931,0.451,0.172,1jJci4qxiYcOHhQR247rEU,0
0.0787,1.64e-06,0.118,0.806,0.851,0.787,5R8dQOPq8haW94K7mgERlO,3
0.112,0.0,0.0185,0.712,0.758,0.795,2q4rjDy9WhaN3o9MvDbO21,3
0.0425,0.0,0.000334,0.87,0.534,0.462,0JiY190vktuhSGN6aqJdrt,0
