speechiness,instrumentalness,acousticness,energy,danceability,valence,id,cluster
0.195,0.00275,0.0831,0.917,0.583,0.403,57nbwxwiq9szIHvdnaikKo,0
0.0606,0.114,0.0921,0.907,0.73,0.249,2cSdAkzAf2T4j4aLvx4LLz,0
0.0337,0.000194,0.222,0.747,0.621,0.426,3LEgGAl9zLcQWGTp7ptqtQ,0
0.0976,0.0,0.0129,0.708,0.539,0.381,0JpEMzTHbt2zBIXrntrXzG,0
0.0295,0.00199,0.0514,0.96,0.733,0.811,0vR2rIVORmgeKiGIgNT0fV,3
0.0353,0.0,0.0313,0.879,0.601,0.589,6oYXbji1rn7U6bFuNYekpQ,3
0.04,0.000977,0.00519,0.718,0.786,0.525,102rhgJ5PEFt62e0PumSF2,3
0.0867,0.0275,0.00159,0.931,0.678,0.346,2sLVs5iX0osogh4jcsAJkv,0
0.0629,0.0,0.00633,0.714,0.534,0.415,6bp0sJ0l3Ab3ZU0aktsYCf,0
0.0386,0.00183,0.0627,0.74,0.773,0.504,4CUX44NA1CPEzd0ibMLQsL,3
0.0615,0.0,0.19,0.914,0.706,0.299,2ntTfXxuIi3jlePOKSz26N,0
0.033,0.0,0.0169,0.64,0.594,0.492,6y6xhAgZjvxy5kR5rigpY3,0
0.03,0.000268,0.00812,0.853,0.716,0.593,6p8uRRGziFLcA3QDvWxEPM,3
0.0533,0.0,0.171,0.794,0.662,0.641,3pBv3LfvfPft2TqHleqKHo,3
0.0437,4.46e-06,0.133,0.836,0.697,0.631,7dk9EBvTbbKBbFxjCAJpwK,3
0.168,0.0,0.101,0.816,0.657,0.584,4xWyU0pUsm25vh4v4omUkC,3
0.0263,0.0,0.0198,0.724,0.648,0.382,3ng7epefERNazaZkkbwLdq,0
0.0471,0.000175,0.0698,0.822,0.727,0.855,4KqA0GwEKbc96WyfIZn3SV,3
0.147,2.75e-06,0.000532,0.807,0.53,0.263,1Kmth9jEjaymopjSRBmtkz,0
0.0258,0.000142,0.0568,0.653,0.657,0.624,5XPo15e5ICs6NvSMn44pTF,3
0.0456,1.07e-05,0.00286,0.91,0.688,0.77,1BXAyGazbybUVNQ0VmGsdl,3
0.0373,0.416,0.0177,0.839,0.673,0.24,5OLSGox6JVpAyEQuoSYRcs,6
0.0433,0.0,0.0275,0.795,0.648,0.364,326yOKaTPs91elL1KW794F,0
0.0552,0.00138,0.018,0.964,0.537,0.509,2w1rG2MPE4vF77znvevuz5,0
0.053,0.0,0.0409,0.752,0.865,0.922,3qiC3jOnRNvOxD4m0erBRs,3
0.172,1.05e-06,0.175,0.765,0.61,0.243,6a8LfgC5aAaHNhsQcGQY1r,0
0.0497,1.54e-06,0.0323,0.804,0.853,0.29,1gRBmiwyf7vRj2MNRvngqQ,0
0.0559,2.91e-05,0.0194,0.846,0.692,0.827,3FN7IJMnUMWZXDw08ix3ot,3
0.0369,0.0,0.0148,0.85,0.569,0.551,2gZwBmkSmsVfEPFWGuWTDk,0
0.042,0.0,0.0238,0.845,0.6,0.378,67khZBWjxlHg85xcwdySjS,0
0.0488,0.0,0.18,0.614,0.776,0.43,7kEh6jNlJOAhC0lv6XV3iw,3
0.0547,0.000197,0.000708,0.727,0.681,0.551,2GAIcRjMNkAiLaoXbNm0VW,3
0.0447,0.0,0.0588,0.881,0.672,0.68,0DfQV2Ri0l83o7Nbzm45vQ,3
0.0365,0.0,0.022,0.83,0.563,0.41,2KTO4mRnARHCqXhV8f6MBj,0
0.042,3.41e-06,0.0696,0.657,0.728,0.772,4R4gOp9ybG85RqbrY7JELc,3
0.0596,0.0777,0.00834,0.84,0.764,0.67,7qhFWlQpahKJT9LcL6qTH4,3
0.0457,0.0,0.115,0.81,0.713,0.747,7kG1Lv9NFFtvvUeyYHLG7R,3
0.0441,1.34e-06,0.0971,0.662,0.688,0.549,6VYIVgVqEIwzRwpJz5rMa4,3
0.0375,0.0,0.0667,0.715,0.558,0.297,4UQy41kC5LjzwQuiuWOpwA,0
0.036,0.000196,0.00896,0.814,0.686,0.48,4peF3yGZAZfeOFDahi6Ig5,3
0.0611,0.0,0.0808,0.711,0.601,0.512,3LR2EPyj36gxYgCYbC0au0,0
0.0568,8.06e-06,0.192,0.813,0.656,0.386,14NGdYOr9abOGH6euZcpu5,0
0.0543,0.0639,0.0116,0.845,0.692,0.158,5d3Wbdgw3zIf8B5eGXznLL,0
0.0396,0.0117,0.099,0.895,0.58,0.356,1SldN7GTd0ADTjspv96wCl,0
0.0983,0.0,0.011,0.879,0.555,0.691,2WJVFqVQ3ivhAoAQWzEzeL,3
0.0383,0.00916,0.0714,0.682,0.737,0.393,6oELcspL4BONtElLhJfBPI,3
0.11,4.17e-05,0.0117,0.878,0.487,0.327,7kQusuDe5nkQqqa6xMKFGF,0
0.0768,0.535,0.0024,0.93,0.554,0.431,4MyPLcBTpqfXZJKcUhMXOg,6
0.0468,0.000584,0.00322,0.947,0.601,0.669,4z2ZZU3skkejktx83PbKiR,3
0.0397,0.0631,0.0266,0.837,0.614,0.0524,1cVOEbvsf7N9Su4kZXFcYB,0
0.0685,0.00227,0.00674,0.725,0.668,0.352,0ccnGefiTLZYOdHTB7ut1D,0
0.0387,0.000703,0.0339,0.764,0.803,0.614,3YY9Yu1JsgVfF1lOXEenq9,3
0.0579,0.0,0.0463,0.836,0.513,0.304,71H8k9qe7DersxR6KyhUnI,0
0.0951,8.65e-05,0.127,0.532,0.87,0.358,5w7sO0tWXMmctwKnJZu24v,3
0.0858,0.0,0.0606,0.815,0.598,0.383,0cvMWzztDy1wNQkBqae8w4,0
0.148,0.000131,0.0134,0.826,0.587,0.274,7cujJQPxdHeDz5mKLmv0bu,0
0.0348,1.84e-06,0.0127,0.845,0.693,0.498,1h4zfNDe8UapUvTuaDsTuM,3
0.0368,0.0,0.0256,0.883,0.558,0.307,0pMD1V0QbqSD7RhJmxDDJ9,0
0.0409,1.27e-05,0.0105,0.769,0.646,0.275,1AhiOzObMBqfonJDKtirj9,0
0.14,6.31e-05,0.0176,0.906,0.713,0.733,6aEtOtuVYBDfR07qJm8wB3,3
0.0414,0.143,0.0289,0.904,0.655,0.632,2OGcwhOAldo9aiDwBnXMfc,3
0.0674,7.72e-05,0.275,0.849,0.713,0.373,5p0aallQlnYrQmHI10BASz,0
0.0745,0.00716,0.00133,0.908,0.72,0.916,7quk6gEs1XOu8LOO6iaDZJ,3
0.0434,0.00049,0.0306,0.841,0.631,0.366,5Yg3kRGlB8UB6Sa8Fq4njc,0
0.032,0.191,0.0145,0.935,0.803,0.738,05QGJav2nGJ9qdQ3vG9A9t,3
0.138,2.64e-05,0.0521,0.784,0.751,0.533,2CK74bmcRamAsB7DUBR4aJ,3
0.0764,0.942,0.0054,0.954,0.722,0.845,7eJholoRepkkrXmXmPTo4g,6
0.0556,0.00022,0.0148,0.731,0.702,0.541,3NQ2JBHK5OAzblu8z5KUVj,3
0.0649,0.0303,0.00803,0.836,0.708,0.844,0pIlTYYCiY7FcTunLkEjUb,3
0.0588,0.00474,0.0013,0.961,0.307,0.463,3008zmJyaNEFbGEYNTg4mk,0
0.186,0.0198,0.0335,0.908,0.658,0.45,5kVXjAxYDkN57tZQi0JKya,0
0.0639,0.00367,0.138,0.777,0.474,0.8,5ugYo7xM632grP29JqjxZa,3
0.075,0.0,0.0102,0.933,0.61,0.679,21lbj2ezsvMg0XoeBL49bw,3
0.109,0.00089,0.3,0.791,0.799,0.651,3By9IFm4E2BvKQygT04O8g,3
0.0474,0.0,0.346,0.756,0.622,0.498,6r2lsLYBrnLj0nckwyv7vn,3
0.262,0.0,0.0173,0.874,0.613,0.392,1FE3Cf3SUdxJkFGrdYpqQT,2
0.0367,9.61e-05,0.00454,0.718,0.511,0.274,5wM6LOw2U6XeIFHfsgI6wU,0
0.0771,0.00379,0.0204,0.971,0.663,0.683,17E3lZxFJnO49Gb0tdgVn0,3
0.108,0.0,0.144,0.682,0.625,0.609,3QvCW0O7zuvG3oPtzxmHOm,3
0.119,0.701,0.0024,0.896,0.755,0.267,5ozhK7GvUKSNSr1LrclYM2,6
0.0546,1e-05,0.374,0.833,0.584,0.403,60BJPxGFaIFgZ47838KPVY,0
0.036,0.0138,0.00307,0.927,0.521,0.0429,0KU8W0lHfsNlH7lfV1dz29,0
0.0421,0.0,0.0131,0.824,0.373,0.43,39GX8fhLrxiPcNAMgZhWUa,0
0.0399,0.000139,0.0671,0.892,0.756,0.362,7IhWJM8cN04zRQ2PNM91xc,0
0.0534,1.51e-05,0.0453,0.848,0.813,0.603,1OU3OPHczBcfFU8cDzSzKT,3
0.123,2.88e-06,0.00112,0.955,0.626,0.652,7vnKb4rhd90PDvGcCyyRGk,3
0.0366,0.0,0.0499,0.847,0.698,0.508,0jpY96JxnwUtXCTtvOWWZG,3
0.033,0.0723,0.0567,0.843,0.648,0.745,4wc6fFKSf4opxdNajyHPc4,3
0.09,0.0178,0.00406,0.866,0.714,0.646,3PdLMTut7spFf9leWqBrjK,3
0.0761,6.99e-05,0.0035,0.786,0.651,0.414,4XP2xY8tUYed1cceuh24Q8,0
0.0803,0.0,0.157,0.804,0.435,0.492,4dkQMweppOlQjOvxv5fQTy,0
0.0316,0.0,0.0574,0.745,0.498,0.258,6dKDKwtdZtGlR8e1tZGEYS,0
0.043,0.000134,0.00677,0.822,0.689,0.673,4VVzgTike7FW8OiUIDN7hk,3
0.123,0.0,0.00813,0.771,0.472,0.726,5ngkOLKzDPNoYEXN0snzq3,3
0.0317,0.0,0.0353,0.554,0.502,0.512,6wnzt59p7i8cAyuWl1avwr,0
0.0512,0.0,0.0159,0.881,0.547,0.215,5vlOmC9rYZKO69KYkcX8va,0
0.0542,0.0,0.449,0.782,0.7,0.68,5FDdviWQzhw7NWH2TiDl9d,3
0.0372,0.000302,0.113,0.8,0.672,0.8,7KoFHvEScguiEnD06xYtSt,3
0.0666,0.354,0.0276,0.861,0.768,0.725,3IfCmk4YbYwaOqtsd4iZqm,3
0.055,3.77e-05,0.0198,0.76,0.242,0.0901,5agmzhJRTNdZsQsuyavdzx,0
0.0436,0.0017,0.00074,0.897,0.689,0.33,1c5sVhqoQvLHTXTYJTb98i,0
0.273,7.68e-05,0.00794,0.934,0.901,0.868,65ES1qwOB577ZnTkizMXJJ,2
0.257,0.000323,0.0145,0.94,0.484,0.334,0suLmBuEbatdochI4tHduq,2
0.0747,0.00258,0.009,0.83,0.789,0.441,1i0cgkisuJoGZOzdupqf1v,3
0.481,0.0137,0.037,0.941,0.607,0.521,6OTClxme7EYRZGO6An3SMc,2
0.41,0.000965,0.0152,0.985,0.643,0.182,6uwjDA0Qi6hk8C6lPJIMc9,2
0.0755,0.0,0.0711,0.919,0.568,0.14,4YPHrO0jB8nJCrcSckSwie,0
0.211,0.00829,0.0205,0.978,0.579,0.58,2il9NDpW87Hk2L9AjeDf8r,2
0.328,0.0,0.0113,0.815,0.601,0.265,1KzGwlHu27TUfH3gF1RFAa,2
0.0397,0.000291,0.023,0.918,0.425,0.308,0TuMPEUwvdKnLQcnq4RS8L,0
0.331,0.0,0.111,0.967,0.597,0.25,1hmiQTBi1ucDbqs0KEJ1c8,2
0.179,0.0,0.139,0.72,0.727,0.553,3vcX4GCAbXAkCJtwNqyeHv,3
0.0913,0.0,0.0422,0.863,0.621,0.442,4JHfB0tPjE38N5KTSaX39I,0
0.134,2.44e-05,0.054,0.827,0.595,0.392,5nafRIDshs3RwVO0sxxgac,0
0.261,6.23e-05,0.0233,0.962,0.715,0.517,3sGJmCUfZKbbjtZ24eaepn,2
0.0691,0.206,0.0495,0.59,0.64,0.103,6qLM7FY8SPWYIyKKhzzVO0,0
0.0746,0.0155,0.00171,0.7,0.709,0.397,0Uhbn8GeomTRkkVAapjM4Z,0
0.145,0.00486,0.0176,0.945,0.736,0.391,6e2kwYm4qe4hFbOkLm4nbF,0
0.188,0.00175,0.00936,0.934,0.507,0.471,3NPYT4nilQ6YW1uA8I7orI,0
0.194,0.000332,0.077,0.95,0.75,0.623,3syIqcdNRjbFcWkEMRRT1d,3
0.167,0.000299,0.019,0.935,0.689,0.391,7DHX1Ng0V186U2idfFfjGi,0
0.0658,0.00804,0.000666,0.984,0.63,0.214,0h2ZSu1j6YFsGj85eSyrI4,0
0.043,0.000474,0.000446,0.978,0.696,0.762,7pDUFFF3J4WEu1aZMW4M4b,3
0.0871,1.04e-05,0.0657,0.933,0.642,0.158,6jtNk2zqbiZ9S7l6Gcp78A,0
0.206,0.00375,0.0442,0.926,0.706,0.543,4JHL5XOuByjoHSt5bcVk0u,2
0.0525,0.297,0.00705,0.725,0.588,0.278,6VkomiRtWhCiFs4nzrzNUc,0
0.0633,0.00157,0.137,0.633,0.72,0.634,49v7kRlVxnwrrJzCRxeRXl,3
0.071,0.00559,0.00102,0.939,0.624,0.391,1DegLHuaZdLmOvhUgsNV9I,0
0.318,0.00154,0.00696,0.996,0.657,0.175,7z35ELbZv0zResMSqwsoKa,2
0.0588,0.00186,0.00561,0.934,0.467,0.135,3iDtphWASBHIjVEB8lWBqs,0
0.0518,0.00308,0.0018,0.802,0.659,0.371,776eASGwFLhvAUYmWZvwrL,0
0.32,1.81e-05,0.00666,0.934,0.661,0.699,3nJxqghn6qVTWNzYa5Syc7,2
0.068,0.806,0.0254,0.732,0.817,0.963,753DZsGGXlasRCp48FmOhH,3
0.361,4.47e-05,0.0171,0.97,0.599,0.0715,76peqTD79xDzySA3SyWzs5,2
0.196,0.00204,0.00831,0.957,0.695,0.467,3Jn9sa1NMDRLMnJX1eGpBU,2
0.0666,0.809,0.000209,0.892,0.312,0.033,3XfvTelX1xYLgwgpzfd8qi,6
0.129,0.00206,0.0281,0.945,0.728,0.551,3yFb3JWYOaKdgwViCGPnM2,3
0.301,0.0,0.0126,0.826,0.734,0.313,6rv93pYJSTtReQIuwcCYvm,2
0.131,0.758,0.00149,0.967,0.378,0.139,1jz6nNE00KCKqVXCzBr5JW,6
0.0333,0.28,0.000478,0.808,0.625,0.27,1eG6ogBMDCT36ciEocKV8V,0
0.196,0.00037,0.116,0.882,0.865,0.719,6s4T0UEJs5kX6EsEjvfXpw,3
0.134,0.000128,0.0101,0.834,0.513,0.179,4tjA1bnIrvCt1O4uaC476a,0
0.0658,1.6e-05,0.00794,0.938,0.746,0.238,4trrKVzHcXRV5Gv8YAf32P,0
0.436,0.348,0.00261,0.928,0.398,0.227,3IWkjBkiR4pHOkaHV52OMl,2
0.386,0.032,0.00173,0.994,0.524,0.441,5nz3dwffS8W2WDWRa9SgfR,2
0.445,0.457,0.00719,0.941,0.523,0.382,3Qh65CXtBe3vKmWe5fYbuY,2
0.351,0.00116,0.0132,0.921,0.619,0.462,6EgTYGPIKWgKUf4QnJ3dr7,2
0.0773,0.147,0.0012,0.994,0.452,0.275,7IVzMMlDsh4W4mIavGdKi0,0
0.125,0.0229,0.0397,0.906,0.787,0.374,3EBqovY8cjouAYyrWRUcFN,3
0.331,0.00669,0.278,0.505,0.917,0.267,0CLaGp0DMEjocSrAtvhcJl,2
0.072,0.844,0.00511,0.905,0.769,0.7,1Oryb6TjgqwR97WZc8nuAH,6
0.23,0.00173,0.00433,0.948,0.512,0.134,2WidoejAximc21Pv69Q3ey,0
0.152,0.72,0.0551,0.961,0.732,0.6,7cpnqcFMN6Z7yiSOZyzGMU,6
0.173,0.00128,0.0165,0.957,0.617,0.109,0adOv7C57abcznr40leSHx,0
0.1,0.0011,0.0056,0.963,0.416,0.0361,2mhD6IAZ7oGdRT8bzFI5tF,0
0.191,0.0,0.00139,0.958,0.46,0.818,5wqPpv0nROPAMg7h7R0wA8,3
0.687,0.000708,0.00317,0.96,0.45,0.159,0wOx3pICvsNIwobd0XnUxb,2
0.189,0.61,7.69e-05,0.989,0.428,0.103,4KD6CYSCX2m3rxYdQQuyYP,6
0.16,0.00324,0.00589,0.962,0.394,0.0747,6PVxTUWkUdH5nqmGL1mO6O,0
0.0724,0.00605,0.0012,0.93,0.515,0.117,1gbUrCmsJchMppBeC6wL3r,0
0.333,0.00252,0.00211,0.969,0.652,0.361,317KO2y39CAzDjpP8djR0k,2
0.0379,0.815,0.548,0.875,0.623,0.0342,3XpROG821mTe8QLA8FSueT,6
0.0487,0.00343,0.00682,0.96,0.708,0.85,4PLpEoutbbBKXQX4Ymkgvq,3
0.0373,0.185,0.258,0.933,0.617,0.596,3NaLD1DZ4U2VMf4WXci3Rt,3
0.0761,0.0555,0.314,0.924,0.786,0.224,7hpP2b7QO5eh0YjaJFmSvO,0
0.348,0.0,0.587,0.645,0.73,0.772,0z3YYobsavHguLTgqg5GC1,2
0.0319,0.000463,0.179,0.604,0.723,0.562,4rf0IVQDFjr27T4sgah5Pf,3
0.343,0.000774,0.394,0.652,0.856,0.311,1MQ8iWOA8dkFLX744wq1fX,2
0.0275,1.04e-05,0.0102,0.877,0.653,0.62,0dpyzcT3RMNNSd2xKBf35I,3
0.0592,0.0262,0.0856,0.947,0.629,0.659,6I6QkE2UVSj9YX48oRrD6e,3
0.125,0.914,0.311,0.564,0.793,0.399,4oZnV1W54b1TIn96i0KIwV,6
0.0391,0.0371,0.0339,0.51,0.787,0.745,3QtNPpwrajozNB5AORHYzP,3
0.484,1.72e-05,0.301,0.489,0.726,0.447,02oVra8RWdAYaKbdinrfRC,2
0.0399,0.0195,0.0514,0.867,0.71,0.423,3TwAePhxn7pwkdHNwpWgvp,0
0.0384,0.666,0.448,0.76,0.754,0.314,0ymhaRjiCwNQzeQEjewE7F,6
0.0294,0.876,0.242,0.837,0.66,0.302,06eFWpksA3M9qg8GeOGGBX,6
0.196,0.000989,0.0622,0.718,0.853,0.64,4dVejqq0Jn4pSyD7WcQ0nw,3
0.0732,0.0128,0.117,0.595,0.775,0.829,02zPsXmSUP6Rr1Z2w5KMpf,3
0.0656,0.0,0.0132,0.618,0.824,0.676,7uvxkcv7FWVh4wE91I8Bi2,3
0.0313,0.0615,0.227,0.455,0.725,0.437,1KjLbuPsJmYdZJt0CsyVAg,4
0.046,0.00231,0.257,0.309,0.52,0.549,4FDq7m7jgOpVFV0k3LA3i3,4
0.0799,0.00543,0.00179,0.908,0.523,0.328,6jpOvC9iucgAnJm7vwyXm6,0
0.075,2.49e-05,0.0502,0.708,0.875,0.866,5z0Wa1EiCoaUafx83WszRY,3
0.0631,0.502,0.162,0.787,0.587,0.105,0qjYHI9np3bsH5tr0tX2Pk,6
0.0433,0.846,0.313,0.606,0.596,0.811,2wynpXzuXf6Cvf2MqHYA9Z,6
0.0809,0.0517,0.143,0.712,0.647,0.158,4To41a04u7ZaZ6bw8hIeX3,0
0.0343,0.0365,0.188,0.559,0.85,0.946,6JJ3UK1YfxO26iEiMWUHHj,3
0.0524,0.519,0.254,0.362,0.529,0.0505,0lFotZWVqwgQOh779DKet5,6
0.0633,0.0766,0.163,0.94,0.654,0.787,4hG6H7xPvEleJD9QUEqaAS,3
0.263,0.00289,0.1,0.648,0.689,0.418,1z5oBUPtPK58v4slX1AlTx,2
0.0388,0.859,0.0035,0.79,0.654,0.627,6mfM11rZkoXsU5xAArF4Ix,6
0.0385,0.0703,0.0288,0.694,0.777,0.84,1eMWdrMNzPuGOwsAeKlXBW,3
0.111,2.08e-06,0.326,0.796,0.444,0.354,1iSuktdIdWrdfq0slQ4auO,0
0.0437,0.687,0.42,0.433,0.832,0.275,6kqAKtIZDTeBjLdJJ2jiTt,6
0.0502,0.694,0.283,0.885,0.676,0.727,3cJSNe3eSkegr9dZsZxr6c,6
0.0543,0.934,0.516,0.759,0.675,0.129,7dYjEwbLJ1B5reoz3lWra0,6
0.0302,0.147,0.00108,0.683,0.657,0.633,1KX30hHDvpBRvm3JXxtYEY,3
0.0589,0.0119,0.0948,0.835,0.635,0.216,26wuBc04catG1QQyYupr35,0
0.123,1.92e-06,0.0939,0.668,0.761,0.611,2d9UdLMMe80RNfuQcGmuIe,3
0.164,0.0013,0.181,0.66,0.795,0.761,6r836ND98CjgLGESPNV9c9,3
0.0456,1.48e-06,0.107,0.634,0.651,0.391,5g9Pgt8T9ppNyMtNIGV1pw,0
0.0673,0.529,0.0916,0.609,0.761,0.498,216LOkWfwFC0oI2ffMApMc,6
0.293,0.00922,0.229,0.559,0.681,0.198,1uPRLmmA2YGNItLRp3BgFO,2
0.0383,0.795,0.625,0.49,0.794,0.44,4kSOiZOW85gDgPMKVmnNVC,6
0.0336,0.0661,0.236,0.872,0.708,0.742,0y6CoVW1ZSBqRmPbyfhFQs,3
0.0595,5.33e-05,0.0294,0.873,0.758,0.579,2keTABWAcdVZxJ6j8iEy83,3
0.109,0.601,0.0117,0.72,0.781,0.592,6MnmCvMN8VXzCC39Bgw0Gk,6
0.0606,0.711,0.119,0.505,0.73,0.38,3ys5J8MAFYex3zO7n9VduT,6
0.0446,0.512,0.382,0.35,0.785,0.361,4oQbpxHDWMSQ4HVEhoYCFD,4
0.042,0.0482,0.17,0.886,0.615,0.0715,4lKSHi12cKgQlXwkrPHQ6s,0
0.135,0.614,0.0473,0.638,0.918,0.748,6EshmnAdZGBCA2LYCCX2Uy,3
0.0414,0.868,0.00355,0.738,0.657,0.544,7lZjor53FqYpyJb8Uc0Pve,6
0.0592,0.181,0.131,0.533,0.651,0.573,52AlJfHPhlkY7OGrb2AjeQ,3
0.0378,0.000153,0.325,0.691,0.687,0.831,3G1nE9ZEv4eGEM48IAIv8u,3
0.112,0.159,0.0598,0.922,0.543,0.73,4sVKF8qaWjwt9WatIfXAHU,3
0.0432,0.485,0.0668,0.637,0.757,0.429,3MOhipHFUkGpS0rV7cKrJO,6
0.0507,0.00457,0.236,0.58,0.836,0.816,4Wbfb7B6ke5nJZUHX0P7mk,3
0.205,0.664,0.161,0.393,0.749,0.183,6bUchdGcZj2k1iLjTHm6kR,6
0.0471,0.937,0.0386,0.827,0.48,0.37,6E7c0mIj5hJwAyi0BS8eYY,6
0.12,0.613,0.208,0.706,0.58,0.184,2IUFjc60BspwuMtmZaRSPW,6
0.156,0.145,0.0132,0.736,0.744,0.559,7IRyfeJIBmi08GYgEZwWMM,3
0.0562,0.57,0.0189,0.873,0.703,0.534,1UERuR9hjz9GM609JIjtGx,6
0.156,0.000246,0.0686,0.759,0.705,0.625,57Zhe3iZ0PGDXm5qpeoXIh,3
0.059,0.895,0.928,0.358,0.351,0.146,54vmnIj6yLipSrw1KMK3zg,1
0.0399,0.000583,0.875,0.468,0.288,0.16,3WcVlo61iEyECjLoPmar6D,5
0.0369,0.655,0.13,0.931,0.721,0.968,5VCx6BsBizs11OJvSnqDG4,3
0.113,2.36e-05,0.761,0.286,0.664,0.228,78dm8zrEiJ1d0G6IBuiN7m,4
0.209,0.494,0.0127,0.93,0.852,0.236,55meeb1WffJW16DfMnWVi0,6
0.033,0.0336,0.71,0.548,0.797,0.465,5g1IxCinEawQcerAMrs2tU,4
0.0319,0.804,0.000219,0.72,0.711,0.388,1IafXP9REln2SxcNXOCIDS,6
0.0868,0.158,0.0796,0.408,0.915,0.6,2PfPIIxUiH9Y7miXqiQdqv,3
0.204,0.00369,0.0796,0.833,0.596,0.436,4dJsbFmhri91euJQbhVqT8,2
0.0539,0.577,0.00355,0.911,0.693,0.147,5ukTUKLwsaThljUaV6IVAs,6
0.0447,0.511,0.614,0.448,0.772,0.274,68Lyc2FM0k5S5uVM7RlEYM,4
0.0343,0.286,0.00235,0.759,0.712,0.797,4noLUZORDAJYCOzkN5OTBH,3
0.146,0.00696,0.00994,0.888,0.838,0.473,6s2vYgLML3ClOtlJhYyYKR,3
0.0805,0.696,0.00929,0.838,0.74,0.291,6U0NVioYt4nZARPNOKhExY,6
0.181,0.187,0.0973,0.923,0.868,0.368,2y1V4nbrr7Lqr6d7K3TMXi,2
0.106,0.411,0.144,0.877,0.788,0.685,3K3asUF88k0nKWtkm4eqLr,3
0.0426,0.942,0.00366,0.913,0.799,0.602,0Ciiabxoze0pEIapuPQUWF,6
0.0706,0.515,0.0033,0.857,0.779,0.284,67UgMiTgtwjGFoiACzup1g,6
0.226,0.793,0.269,0.884,0.828,0.222,1WrxHnZVeYqJdKnUzk3onw,6
0.15,0.632,0.0147,0.937,0.642,0.528,78M9wiuBmRktLeDvgvsk3s,6
0.087,0.877,0.392,0.967,0.865,0.163,7lxbCUxQXJRkPQ1eErYZd3,6
0.0531,0.942,0.0126,0.702,0.78,0.133,7Egwrj96WlechP11rChGK9,6
0.0545,0.761,0.00808,0.628,0.856,0.597,64mG1nyazcwSPgiLpp3dfg,6
0.0706,0.477,0.0045,0.826,0.785,0.647,7sJdjALeEOXSIIvlMPdJAe,3
0.0464,0.0406,0.00708,0.899,0.719,0.505,5ekbROvx6LuyF3nxchudHO,3
0.054,0.755,0.000739,0.898,0.683,0.276,0ku6jfwJvvtXgoZcpubwy7,6
0.08,0.792,0.0429,0.991,0.798,0.337,19kKBMycCxe3KQP8Ljaruz,6
0.122,0.47,0.0116,0.888,0.762,0.322,7eVAueNTldeMplUKSlOKs9,6
0.033,0.407,0.0014,0.8,0.694,0.394,3NDNPhzZ60EV2sK3ryIF4i,6
0.135,0.00128,0.053,0.914,0.842,0.388,1UyYIqE4bTokxEK0DUpzTM,3
0.0413,0.724,0.00366,0.763,0.784,0.135,4bh0wx2X8EayDLOu0iTVKL,6
0.0599,0.0481,0.0652,0.907,0.8,0.27,6RZ4uwBqEF0o9R0htuTCZ7,0
0.0558,0.0669,0.00858,0.809,0.747,0.798,3FJbcgGXTXqVsdbqTUSkCB,3
0.0871,0.000489,0.00253,0.961,0.756,0.701,5FRsalFMNTPxCPEzpoVCF4,3
0.0521,0.88,0.00358,0.744,0.664,0.633,7u71gydKlcIvWpvmNsfRIP,6
0.0559,0.743,0.0412,0.935,0.724,0.421,0SiGyh0WSi3n20eXn7rQZo,6
0.056,0.0348,0.0197,0.781,0.827,0.246,0XZrLV8OiyMLUCsrXNcUGY,0
0.0409,0.786,0.0041,0.783,0.814,0.521,1uffw4RWKTSJGic3KEADAz,6
0.0579,0.303,0.00045,0.931,0.806,0.829,1ZGyyYFVOIIZtzsoC1A2mX,3
0.0945,0.958,0.000757,0.88,0.842,0.488,0HsQvGaux6t1XMptT4XrhU,6
0.0322,0.589,0.0045,0.734,0.617,0.357,0DcLHMYuZDZboftsQSrANc,6
0.0442,0.795,0.00817,0.991,0.802,0.603,3cVVlPOw2pSEzLx9KNplYu,6
0.05,0.384,0.00424,0.946,0.801,0.521,7ED72laSFmyawpMl2acg4u,3
0.052,0.847,0.0016,0.897,0.742,0.293,6NmcxJuphyJDjZOw43qyk7,6
0.0456,0.836,2.6e-05,0.806,0.824,0.964,63ybiUtgEbNpDXHNz7HvKP,3
0.0601,0.879,0.0276,0.85,0.752,0.577,0weVuJD157TzuE2GPRUekB,6
0.0452,0.17,0.00451,0.636,0.843,0.729,0ZJYKFYQYO0kL8lYuILAGx,3
0.0469,0.828,0.0692,0.968,0.631,0.0382,2mHsfuHrY40djfLRFVxCm2,6
0.0687,0.0632,0.000627,0.748,0.81,0.767,1Sjav5dn1J3e5kCnggX3BR,3
0.0497,0.0995,0.0791,0.93,0.853,0.889,1iD9Iftc9ptjqycUNTxCQw,3
0.0461,0.126,0.0224,0.931,0.718,0.598,4MvCdK15VGFvmAYqG4PcQ8,3
0.0585,0.926,0.0017,0.494,0.805,0.561,1ERes0uWCuGgcSJrh9jTTi,6
0.0584,0.857,0.000138,0.952,0.683,0.408,4mhqmrl6F6n0SEUvZBTNVP,6
0.113,0.00551,0.00124,0.819,0.891,0.822,0vg9mOFPVNixrHRu3bDopO,3
0.122,0.275,0.00893,0.907,0.795,0.443,7CuzpBiRnXYg1GoK8HJjYt,3
0.0473,0.278,0.000277,0.927,0.713,0.658,1TolDuZPDraC3L9pEIAPdx,3
0.0426,0.147,0.0909,0.904,0.645,0.336,7bMWMh0hw63TtpM5UWKPZQ,0
