danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.684,0.247,5,-13.71,1,0.0281,0.872,0.000166,0.113,0.768,106.522,audio_features,7caj6X6NMX3tlhWnu1du6V,spotify:track:7caj6X6NMX3tlhWnu1du6V,https://api.spotify.com/v1/tracks/7caj6X6NMX3tlhWnu1du6V,https://api.spotify.com/v1/audio-analysis/7caj6X6NMX3tlhWnu1du6V,116627,3
0.533,0.729,7,-7.227,0,0.0714,0.563,0.0,0.159,0.884,78.67,audio_features,64VP3skE86iTvdOlbzuIcO,spotify:track:64VP3skE86iTvdOlbzuIcO,https://api.spotify.com/v1/tracks/64VP3skE86iTvdOlbzuIcO,https://api.spotify.com/v1/audio-analysis/64VP3skE86iTvdOlbzuIcO,111536,4
0.521,0.516,2,-7.456,0,0.0369,0.723,0.0,0.257,0.569,136.483,audio_features,3KzgdYUlqV6TOG7JCmx2Wg,spotify:track:3KzgdYUlqV6TOG7JCmx2Wg,https://api.spotify.com/v1/tracks/3KzgdYUlqV6TOG7JCmx2Wg,https://api.spotify.com/v1/audio-analysis/3KzgdYUlqV6TOG7JCmx2Wg,172480,4
0.349,0.182,5,-13.507,1,0.031,0.92,0.0152,0.143,0.178,136.094,audio_features,648TTtYB0bH0P8Hfy0FmkL,spotify:track:648TTtYB0bH0P8Hfy0FmkL,https://api.spotify.com/v1/tracks/648TTtYB0bH0P8Hfy0FmkL,https://api.spotify.com/v1/audio-analysis/648TTtYB0bH0P8Hfy0FmkL,191973,3
0.534,0.462,4,-8.172,1,0.0266,0.839,0.0,0.129,0.534,96.195,audio_features,7dblNGnRXEBrVJunazs2U5,spotify:track:7dblNGnRXEBrVJunazs2U5,https://api.spotify.com/v1/tracks/7dblNGnRXEBrVJunazs2U5,https://api.spotify.com/v1/audio-analysis/7dblNGnRXEBrVJunazs2U5,143333,4
0.663,0.264,0,-14.571,1,0.0914,0.706,0.0,0.1,0.657,122.482,audio_features,33jt3kYWjQzqn3xyYQ5ZEh,spotify:track:33jt3kYWjQzqn3xyYQ5ZEh,https://api.spotify.com/v1/tracks/33jt3kYWjQzqn3xyYQ5ZEh,https://api.spotify.com/v1/audio-analysis/33jt3kYWjQzqn3xyYQ5ZEh,354533,4
0.556,0.61,9,-4.729,1,0.213,0.833,2.22e-06,0.258,0.665,199.373,audio_features,2xar08Fq5xra2KKZs5Bw9j,spotify:track:2xar08Fq5xra2KKZs5Bw9j,https://api.spotify.com/v1/tracks/2xar08Fq5xra2KKZs5Bw9j,https://api.spotify.com/v1/audio-analysis/2xar08Fq5xra2KKZs5Bw9j,171467,4
0.516,0.809,0,-6.419,1,0.0545,0.787,0.000331,0.303,0.939,75.099,audio_features,2aEeghgUcnu75tzcolFMfs,spotify:track:2aEeghgUcnu75tzcolFMfs,https://api.spotify.com/v1/tracks/2aEeghgUcnu75tzcolFMfs,https://api.spotify.com/v1/audio-analysis/2aEeghgUcnu75tzcolFMfs,126960,4
0.647,0.582,10,-9.538,0,0.0755,0.41,1.93e-06,0.0715,0.915,167.396,audio_features,4gphxUgq0JSFv2BCLhNDiE,spotify:track:4gphxUgq0JSFv2BCLhNDiE,https://api.spotify.com/v1/tracks/4gphxUgq0JSFv2BCLhNDiE,https://api.spotify.com/v1/audio-analysis/4gphxUgq0JSFv2BCLhNDiE,146480,4
0.419,0.331,3,-10.497,1,0.0293,0.932,0.0,0.102,0.322,80.647,audio_features,0S8ibKBl3tjRmYbZhGHNhG,spotify:track:0S8ibKBl3tjRmYbZhGHNhG,https://api.spotify.com/v1/tracks/0S8ibKBl3tjRmYbZhGHNhG,https://api.spotify.com/v1/audio-analysis/0S8ibKBl3tjRmYbZhGHNhG,160093,4
0.797,0.105,1,-16.881,1,0.0969,0.885,0.000116,0.108,0.419,122.545,audio_features,4fHDlIntTsRGSyTg5UYZYC,spotify:track:4fHDlIntTsRGSyTg5UYZYC,https://api.spotify.com/v1/tracks/4fHDlIntTsRGSyTg5UYZYC,https://api.spotify.com/v1/audio-analysis/4fHDlIntTsRGSyTg5UYZYC,183133,4
0.574,0.338,6,-11.376,1,0.042,0.845,0.0,0.165,0.493,67.008,audio_features,4hHbeIIKO5Y5uLyIEbY9Gn,spotify:track:4hHbeIIKO5Y5uLyIEbY9Gn,https://api.spotify.com/v1/tracks/4hHbeIIKO5Y5uLyIEbY9Gn,https://api.spotify.com/v1/audio-analysis/4hHbeIIKO5Y5uLyIEbY9Gn,199093,4
0.387,0.117,0,-17.803,1,0.0299,0.925,0.000171,0.109,0.166,93.575,audio_features,66iKqUazBbTlAEjcZrpDkD,spotify:track:66iKqUazBbTlAEjcZrpDkD,https://api.spotify.com/v1/tracks/66iKqUazBbTlAEjcZrpDkD,https://api.spotify.com/v1/audio-analysis/66iKqUazBbTlAEjcZrpDkD,151867,4
0.557,0.66,2,-7.706,1,0.056,0.654,1.66e-06,0.138,0.962,95.252,audio_features,47gmoUrZV3w20JAnQOZMcO,spotify:track:47gmoUrZV3w20JAnQOZMcO,https://api.spotify.com/v1/tracks/47gmoUrZV3w20JAnQOZMcO,https://api.spotify.com/v1/audio-analysis/47gmoUrZV3w20JAnQOZMcO,119200,4
0.555,0.658,5,-3.866,1,0.0541,0.793,0.0,0.118,0.937,184.835,audio_features,2iXcvnD3d1gfLBum0cE5Eg,spotify:track:2iXcvnD3d1gfLBum0cE5Eg,https://api.spotify.com/v1/tracks/2iXcvnD3d1gfLBum0cE5Eg,https://api.spotify.com/v1/audio-analysis/2iXcvnD3d1gfLBum0cE5Eg,144227,4
0.747,0.219,3,-12.562,1,0.0371,0.584,2.57e-05,0.107,0.498,135.562,audio_features,39lnzOIUCSNaQmgBHoz7rt,spotify:track:39lnzOIUCSNaQmgBHoz7rt,https://api.spotify.com/v1/tracks/39lnzOIUCSNaQmgBHoz7rt,https://api.spotify.com/v1/audio-analysis/39lnzOIUCSNaQmgBHoz7rt,129120,4
0.226,0.136,5,-19.203,0,0.0327,0.862,8.07e-06,0.302,0.263,79.37,audio_features,1oDCK7PW72XEZ1pE5rh87A,spotify:track:1oDCK7PW72XEZ1pE5rh87A,https://api.spotify.com/v1/tracks/1oDCK7PW72XEZ1pE5rh87A,https://api.spotify.com/v1/audio-analysis/1oDCK7PW72XEZ1pE5rh87A,173267,5
0.811,0.859,9,-6.317,1,0.168,0.205,3.73e-06,0.0761,0.784,90.686,audio_features,1uRKT2LRANv4baowBWHfDS,spotify:track:1uRKT2LRANv4baowBWHfDS,https://api.spotify.com/v1/tracks/1uRKT2LRANv4baowBWHfDS,https://api.spotify.com/v1/audio-analysis/1uRKT2LRANv4baowBWHfDS,129893,4
0.577,0.306,9,-11.559,1,0.0427,0.383,0.0,0.18,0.568,125.166,audio_features,2WaYW84yWij5NSCpgSeU2R,spotify:track:2WaYW84yWij5NSCpgSeU2R,https://api.spotify.com/v1/tracks/2WaYW84yWij5NSCpgSeU2R,https://api.spotify.com/v1/audio-analysis/2WaYW84yWij5NSCpgSeU2R,177400,4
0.532,0.0657,0,-19.136,0,0.0406,0.94,0.00488,0.0946,0.292,128.607,audio_features,0F845nujLVqCb0XMZCh5Pc,spotify:track:0F845nujLVqCb0XMZCh5Pc,https://api.spotify.com/v1/tracks/0F845nujLVqCb0XMZCh5Pc,https://api.spotify.com/v1/audio-analysis/0F845nujLVqCb0XMZCh5Pc,201440,4
0.612,0.144,6,-12.204,0,0.0352,0.88,0.0,0.203,0.343,128.629,audio_features,5OkKOkdVTKFrYi6GWXkMzR,spotify:track:5OkKOkdVTKFrYi6GWXkMzR,https://api.spotify.com/v1/tracks/5OkKOkdVTKFrYi6GWXkMzR,https://api.spotify.com/v1/audio-analysis/5OkKOkdVTKFrYi6GWXkMzR,181627,4
0.552,0.313,5,-12.41,1,0.0296,0.916,0.0017,0.12,0.303,88.554,audio_features,3YdKJzcoMZMacISlpY4QoP,spotify:track:3YdKJzcoMZMacISlpY4QoP,https://api.spotify.com/v1/tracks/3YdKJzcoMZMacISlpY4QoP,https://api.spotify.com/v1/audio-analysis/3YdKJzcoMZMacISlpY4QoP,202773,3
0.494,0.756,0,-8.492,1,0.0499,0.733,0.00505,0.76,0.949,86.895,audio_features,64Ny7djQ6rNJspquof2KoX,spotify:track:64Ny7djQ6rNJspquof2KoX,https://api.spotify.com/v1/tracks/64Ny7djQ6rNJspquof2KoX,https://api.spotify.com/v1/audio-analysis/64Ny7djQ6rNJspquof2KoX,136027,4
0.639,0.269,8,-11.435,1,0.0698,0.982,0.12,0.141,0.539,124.866,audio_features,1pZn8AX1WulW8IO338hE5D,spotify:track:1pZn8AX1WulW8IO338hE5D,https://api.spotify.com/v1/tracks/1pZn8AX1WulW8IO338hE5D,https://api.spotify.com/v1/audio-analysis/1pZn8AX1WulW8IO338hE5D,207827,4
0.172,0.0696,11,-21.295,0,0.0339,0.916,0.00199,0.137,0.103,167.974,audio_features,2gNjmvuQiEd2z9SqyYi8HH,spotify:track:2gNjmvuQiEd2z9SqyYi8HH,https://api.spotify.com/v1/tracks/2gNjmvuQiEd2z9SqyYi8HH,https://api.spotify.com/v1/audio-analysis/2gNjmvuQiEd2z9SqyYi8HH,298133,5
0.474,0.608,5,-5.139,1,0.0825,0.755,0.0,0.0928,0.888,184.694,audio_features,507IFqPuG8mBQoKebfGG9t,spotify:track:507IFqPuG8mBQoKebfGG9t,https://api.spotify.com/v1/tracks/507IFqPuG8mBQoKebfGG9t,https://api.spotify.com/v1/audio-analysis/507IFqPuG8mBQoKebfGG9t,127427,4
0.438,0.00756,0,-26.44,0,0.0382,0.941,0.00643,0.109,0.277,133.32,audio_features,4l9hml2UCnxoNI3yCdL1BW,spotify:track:4l9hml2UCnxoNI3yCdL1BW,https://api.spotify.com/v1/tracks/4l9hml2UCnxoNI3yCdL1BW,https://api.spotify.com/v1/audio-analysis/4l9hml2UCnxoNI3yCdL1BW,141133,4
0.714,0.886,11,-8.629,0,0.0554,0.116,0.184,0.18,0.954,156.351,audio_features,3oAWTk92mZBxKBOKf8mR5v,spotify:track:3oAWTk92mZBxKBOKf8mR5v,https://api.spotify.com/v1/tracks/3oAWTk92mZBxKBOKf8mR5v,https://api.spotify.com/v1/audio-analysis/3oAWTk92mZBxKBOKf8mR5v,119360,4
0.696,0.547,5,-5.954,0,0.169,0.792,0.0,0.155,0.623,73.203,audio_features,5P11rW6aJErF37MTfRZS31,spotify:track:5P11rW6aJErF37MTfRZS31,https://api.spotify.com/v1/tracks/5P11rW6aJErF37MTfRZS31,https://api.spotify.com/v1/audio-analysis/5P11rW6aJErF37MTfRZS31,155507,4
0.838,0.171,4,-12.614,0,0.0729,0.23,0.0,0.11,0.397,135.925,audio_features,3aPlQWU07jGgyHaBHVS5TS,spotify:track:3aPlQWU07jGgyHaBHVS5TS,https://api.spotify.com/v1/tracks/3aPlQWU07jGgyHaBHVS5TS,https://api.spotify.com/v1/audio-analysis/3aPlQWU07jGgyHaBHVS5TS,199600,4
0.549,0.433,7,-8.526,1,0.0327,0.906,0.0108,0.0774,0.486,116.068,audio_features,7eqNATKM78MkWP6aHGXHEV,spotify:track:7eqNATKM78MkWP6aHGXHEV,https://api.spotify.com/v1/tracks/7eqNATKM78MkWP6aHGXHEV,https://api.spotify.com/v1/audio-analysis/7eqNATKM78MkWP6aHGXHEV,155080,3
0.425,0.401,7,-9.427,1,0.0315,0.943,3.44e-06,0.072,0.531,115.71,audio_features,2FkCjtQ1lYsf71s2FAS8hE,spotify:track:2FkCjtQ1lYsf71s2FAS8hE,https://api.spotify.com/v1/tracks/2FkCjtQ1lYsf71s2FAS8hE,https://api.spotify.com/v1/audio-analysis/2FkCjtQ1lYsf71s2FAS8hE,160667,3
0.598,0.735,2,-10.882,1,0.0973,0.44,0.000215,0.681,0.615,111.129,audio_features,58PSYdY0GFg0LFb2PxYk4T,spotify:track:58PSYdY0GFg0LFb2PxYk4T,https://api.spotify.com/v1/tracks/58PSYdY0GFg0LFb2PxYk4T,https://api.spotify.com/v1/audio-analysis/58PSYdY0GFg0LFb2PxYk4T,321133,3
0.555,0.377,1,-9.123,1,0.0295,0.671,0.0,0.128,0.619,78.986,audio_features,0QGwOFQChzflLAmPq5NwKo,spotify:track:0QGwOFQChzflLAmPq5NwKo,https://api.spotify.com/v1/tracks/0QGwOFQChzflLAmPq5NwKo,https://api.spotify.com/v1/audio-analysis/0QGwOFQChzflLAmPq5NwKo,158253,4
0.471,0.146,10,-13.6,1,0.0309,0.782,0.0,0.0888,0.595,78.554,audio_features,4I4aQGNJ2HufloNtB65nxR,spotify:track:4I4aQGNJ2HufloNtB65nxR,https://api.spotify.com/v1/tracks/4I4aQGNJ2HufloNtB65nxR,https://api.spotify.com/v1/audio-analysis/4I4aQGNJ2HufloNtB65nxR,190400,4
0.641,0.834,7,-7.831,1,0.242,0.626,0.000534,0.131,0.849,120.948,audio_features,3Lbxie6whOW4eMt4jtI32k,spotify:track:3Lbxie6whOW4eMt4jtI32k,https://api.spotify.com/v1/tracks/3Lbxie6whOW4eMt4jtI32k,https://api.spotify.com/v1/audio-analysis/3Lbxie6whOW4eMt4jtI32k,116027,4
0.709,0.62,2,-9.382,1,0.034,0.318,0.0,0.0426,0.936,93.723,audio_features,11fNLqDB47gMKj7BHhR2Qr,spotify:track:11fNLqDB47gMKj7BHhR2Qr,https://api.spotify.com/v1/tracks/11fNLqDB47gMKj7BHhR2Qr,https://api.spotify.com/v1/audio-analysis/11fNLqDB47gMKj7BHhR2Qr,123520,4
0.31,0.279,5,-13.552,1,0.0308,0.815,0.0,0.318,0.377,79.397,audio_features,79nJj5dMyTsUzKvN5jUXsJ,spotify:track:79nJj5dMyTsUzKvN5jUXsJ,https://api.spotify.com/v1/tracks/79nJj5dMyTsUzKvN5jUXsJ,https://api.spotify.com/v1/audio-analysis/79nJj5dMyTsUzKvN5jUXsJ,256120,3
0.549,0.529,3,-12.291,0,0.108,0.76,0.0,0.206,0.464,82.755,audio_features,3E5ndyOfO6vFDEIE42HA8o,spotify:track:3E5ndyOfO6vFDEIE42HA8o,https://api.spotify.com/v1/tracks/3E5ndyOfO6vFDEIE42HA8o,https://api.spotify.com/v1/audio-analysis/3E5ndyOfO6vFDEIE42HA8o,184333,4
0.489,0.499,11,-9.702,1,0.0271,0.74,0.000236,0.156,0.829,133.341,audio_features,06PdA0DLgF4BfAeUNZAbFG,spotify:track:06PdA0DLgF4BfAeUNZAbFG,https://api.spotify.com/v1/tracks/06PdA0DLgF4BfAeUNZAbFG,https://api.spotify.com/v1/audio-analysis/06PdA0DLgF4BfAeUNZAbFG,147880,3
0.541,0.608,7,-13.083,1,0.106,0.298,0.0,0.234,0.938,171.992,audio_features,4FlYcJnfkeBpowEHJ72Bmt,spotify:track:4FlYcJnfkeBpowEHJ72Bmt,https://api.spotify.com/v1/tracks/4FlYcJnfkeBpowEHJ72Bmt,https://api.spotify.com/v1/audio-analysis/4FlYcJnfkeBpowEHJ72Bmt,160080,4
0.563,0.741,7,-11.947,1,0.0486,0.602,0.00251,0.325,0.967,164.15,audio_features,0ZvgXNstN4o2ZXPomtBYVp,spotify:track:0ZvgXNstN4o2ZXPomtBYVp,https://api.spotify.com/v1/tracks/0ZvgXNstN4o2ZXPomtBYVp,https://api.spotify.com/v1/audio-analysis/0ZvgXNstN4o2ZXPomtBYVp,129133,4
0.656,0.813,5,-7.324,1,0.033,0.349,0.0,0.114,0.96,132.313,audio_features,6OsefWNJtsWqO7myze1HEX,spotify:track:6OsefWNJtsWqO7myze1HEX,https://api.spotify.com/v1/tracks/6OsefWNJtsWqO7myze1HEX,https://api.spotify.com/v1/audio-analysis/6OsefWNJtsWqO7myze1HEX,158493,4
0.566,0.534,5,-9.416,0,0.0409,0.713,0.0,0.0883,0.582,129.69,audio_features,4IYyGIbMS5ZkxDXGfPIrXr,spotify:track:4IYyGIbMS5ZkxDXGfPIrXr,https://api.spotify.com/v1/tracks/4IYyGIbMS5ZkxDXGfPIrXr,https://api.spotify.com/v1/audio-analysis/4IYyGIbMS5ZkxDXGfPIrXr,162293,4
0.728,0.734,11,-3.234,1,0.0318,0.63,3.56e-05,0.137,0.965,135.078,audio_features,5zvOXJrzzUlvXwyuwZ0toZ,spotify:track:5zvOXJrzzUlvXwyuwZ0toZ,https://api.spotify.com/v1/tracks/5zvOXJrzzUlvXwyuwZ0toZ,https://api.spotify.com/v1/audio-analysis/5zvOXJrzzUlvXwyuwZ0toZ,135467,4
0.563,0.136,3,-17.402,1,0.0683,0.87,0.0,0.106,0.368,104.928,audio_features,1V4NaFlrUCK49MXcdOcVeS,spotify:track:1V4NaFlrUCK49MXcdOcVeS,https://api.spotify.com/v1/tracks/1V4NaFlrUCK49MXcdOcVeS,https://api.spotify.com/v1/audio-analysis/1V4NaFlrUCK49MXcdOcVeS,280000,4
0.547,0.208,9,-13.458,1,0.0334,0.676,0.0,0.1,0.424,108.999,audio_features,3YCbx1QqGrnxMsPEZLC1CT,spotify:track:3YCbx1QqGrnxMsPEZLC1CT,https://api.spotify.com/v1/tracks/3YCbx1QqGrnxMsPEZLC1CT,https://api.spotify.com/v1/audio-analysis/3YCbx1QqGrnxMsPEZLC1CT,162840,4
0.627,0.7,3,-9.657,1,0.0522,0.121,0.0111,0.188,0.856,175.33,audio_features,7ItZM6DMZE2m1X7yIaRxjq,spotify:track:7ItZM6DMZE2m1X7yIaRxjq,https://api.spotify.com/v1/tracks/7ItZM6DMZE2m1X7yIaRxjq,https://api.spotify.com/v1/audio-analysis/7ItZM6DMZE2m1X7yIaRxjq,118227,4
0.558,0.231,5,-11.436,0,0.0812,0.805,0.0,0.142,0.403,73.103,audio_features,0Rk9byjmZksAJX15onGns5,spotify:track:0Rk9byjmZksAJX15onGns5,https://api.spotify.com/v1/tracks/0Rk9byjmZksAJX15onGns5,https://api.spotify.com/v1/audio-analysis/0Rk9byjmZksAJX15onGns5,167493,4
0.455,0.361,9,-12.562,1,0.0473,0.747,0.0,0.238,0.285,115.854,audio_features,3MpGQae6zAFd7Z1FdLV9fV,spotify:track:3MpGQae6zAFd7Z1FdLV9fV,https://api.spotify.com/v1/tracks/3MpGQae6zAFd7Z1FdLV9fV,https://api.spotify.com/v1/audio-analysis/3MpGQae6zAFd7Z1FdLV9fV,168293,3
0.715,0.797,3,-10.154,1,0.193,0.837,0.0,0.209,0.841,92.739,audio_features,6C7aTTCUWRK7dD379yUT3W,spotify:track:6C7aTTCUWRK7dD379yUT3W,https://api.spotify.com/v1/tracks/6C7aTTCUWRK7dD379yUT3W,https://api.spotify.com/v1/audio-analysis/6C7aTTCUWRK7dD379yUT3W,144600,4
0.645,0.943,0,-1.526,1,0.0393,0.385,0.0,0.37,0.965,147.768,audio_features,40fD7ct05FvQHLdQTgJelG,spotify:track:40fD7ct05FvQHLdQTgJelG,https://api.spotify.com/v1/tracks/40fD7ct05FvQHLdQTgJelG,https://api.spotify.com/v1/audio-analysis/40fD7ct05FvQHLdQTgJelG,131720,4
0.524,0.177,8,-12.306,1,0.0302,0.865,0.0,0.21,0.466,69.125,audio_features,11XR0tRT4g5ov4u8M92wbF,spotify:track:11XR0tRT4g5ov4u8M92wbF,https://api.spotify.com/v1/tracks/11XR0tRT4g5ov4u8M92wbF,https://api.spotify.com/v1/audio-analysis/11XR0tRT4g5ov4u8M92wbF,179427,4
0.664,0.66,5,-6.526,1,0.13,0.447,0.0,0.298,0.873,84.345,audio_features,3h4udS0WeWbsur3yfjvnm4,spotify:track:3h4udS0WeWbsur3yfjvnm4,https://api.spotify.com/v1/tracks/3h4udS0WeWbsur3yfjvnm4,https://api.spotify.com/v1/audio-analysis/3h4udS0WeWbsur3yfjvnm4,169240,4
0.547,0.523,9,-9.176,1,0.0572,0.724,0.0,0.103,0.89,169.598,audio_features,6oRHRkQigTzJ3KwpO3XOV6,spotify:track:6oRHRkQigTzJ3KwpO3XOV6,https://api.spotify.com/v1/tracks/6oRHRkQigTzJ3KwpO3XOV6,https://api.spotify.com/v1/audio-analysis/6oRHRkQigTzJ3KwpO3XOV6,142907,4
0.616,0.724,9,-8.101,1,0.042,0.788,3.16e-06,0.128,0.809,81.402,audio_features,4cRfSR0QxDlXRHTKyEOu93,spotify:track:4cRfSR0QxDlXRHTKyEOu93,https://api.spotify.com/v1/tracks/4cRfSR0QxDlXRHTKyEOu93,https://api.spotify.com/v1/audio-analysis/4cRfSR0QxDlXRHTKyEOu93,124587,3
0.442,0.033,10,-23.063,1,0.041,0.922,0.000171,0.151,0.21,103.34,audio_features,4gFlHAye7To29Fs4UszQUH,spotify:track:4gFlHAye7To29Fs4UszQUH,https://api.spotify.com/v1/tracks/4gFlHAye7To29Fs4UszQUH,https://api.spotify.com/v1/audio-analysis/4gFlHAye7To29Fs4UszQUH,179640,3
0.558,0.311,4,-9.582,0,0.0288,0.887,0.0,0.118,0.415,95.978,audio_features,24lvdbt9pS7DFEjhEWSl49,spotify:track:24lvdbt9pS7DFEjhEWSl49,https://api.spotify.com/v1/tracks/24lvdbt9pS7DFEjhEWSl49,https://api.spotify.com/v1/audio-analysis/24lvdbt9pS7DFEjhEWSl49,163480,4
0.719,0.257,0,-14.446,0,0.0435,0.88,2.61e-06,0.257,0.75,103.829,audio_features,7bflxIMDz5mFxhQyYx1CEh,spotify:track:7bflxIMDz5mFxhQyYx1CEh,https://api.spotify.com/v1/tracks/7bflxIMDz5mFxhQyYx1CEh,https://api.spotify.com/v1/audio-analysis/7bflxIMDz5mFxhQyYx1CEh,159907,4
0.515,0.408,8,-11.96,1,0.194,0.452,0.0,0.0682,0.915,185.767,audio_features,4tmy6FB76bR5eLmx0zO1mn,spotify:track:4tmy6FB76bR5eLmx0zO1mn,https://api.spotify.com/v1/tracks/4tmy6FB76bR5eLmx0zO1mn,https://api.spotify.com/v1/audio-analysis/4tmy6FB76bR5eLmx0zO1mn,141667,4
0.407,0.826,8,-8.29,1,0.0495,0.693,1.57e-05,0.285,0.891,192.21,audio_features,4LcrHUkRmXG3c0YD5VYutn,spotify:track:4LcrHUkRmXG3c0YD5VYutn,https://api.spotify.com/v1/tracks/4LcrHUkRmXG3c0YD5VYutn,https://api.spotify.com/v1/audio-analysis/4LcrHUkRmXG3c0YD5VYutn,150867,4
0.67,0.596,3,-9.347,1,0.0627,0.852,0.00203,0.653,0.813,133.396,audio_features,0DICNd5XQ1og9UeYzxoNFV,spotify:track:0DICNd5XQ1og9UeYzxoNFV,https://api.spotify.com/v1/tracks/0DICNd5XQ1og9UeYzxoNFV,https://api.spotify.com/v1/audio-analysis/0DICNd5XQ1og9UeYzxoNFV,165760,4
0.489,0.866,10,-7.433,1,0.0933,0.753,0.0,0.876,0.416,138.63,audio_features,2ZNTPtYmAhN9vCwnAgqKn1,spotify:track:2ZNTPtYmAhN9vCwnAgqKn1,https://api.spotify.com/v1/tracks/2ZNTPtYmAhN9vCwnAgqKn1,https://api.spotify.com/v1/audio-analysis/2ZNTPtYmAhN9vCwnAgqKn1,268560,4
0.565,0.962,8,-2.981,1,0.064,0.437,0.0,0.056,0.906,148.808,audio_features,7DJsL4jyXA39GDiHFQYQ0t,spotify:track:7DJsL4jyXA39GDiHFQYQ0t,https://api.spotify.com/v1/tracks/7DJsL4jyXA39GDiHFQYQ0t,https://api.spotify.com/v1/audio-analysis/7DJsL4jyXA39GDiHFQYQ0t,160227,4
0.278,0.138,10,-18.739,1,0.0349,0.799,0.0557,0.209,0.308,83.203,audio_features,2Aq3BiLhITGHe6YSzkzOvi,spotify:track:2Aq3BiLhITGHe6YSzkzOvi,https://api.spotify.com/v1/tracks/2Aq3BiLhITGHe6YSzkzOvi,https://api.spotify.com/v1/audio-analysis/2Aq3BiLhITGHe6YSzkzOvi,168307,4
0.496,0.127,0,-14.211,1,0.0382,0.927,7.07e-05,0.132,0.211,74.746,audio_features,34zhjduFdQFhkRUJ230h9T,spotify:track:34zhjduFdQFhkRUJ230h9T,https://api.spotify.com/v1/tracks/34zhjduFdQFhkRUJ230h9T,https://api.spotify.com/v1/audio-analysis/34zhjduFdQFhkRUJ230h9T,185587,4
0.526,0.774,5,-1.692,1,0.0459,0.715,0.0,0.437,0.715,131.715,audio_features,1KLpjQFgubHI3GkAICCNH3,spotify:track:1KLpjQFgubHI3GkAICCNH3,https://api.spotify.com/v1/tracks/1KLpjQFgubHI3GkAICCNH3,https://api.spotify.com/v1/audio-analysis/1KLpjQFgubHI3GkAICCNH3,150706,4
0.486,0.501,4,-8.57,1,0.0326,0.767,7.6e-05,0.0679,0.942,122.894,audio_features,4ZfQwNx3FlCN07cnUvekh3,spotify:track:4ZfQwNx3FlCN07cnUvekh3,https://api.spotify.com/v1/tracks/4ZfQwNx3FlCN07cnUvekh3,https://api.spotify.com/v1/audio-analysis/4ZfQwNx3FlCN07cnUvekh3,152200,4
0.674,0.498,0,-10.07,1,0.13,0.512,2.05e-06,0.404,0.747,81.075,audio_features,62eAoNfrrS84177LOzJMQx,spotify:track:62eAoNfrrS84177LOzJMQx,https://api.spotify.com/v1/tracks/62eAoNfrrS84177LOzJMQx,https://api.spotify.com/v1/audio-analysis/62eAoNfrrS84177LOzJMQx,162107,4
0.548,0.673,4,-7.318,0,0.0364,0.448,8.53e-05,0.342,0.965,168.891,audio_features,5d6ZRqgbz26Sg4bk1oifQw,spotify:track:5d6ZRqgbz26Sg4bk1oifQw,https://api.spotify.com/v1/tracks/5d6ZRqgbz26Sg4bk1oifQw,https://api.spotify.com/v1/audio-analysis/5d6ZRqgbz26Sg4bk1oifQw,134446,4
0.631,0.587,6,-11.402,1,0.042,0.536,0.29,0.333,0.664,152.851,audio_features,7ycFNferNuk6wAjBa0vWvl,spotify:track:7ycFNferNuk6wAjBa0vWvl,https://api.spotify.com/v1/tracks/7ycFNferNuk6wAjBa0vWvl,https://api.spotify.com/v1/audio-analysis/7ycFNferNuk6wAjBa0vWvl,129333,4
0.738,0.451,7,-12.949,1,0.146,0.572,0.0,0.175,0.793,128.853,audio_features,5ytPMYb6dkoli8sNSEsdmZ,spotify:track:5ytPMYb6dkoli8sNSEsdmZ,https://api.spotify.com/v1/tracks/5ytPMYb6dkoli8sNSEsdmZ,https://api.spotify.com/v1/audio-analysis/5ytPMYb6dkoli8sNSEsdmZ,113200,4
0.571,0.196,3,-13.216,1,0.0278,0.811,0.0,0.142,0.555,88.728,audio_features,1eqGYJJr2z2GXK1i0hD3BC,spotify:track:1eqGYJJr2z2GXK1i0hD3BC,https://api.spotify.com/v1/tracks/1eqGYJJr2z2GXK1i0hD3BC,https://api.spotify.com/v1/audio-analysis/1eqGYJJr2z2GXK1i0hD3BC,134560,4
0.386,0.125,0,-17.695,1,0.0394,0.921,6.42e-06,0.0919,0.254,147.721,audio_features,2HyPrPSANTIPkR6CfiytwY,spotify:track:2HyPrPSANTIPkR6CfiytwY,https://api.spotify.com/v1/tracks/2HyPrPSANTIPkR6CfiytwY,https://api.spotify.com/v1/audio-analysis/2HyPrPSANTIPkR6CfiytwY,223373,4
0.676,0.424,9,-8.132,1,0.0329,0.947,0.000494,0.119,0.493,148.373,audio_features,2OARIMw1hpehr86Iwmv04c,spotify:track:2OARIMw1hpehr86Iwmv04c,https://api.spotify.com/v1/tracks/2OARIMw1hpehr86Iwmv04c,https://api.spotify.com/v1/audio-analysis/2OARIMw1hpehr86Iwmv04c,150960,4
0.489,0.806,3,-6.054,1,0.0858,0.841,2.96e-05,0.0687,0.944,172.269,audio_features,07GtDOCxmye5KDWsTSACPk,spotify:track:07GtDOCxmye5KDWsTSACPk,https://api.spotify.com/v1/tracks/07GtDOCxmye5KDWsTSACPk,https://api.spotify.com/v1/audio-analysis/07GtDOCxmye5KDWsTSACPk,145267,4
