danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.825,0.468,10,-5.998,0,0.0477,0.19,0.0,0.323,0.24,91.032,audio_features,6BOqVMxqQxkxknO3COfzrG,spotify:track:6BOqVMxqQxkxknO3COfzrG,https://api.spotify.com/v1/tracks/6BOqVMxqQxkxknO3COfzrG,https://api.spotify.com/v1/audio-analysis/6BOqVMxqQxkxknO3COfzrG,192215,4
0.854,0.741,2,-6.565,1,0.208,0.125,0.0,0.324,0.618,97.01,audio_features,4AVGNAuDKWYpdFKavRF8pB,spotify:track:4AVGNAuDKWYpdFKavRF8pB,https://api.spotify.com/v1/tracks/4AVGNAuDKWYpdFKavRF8pB,https://api.spotify.com/v1/audio-analysis/4AVGNAuDKWYpdFKavRF8pB,170400,4
0.655,0.687,8,-7.921,1,0.143,0.00213,0.0,0.311,0.588,149.899,audio_features,2Sg4k2Y2N2Ju0YZzCc81VN,spotify:track:2Sg4k2Y2N2Ju0YZzCc81VN,https://api.spotify.com/v1/tracks/2Sg4k2Y2N2Ju0YZzCc81VN,https://api.spotify.com/v1/audio-analysis/2Sg4k2Y2N2Ju0YZzCc81VN,157800,4
0.83,0.673,0,-8.108,1,0.0459,0.352,0.915,0.17,0.797,109.944,audio_features,6ZtUAt1b7sEY6RmRSGfIaB,spotify:track:6ZtUAt1b7sEY6RmRSGfIaB,https://api.spotify.com/v1/tracks/6ZtUAt1b7sEY6RmRSGfIaB,https://api.spotify.com/v1/audio-analysis/6ZtUAt1b7sEY6RmRSGfIaB,212400,4
0.608,0.813,11,-6.411,0,0.216,0.329,0.0,0.734,0.676,95.998,audio_features,0RNHYswDxxq1xooRh3PLza,spotify:track:0RNHYswDxxq1xooRh3PLza,https://api.spotify.com/v1/tracks/0RNHYswDxxq1xooRh3PLza,https://api.spotify.com/v1/audio-analysis/0RNHYswDxxq1xooRh3PLza,167920,4
0.656,0.816,7,-4.172,1,0.115,0.0603,1.82e-05,0.0322,0.524,80.005,audio_features,4IYnTLWG9mP1MNeFNjZm7T,spotify:track:4IYnTLWG9mP1MNeFNjZm7T,https://api.spotify.com/v1/tracks/4IYnTLWG9mP1MNeFNjZm7T,https://api.spotify.com/v1/audio-analysis/4IYnTLWG9mP1MNeFNjZm7T,271134,4
0.855,0.652,2,-5.912,1,0.196,0.0799,0.0,0.0599,0.728,159.964,audio_features,1cuYOdYKx2tWkOdLzqnboR,spotify:track:1cuYOdYKx2tWkOdLzqnboR,https://api.spotify.com/v1/tracks/1cuYOdYKx2tWkOdLzqnboR,https://api.spotify.com/v1/audio-analysis/1cuYOdYKx2tWkOdLzqnboR,157071,4
0.599,0.774,6,-4.437,1,0.0644,0.00903,1.5e-06,0.392,0.229,109.599,audio_features,32Eh7vvmKgkPpycVxrRaiX,spotify:track:32Eh7vvmKgkPpycVxrRaiX,https://api.spotify.com/v1/tracks/32Eh7vvmKgkPpycVxrRaiX,https://api.spotify.com/v1/audio-analysis/32Eh7vvmKgkPpycVxrRaiX,208189,3
0.653,0.662,0,-7.856,1,0.057,0.0658,0.0,0.174,0.803,135.054,audio_features,4BPhl5ZzoT61iWIZ3fSy9n,spotify:track:4BPhl5ZzoT61iWIZ3fSy9n,https://api.spotify.com/v1/tracks/4BPhl5ZzoT61iWIZ3fSy9n,https://api.spotify.com/v1/audio-analysis/4BPhl5ZzoT61iWIZ3fSy9n,279880,4
0.673,0.842,6,-5.237,0,0.11,0.146,0.0,0.21,0.764,94.006,audio_features,4lWeAYtwmyzgDlJp44whZQ,spotify:track:4lWeAYtwmyzgDlJp44whZQ,https://api.spotify.com/v1/tracks/4lWeAYtwmyzgDlJp44whZQ,https://api.spotify.com/v1/audio-analysis/4lWeAYtwmyzgDlJp44whZQ,218787,4
0.819,0.834,7,-5.787,1,0.139,0.371,0.0,0.311,0.787,161.027,audio_features,4nGSexnowpuB3BZ0Zxotru,spotify:track:4nGSexnowpuB3BZ0Zxotru,https://api.spotify.com/v1/tracks/4nGSexnowpuB3BZ0Zxotru,https://api.spotify.com/v1/audio-analysis/4nGSexnowpuB3BZ0Zxotru,210306,4
0.441,0.928,10,-3.182,1,0.0778,0.0315,0.0,0.126,0.547,160.104,audio_features,2bWaQyC68Bt7FSXCACY2aN,spotify:track:2bWaQyC68Bt7FSXCACY2aN,https://api.spotify.com/v1/tracks/2bWaQyC68Bt7FSXCACY2aN,https://api.spotify.com/v1/audio-analysis/2bWaQyC68Bt7FSXCACY2aN,255427,4
0.895,0.609,5,-7.14,0,0.219,0.104,0.0,0.0735,0.635,100.035,audio_features,3e0p5d45BgBSUXbxQx643y,spotify:track:3e0p5d45BgBSUXbxQx643y,https://api.spotify.com/v1/tracks/3e0p5d45BgBSUXbxQx643y,https://api.spotify.com/v1/audio-analysis/3e0p5d45BgBSUXbxQx643y,174600,4
0.518,0.877,10,-4.924,0,0.106,0.0542,1.31e-05,0.307,0.632,170.211,audio_features,76qjyCW5AlcxArP0X988IW,spotify:track:76qjyCW5AlcxArP0X988IW,https://api.spotify.com/v1/tracks/76qjyCW5AlcxArP0X988IW,https://api.spotify.com/v1/audio-analysis/76qjyCW5AlcxArP0X988IW,225740,4
0.551,0.9,1,-3.196,1,0.09,0.0371,0.0,0.192,0.538,163.847,audio_features,24MH7MzHl5XAYlmMdn85CF,spotify:track:24MH7MzHl5XAYlmMdn85CF,https://api.spotify.com/v1/tracks/24MH7MzHl5XAYlmMdn85CF,https://api.spotify.com/v1/audio-analysis/24MH7MzHl5XAYlmMdn85CF,176983,4
0.798,0.586,10,-3.786,1,0.195,0.175,0.0,0.122,0.674,79.994,audio_features,5TKsfF1CEzUOWe4GDhKKKh,spotify:track:5TKsfF1CEzUOWe4GDhKKKh,https://api.spotify.com/v1/tracks/5TKsfF1CEzUOWe4GDhKKKh,https://api.spotify.com/v1/audio-analysis/5TKsfF1CEzUOWe4GDhKKKh,192101,4
0.509,0.855,1,-5.402,1,0.0589,0.0132,6.19e-05,0.239,0.698,160.121,audio_features,35T4rqTGxHPv5fDfOLsjrx,spotify:track:35T4rqTGxHPv5fDfOLsjrx,https://api.spotify.com/v1/tracks/35T4rqTGxHPv5fDfOLsjrx,https://api.spotify.com/v1/audio-analysis/35T4rqTGxHPv5fDfOLsjrx,172843,4
0.769,0.668,9,-5.995,0,0.141,0.0993,0.0,0.602,0.549,137.019,audio_features,0gvThRb8Wfo7Lotup0uVTg,spotify:track:0gvThRb8Wfo7Lotup0uVTg,https://api.spotify.com/v1/tracks/0gvThRb8Wfo7Lotup0uVTg,https://api.spotify.com/v1/audio-analysis/0gvThRb8Wfo7Lotup0uVTg,273501,4
0.76,0.806,0,-3.12,1,0.0506,0.265,0.0,0.279,0.866,108.012,audio_features,2di1pqbuFLM3tLsBVPHqdf,spotify:track:2di1pqbuFLM3tLsBVPHqdf,https://api.spotify.com/v1/tracks/2di1pqbuFLM3tLsBVPHqdf,https://api.spotify.com/v1/audio-analysis/2di1pqbuFLM3tLsBVPHqdf,151652,4
0.653,0.753,7,-6.477,1,0.121,0.0706,0.0,0.108,0.53,81.013,audio_features,0YJRsd068DzbWWMMUiY5EJ,spotify:track:0YJRsd068DzbWWMMUiY5EJ,https://api.spotify.com/v1/tracks/0YJRsd068DzbWWMMUiY5EJ,https://api.spotify.com/v1/audio-analysis/0YJRsd068DzbWWMMUiY5EJ,186500,4
0.824,0.604,9,-7.737,1,0.0522,0.0333,1.94e-05,0.248,0.583,127.994,audio_features,5JGPBq7QfcAq19MviRkbpf,spotify:track:5JGPBq7QfcAq19MviRkbpf,https://api.spotify.com/v1/tracks/5JGPBq7QfcAq19MviRkbpf,https://api.spotify.com/v1/audio-analysis/5JGPBq7QfcAq19MviRkbpf,235161,4
0.628,0.817,2,-5.096,1,0.114,0.023,0.0,0.258,0.654,149.99,audio_features,2DI1SvvgzhIybzuM0AjyvR,spotify:track:2DI1SvvgzhIybzuM0AjyvR,https://api.spotify.com/v1/tracks/2DI1SvvgzhIybzuM0AjyvR,https://api.spotify.com/v1/audio-analysis/2DI1SvvgzhIybzuM0AjyvR,263707,4
0.72,0.922,11,-4.827,0,0.113,0.0323,0.0,0.452,0.687,93.004,audio_features,0pjDpLLR4716mecRz06ikh,spotify:track:0pjDpLLR4716mecRz06ikh,https://api.spotify.com/v1/tracks/0pjDpLLR4716mecRz06ikh,https://api.spotify.com/v1/audio-analysis/0pjDpLLR4716mecRz06ikh,209053,4
0.709,0.82,10,-4.52,0,0.1,0.566,0.0,0.153,0.45,133.016,audio_features,70R1opiyUhg85fPBxDNXnC,spotify:track:70R1opiyUhg85fPBxDNXnC,https://api.spotify.com/v1/tracks/70R1opiyUhg85fPBxDNXnC,https://api.spotify.com/v1/audio-analysis/70R1opiyUhg85fPBxDNXnC,278388,4
0.68,0.595,2,-6.631,1,0.0742,0.151,8.74e-06,0.303,0.583,163.835,audio_features,7zNow8jwff91QBjGfUexpo,spotify:track:7zNow8jwff91QBjGfUexpo,https://api.spotify.com/v1/tracks/7zNow8jwff91QBjGfUexpo,https://api.spotify.com/v1/audio-analysis/7zNow8jwff91QBjGfUexpo,167755,3
0.806,0.719,8,-6.08,1,0.26,0.0462,0.0,0.17,0.283,90.042,audio_features,0q8DxBCyj91Wrh1zlmcx5H,spotify:track:0q8DxBCyj91Wrh1zlmcx5H,https://api.spotify.com/v1/tracks/0q8DxBCyj91Wrh1zlmcx5H,https://api.spotify.com/v1/audio-analysis/0q8DxBCyj91Wrh1zlmcx5H,231823,4
0.714,0.689,11,-4.611,0,0.236,0.07,0.0,0.138,0.732,162.144,audio_features,2WbgJl4hnuimyrJHYEOCz4,spotify:track:2WbgJl4hnuimyrJHYEOCz4,https://api.spotify.com/v1/tracks/2WbgJl4hnuimyrJHYEOCz4,https://api.spotify.com/v1/audio-analysis/2WbgJl4hnuimyrJHYEOCz4,170026,4
0.589,0.794,9,-5.41,1,0.0404,0.04,8.2e-06,0.274,0.564,150.196,audio_features,3QkxCzzUXEGjqNlXeB0fMy,spotify:track:3QkxCzzUXEGjqNlXeB0fMy,https://api.spotify.com/v1/tracks/3QkxCzzUXEGjqNlXeB0fMy,https://api.spotify.com/v1/audio-analysis/3QkxCzzUXEGjqNlXeB0fMy,220595,4
0.694,0.705,9,-6.056,0,0.186,0.0378,0.0,0.312,0.578,81.979,audio_features,5rsNlCqnnuu89icdMkO1Rb,spotify:track:5rsNlCqnnuu89icdMkO1Rb,https://api.spotify.com/v1/tracks/5rsNlCqnnuu89icdMkO1Rb,https://api.spotify.com/v1/audio-analysis/5rsNlCqnnuu89icdMkO1Rb,192000,4
0.666,0.828,6,-4.84,0,0.0769,0.000406,1.32e-05,0.271,0.536,99.993,audio_features,2NB5htgkwRdIau2l2wQXEf,spotify:track:2NB5htgkwRdIau2l2wQXEf,https://api.spotify.com/v1/tracks/2NB5htgkwRdIau2l2wQXEf,https://api.spotify.com/v1/audio-analysis/2NB5htgkwRdIau2l2wQXEf,172849,4
0.317,0.829,6,-5.192,1,0.254,0.0162,1.09e-05,0.0699,0.361,144.24,audio_features,24LpH8iRf7m5yHLc2QRnbi,spotify:track:24LpH8iRf7m5yHLc2QRnbi,https://api.spotify.com/v1/tracks/24LpH8iRf7m5yHLc2QRnbi,https://api.spotify.com/v1/audio-analysis/24LpH8iRf7m5yHLc2QRnbi,282463,4
0.87,0.529,11,-7.118,0,0.127,0.383,0.0,0.112,0.672,111.978,audio_features,1ejQFgJS3UYIzhsZ6KFl1Q,spotify:track:1ejQFgJS3UYIzhsZ6KFl1Q,https://api.spotify.com/v1/tracks/1ejQFgJS3UYIzhsZ6KFl1Q,https://api.spotify.com/v1/audio-analysis/1ejQFgJS3UYIzhsZ6KFl1Q,394288,4
0.536,0.802,11,-4.871,1,0.0621,0.0284,0.0,0.0579,0.715,172.065,audio_features,5iPAaPFEMm9adSSaD5vCid,spotify:track:5iPAaPFEMm9adSSaD5vCid,https://api.spotify.com/v1/tracks/5iPAaPFEMm9adSSaD5vCid,https://api.spotify.com/v1/audio-analysis/5iPAaPFEMm9adSSaD5vCid,162333,4
0.534,0.409,4,-10.015,1,0.0328,0.83,0.0,0.115,0.875,164.461,audio_features,2FD2wb4aU4IFn2R1Y15062,spotify:track:2FD2wb4aU4IFn2R1Y15062,https://api.spotify.com/v1/tracks/2FD2wb4aU4IFn2R1Y15062,https://api.spotify.com/v1/audio-analysis/2FD2wb4aU4IFn2R1Y15062,164827,4
0.819,0.439,7,-11.729,1,0.0358,0.737,0.000522,0.102,0.909,105.082,audio_features,3N0jGYbGjlfxAPPOQ3m1x5,spotify:track:3N0jGYbGjlfxAPPOQ3m1x5,https://api.spotify.com/v1/tracks/3N0jGYbGjlfxAPPOQ3m1x5,https://api.spotify.com/v1/audio-analysis/3N0jGYbGjlfxAPPOQ3m1x5,173933,4
0.596,0.144,2,-10.307,1,0.0298,0.924,0.0,0.219,0.451,115.681,audio_features,39AxeDwNIyjPKgI7g9H2Jg,spotify:track:39AxeDwNIyjPKgI7g9H2Jg,https://api.spotify.com/v1/tracks/39AxeDwNIyjPKgI7g9H2Jg,https://api.spotify.com/v1/audio-analysis/39AxeDwNIyjPKgI7g9H2Jg,164520,4
0.522,0.256,3,-7.39,1,0.0309,0.923,0.0,0.359,0.64,114.96,audio_features,0VxX3RBKO46Ky6XgvN0bME,spotify:track:0VxX3RBKO46Ky6XgvN0bME,https://api.spotify.com/v1/tracks/0VxX3RBKO46Ky6XgvN0bME,https://api.spotify.com/v1/audio-analysis/0VxX3RBKO46Ky6XgvN0bME,146667,4
0.467,0.531,4,-14.288,1,0.0387,0.448,0.0,0.358,0.954,136.154,audio_features,2FjF4NEH5vw69RjnPKCnM0,spotify:track:2FjF4NEH5vw69RjnPKCnM0,https://api.spotify.com/v1/tracks/2FjF4NEH5vw69RjnPKCnM0,https://api.spotify.com/v1/audio-analysis/2FjF4NEH5vw69RjnPKCnM0,131800,4
0.618,0.377,10,-13.059,1,0.0378,0.727,5.56e-06,0.07,0.888,163.611,audio_features,0U68NlRFhZpak0GEL2jBMZ,spotify:track:0U68NlRFhZpak0GEL2jBMZ,https://api.spotify.com/v1/tracks/0U68NlRFhZpak0GEL2jBMZ,https://api.spotify.com/v1/audio-analysis/0U68NlRFhZpak0GEL2jBMZ,163360,4
0.463,0.274,3,-10.357,1,0.0326,0.931,0.0,0.0927,0.535,143.897,audio_features,1eLuPIA4KPWuEL16owyqCS,spotify:track:1eLuPIA4KPWuEL16owyqCS,https://api.spotify.com/v1/tracks/1eLuPIA4KPWuEL16owyqCS,https://api.spotify.com/v1/audio-analysis/1eLuPIA4KPWuEL16owyqCS,176493,4
0.668,0.405,5,-9.107,1,0.0364,0.788,0.0,0.246,0.895,148.097,audio_features,3yJvlCiSh1pBXgW2GLRSNF,spotify:track:3yJvlCiSh1pBXgW2GLRSNF,https://api.spotify.com/v1/tracks/3yJvlCiSh1pBXgW2GLRSNF,https://api.spotify.com/v1/audio-analysis/3yJvlCiSh1pBXgW2GLRSNF,131773,4
0.524,0.602,2,-10.544,1,0.0327,0.876,0.0034,0.133,0.909,97.484,audio_features,3HAaEJKZPKHJY4YqYRvDas,spotify:track:3HAaEJKZPKHJY4YqYRvDas,https://api.spotify.com/v1/tracks/3HAaEJKZPKHJY4YqYRvDas,https://api.spotify.com/v1/audio-analysis/3HAaEJKZPKHJY4YqYRvDas,174559,4
0.664,0.597,7,-6.555,1,0.0457,0.65,1.18e-05,0.0754,0.889,79.345,audio_features,6hTv5WcTse1Wjeq1DbSiRQ,spotify:track:6hTv5WcTse1Wjeq1DbSiRQ,https://api.spotify.com/v1/tracks/6hTv5WcTse1Wjeq1DbSiRQ,https://api.spotify.com/v1/audio-analysis/6hTv5WcTse1Wjeq1DbSiRQ,138787,4
0.731,0.356,5,-9.261,1,0.031,0.944,2.77e-05,0.109,0.613,123.924,audio_features,2swYtnyHHVRdiWvNvXWBsp,spotify:track:2swYtnyHHVRdiWvNvXWBsp,https://api.spotify.com/v1/tracks/2swYtnyHHVRdiWvNvXWBsp,https://api.spotify.com/v1/audio-analysis/2swYtnyHHVRdiWvNvXWBsp,161200,4
0.819,0.35,2,-10.641,1,0.0379,0.738,0.0,0.259,0.748,116.743,audio_features,7jqiC1labtznFDj3XZPZ7T,spotify:track:7jqiC1labtznFDj3XZPZ7T,https://api.spotify.com/v1/tracks/7jqiC1labtznFDj3XZPZ7T,https://api.spotify.com/v1/audio-analysis/7jqiC1labtznFDj3XZPZ7T,163840,4
0.52,0.317,6,-10.669,1,0.0285,0.794,0.0,0.112,0.932,153.015,audio_features,51piaTRq9ywWeNHokbyQzw,spotify:track:51piaTRq9ywWeNHokbyQzw,https://api.spotify.com/v1/tracks/51piaTRq9ywWeNHokbyQzw,https://api.spotify.com/v1/audio-analysis/51piaTRq9ywWeNHokbyQzw,145227,4
0.8,0.461,5,-10.388,1,0.0311,0.0581,0.000295,0.306,0.652,122.733,audio_features,0fHYyVoxbntVjwrO5smJ8L,spotify:track:0fHYyVoxbntVjwrO5smJ8L,https://api.spotify.com/v1/tracks/0fHYyVoxbntVjwrO5smJ8L,https://api.spotify.com/v1/audio-analysis/0fHYyVoxbntVjwrO5smJ8L,168667,4
0.651,0.246,4,-12.439,1,0.0286,0.885,0.0,0.301,0.502,105.101,audio_features,56T6SLV4u9kn88LqXhNTVD,spotify:track:56T6SLV4u9kn88LqXhNTVD,https://api.spotify.com/v1/tracks/56T6SLV4u9kn88LqXhNTVD,https://api.spotify.com/v1/audio-analysis/56T6SLV4u9kn88LqXhNTVD,178267,4
0.793,0.367,7,-9.823,1,0.0377,0.8,0.0,0.0694,0.899,141.241,audio_features,7AV6VFdNlTRUM5SlZJcZUt,spotify:track:7AV6VFdNlTRUM5SlZJcZUt,https://api.spotify.com/v1/tracks/7AV6VFdNlTRUM5SlZJcZUt,https://api.spotify.com/v1/audio-analysis/7AV6VFdNlTRUM5SlZJcZUt,174293,4
0.651,0.272,9,-14.458,1,0.0328,0.288,0.0,0.0779,0.918,139.265,audio_features,0K1kj3JopBRYRkLXRIs41O,spotify:track:0K1kj3JopBRYRkLXRIs41O,https://api.spotify.com/v1/tracks/0K1kj3JopBRYRkLXRIs41O,https://api.spotify.com/v1/audio-analysis/0K1kj3JopBRYRkLXRIs41O,146733,4
0.552,0.336,7,-10.712,1,0.0311,0.828,0.0,0.324,0.553,105.479,audio_features,0dc0eU5THc1uE0Q0KV73XN,spotify:track:0dc0eU5THc1uE0Q0KV73XN,https://api.spotify.com/v1/tracks/0dc0eU5THc1uE0Q0KV73XN,https://api.spotify.com/v1/audio-analysis/0dc0eU5THc1uE0Q0KV73XN,141467,4
0.442,0.415,9,-15.929,1,0.0416,0.706,0.00197,0.0598,0.783,146.585,audio_features,7kWfvwaPMWHf6q5U4NEv9q,spotify:track:7kWfvwaPMWHf6q5U4NEv9q,https://api.spotify.com/v1/tracks/7kWfvwaPMWHf6q5U4NEv9q,https://api.spotify.com/v1/audio-analysis/7kWfvwaPMWHf6q5U4NEv9q,127187,3
0.573,0.323,0,-8.061,1,0.0315,0.901,0.00823,0.225,0.651,145.445,audio_features,1F6Qnls98A4ZAz60lMKdNn,spotify:track:1F6Qnls98A4ZAz60lMKdNn,https://api.spotify.com/v1/tracks/1F6Qnls98A4ZAz60lMKdNn,https://api.spotify.com/v1/audio-analysis/1F6Qnls98A4ZAz60lMKdNn,162400,4
0.574,0.495,4,-11.831,1,0.057,0.705,0.0,0.0882,0.82,169.47,audio_features,7lhuLFbI89Csjocf6t9psn,spotify:track:7lhuLFbI89Csjocf6t9psn,https://api.spotify.com/v1/tracks/7lhuLFbI89Csjocf6t9psn,https://api.spotify.com/v1/audio-analysis/7lhuLFbI89Csjocf6t9psn,107987,4
0.882,0.229,0,-12.641,1,0.0559,0.89,1.45e-05,0.0832,0.891,114.531,audio_features,4M8z4TSbSekrYDw7I3iOYy,spotify:track:4M8z4TSbSekrYDw7I3iOYy,https://api.spotify.com/v1/tracks/4M8z4TSbSekrYDw7I3iOYy,https://api.spotify.com/v1/audio-analysis/4M8z4TSbSekrYDw7I3iOYy,155293,4
0.565,0.23,9,-9.772,1,0.0284,0.701,0.0,0.346,0.792,137.81,audio_features,6uMB2D7bytHE904AGNekNB,spotify:track:6uMB2D7bytHE904AGNekNB,https://api.spotify.com/v1/tracks/6uMB2D7bytHE904AGNekNB,https://api.spotify.com/v1/audio-analysis/6uMB2D7bytHE904AGNekNB,150933,4
0.461,0.281,8,-10.644,1,0.0309,0.893,1.74e-06,0.107,0.605,125.878,audio_features,1jTk5rndbrJIfBPN9XuvsB,spotify:track:1jTk5rndbrJIfBPN9XuvsB,https://api.spotify.com/v1/tracks/1jTk5rndbrJIfBPN9XuvsB,https://api.spotify.com/v1/audio-analysis/1jTk5rndbrJIfBPN9XuvsB,164547,4
0.644,0.918,9,-10.585,1,0.0447,0.735,1.85e-05,0.203,0.865,81.958,audio_features,7MVkdV4LpOlI31hUrlnG3t,spotify:track:7MVkdV4LpOlI31hUrlnG3t,https://api.spotify.com/v1/tracks/7MVkdV4LpOlI31hUrlnG3t,https://api.spotify.com/v1/audio-analysis/7MVkdV4LpOlI31hUrlnG3t,138200,3
0.813,0.49,9,-8.627,1,0.0302,0.819,0.0,0.192,0.667,108.252,audio_features,5yiBMRROFq27FDiFdgSOil,spotify:track:5yiBMRROFq27FDiFdgSOil,https://api.spotify.com/v1/tracks/5yiBMRROFq27FDiFdgSOil,https://api.spotify.com/v1/audio-analysis/5yiBMRROFq27FDiFdgSOil,173867,4
0.506,0.291,4,-11.18,1,0.0294,0.866,3.2e-05,0.183,0.552,133.289,audio_features,2xe74jATEUyGEVrNRTYJms,spotify:track:2xe74jATEUyGEVrNRTYJms,https://api.spotify.com/v1/tracks/2xe74jATEUyGEVrNRTYJms,https://api.spotify.com/v1/audio-analysis/2xe74jATEUyGEVrNRTYJms,154760,4
0.596,0.286,6,-11.447,1,0.0373,0.908,2.68e-05,0.0693,0.672,64.005,audio_features,5Uvzm5SgQL2mts6XkiHlkn,spotify:track:5Uvzm5SgQL2mts6XkiHlkn,https://api.spotify.com/v1/tracks/5Uvzm5SgQL2mts6XkiHlkn,https://api.spotify.com/v1/audio-analysis/5Uvzm5SgQL2mts6XkiHlkn,155600,4
0.583,0.567,4,-9.705,1,0.038,0.661,0.0,0.0648,0.957,162.556,audio_features,3mfvV22EDpvFpq4uEmSVA9,spotify:track:3mfvV22EDpvFpq4uEmSVA9,https://api.spotify.com/v1/tracks/3mfvV22EDpvFpq4uEmSVA9,https://api.spotify.com/v1/audio-analysis/3mfvV22EDpvFpq4uEmSVA9,138960,4
0.572,0.33,2,-12.132,1,0.0311,0.526,1.08e-05,0.0887,0.823,122.908,audio_features,6zsCRLZhqkwMF64sybf7nm,spotify:track:6zsCRLZhqkwMF64sybf7nm,https://api.spotify.com/v1/tracks/6zsCRLZhqkwMF64sybf7nm,https://api.spotify.com/v1/audio-analysis/6zsCRLZhqkwMF64sybf7nm,157733,4
0.644,0.403,0,-11.479,1,0.0293,0.911,0.0,0.138,0.716,111.961,audio_features,4bDPD4xa2Ex1sbvso1v8RY,spotify:track:4bDPD4xa2Ex1sbvso1v8RY,https://api.spotify.com/v1/tracks/4bDPD4xa2Ex1sbvso1v8RY,https://api.spotify.com/v1/audio-analysis/4bDPD4xa2Ex1sbvso1v8RY,178147,4
0.53,0.282,3,-12.21,1,0.0307,0.743,0.000394,0.134,0.347,95.555,audio_features,21KDAAaMjeO9wElJynNYhW,spotify:track:21KDAAaMjeO9wElJynNYhW,https://api.spotify.com/v1/tracks/21KDAAaMjeO9wElJynNYhW,https://api.spotify.com/v1/audio-analysis/21KDAAaMjeO9wElJynNYhW,171886,4
0.581,0.141,0,-17.481,1,0.0318,0.978,0.345,0.122,0.649,73.131,audio_features,6Z6bycK4qORoW6VGp8YrUY,spotify:track:6Z6bycK4qORoW6VGp8YrUY,https://api.spotify.com/v1/tracks/6Z6bycK4qORoW6VGp8YrUY,https://api.spotify.com/v1/audio-analysis/6Z6bycK4qORoW6VGp8YrUY,159800,4
0.583,0.381,5,-10.037,1,0.0761,0.862,0.0,0.114,0.957,187.358,audio_features,1jyiN9VttLaV0zma246f42,spotify:track:1jyiN9VttLaV0zma246f42,https://api.spotify.com/v1/tracks/1jyiN9VttLaV0zma246f42,https://api.spotify.com/v1/audio-analysis/1jyiN9VttLaV0zma246f42,172293,4
0.78,0.49,10,-9.468,1,0.0406,0.779,0.059,0.242,0.783,96.134,audio_features,0LPVjkmR8BpGr2yz6UduBE,spotify:track:0LPVjkmR8BpGr2yz6UduBE,https://api.spotify.com/v1/tracks/0LPVjkmR8BpGr2yz6UduBE,https://api.spotify.com/v1/audio-analysis/0LPVjkmR8BpGr2yz6UduBE,158693,4
0.656,0.391,4,-8.509,1,0.0326,0.747,0.0,0.0697,0.593,129.929,audio_features,2pVNdCTGqrM941550NOBqG,spotify:track:2pVNdCTGqrM941550NOBqG,https://api.spotify.com/v1/tracks/2pVNdCTGqrM941550NOBqG,https://api.spotify.com/v1/audio-analysis/2pVNdCTGqrM941550NOBqG,151933,4
0.59,0.188,7,-12.253,1,0.0302,0.871,0.0,0.0877,0.521,113.907,audio_features,1ZNDtli4TjhuoBnWplaePI,spotify:track:1ZNDtli4TjhuoBnWplaePI,https://api.spotify.com/v1/tracks/1ZNDtli4TjhuoBnWplaePI,https://api.spotify.com/v1/audio-analysis/1ZNDtli4TjhuoBnWplaePI,177107,3
0.708,0.575,4,-8.735,1,0.0288,0.536,4.68e-05,0.0859,0.667,113.0,audio_features,5LQn0biVszyMaj9p4f0Dpt,spotify:track:5LQn0biVszyMaj9p4f0Dpt,https://api.spotify.com/v1/tracks/5LQn0biVszyMaj9p4f0Dpt,https://api.spotify.com/v1/audio-analysis/5LQn0biVszyMaj9p4f0Dpt,167707,4
0.547,0.265,4,-14.087,1,0.0311,0.643,0.0,0.146,0.707,127.572,audio_features,0L76ublFVvwRsA7QdZJbOt,spotify:track:0L76ublFVvwRsA7QdZJbOt,https://api.spotify.com/v1/tracks/0L76ublFVvwRsA7QdZJbOt,https://api.spotify.com/v1/audio-analysis/0L76ublFVvwRsA7QdZJbOt,149067,4
0.552,0.229,9,-12.242,1,0.0309,0.802,0.0,0.125,0.442,122.789,audio_features,4UtDrwAkSbrZgAUQSWKcti,spotify:track:4UtDrwAkSbrZgAUQSWKcti,https://api.spotify.com/v1/tracks/4UtDrwAkSbrZgAUQSWKcti,https://api.spotify.com/v1/audio-analysis/4UtDrwAkSbrZgAUQSWKcti,184107,4
0.717,0.37,9,-10.119,1,0.0365,0.763,0.0,0.424,0.881,99.425,audio_features,5RKPe1oN9lGayUCKn00fYi,spotify:track:5RKPe1oN9lGayUCKn00fYi,https://api.spotify.com/v1/tracks/5RKPe1oN9lGayUCKn00fYi,https://api.spotify.com/v1/audio-analysis/5RKPe1oN9lGayUCKn00fYi,155388,4
0.622,0.204,4,-13.325,1,0.032,0.89,7.1e-06,0.398,0.574,129.283,audio_features,2nVk6F1c0e81AevgTJtqfQ,spotify:track:2nVk6F1c0e81AevgTJtqfQ,https://api.spotify.com/v1/tracks/2nVk6F1c0e81AevgTJtqfQ,https://api.spotify.com/v1/audio-analysis/2nVk6F1c0e81AevgTJtqfQ,180493,4
0.523,0.392,7,-11.424,1,0.0305,0.648,9.68e-06,0.307,0.785,159.555,audio_features,6IZnK7vJzV3bNBm0Q2djJs,spotify:track:6IZnK7vJzV3bNBm0Q2djJs,https://api.spotify.com/v1/tracks/6IZnK7vJzV3bNBm0Q2djJs,https://api.spotify.com/v1/audio-analysis/6IZnK7vJzV3bNBm0Q2djJs,126588,4
