danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
0.649,0.491,10,-15.286,0,0.0774,0.884,0.678,0.111,0.257,78.019,3LqQJYUqxRFpX3tnvIsGGh,343401,4
0.545,0.18,5,-21.022,0,0.0337,0.988,0.906,0.0686,0.31,156.694,3Yagxg6rtkwN01AYzA862i,226867,4
0.656,0.508,5,-12.805,0,0.0372,0.605,0.902,0.0787,0.103,113.002,320ePMZ8X0ugeffZk0wNzY,304162,4
0.661,0.331,8,-12.368,0,0.0393,0.492,0.679,0.108,0.307,84.999,2bdKTq31MlD9tQEzSPBVWl,228897,4
0.507,0.0488,2,-29.738,1,0.0419,0.84,0.95,0.0866,0.0532,100.012,43ZYhWQmtLdtgISK8QmBGE,192000,4
0.6,0.412,4,-11.885,0,0.0503,0.888,0.936,0.109,0.227,91.772,0fym4mro3A1876ysJ7ulJQ,221947,4
0.863,0.601,1,-8.997,1,0.0703,0.00205,0.931,0.0838,0.198,128.014,3X669cI3mLFk0RVmqVcp4d,411819,4
0.171,0.189,5,-22.379,1,0.037,0.857,0.959,0.169,0.0572,91.047,3MC9nswECDn5zuqkFQG1sB,200787,5
0.698,0.795,4,-8.725,0,0.0497,0.152,0.613,0.0912,0.0666,126.504,7BijkGObSbahOwYpriNHPh,227603,4
0.594,0.418,8,-12.837,1,0.0285,0.107,0.917,0.112,0.0375,105.999,7gLVKmFdPHGTrrK5QknUnw,323919,4
0.523,0.757,9,-8.729,0,0.0289,0.0574,0.901,0.0795,0.186,114.997,0UO0Fl2CaNNpeh7WB2kvsC,258827,4
0.667,0.437,3,-16.354,0,0.0707,0.753,0.94,0.891,0.677,99.978,3eHg10L5NVIz84J4oRTZRG,163978,4
0.452,0.173,7,-24.666,1,0.0354,0.963,0.894,0.0709,0.0722,157.801,7Gb3UUUaX0A46FJUgXxily,1622576,3
0.16,0.181,5,-18.529,1,0.0305,0.94,0.995,0.288,0.0386,83.133,0IZ9KgBNgV0AUw9jStNkvj,216687,3
0.678,0.34,0,-11.47,1,0.0517,0.608,0.00492,0.298,0.192,87.975,3cWTD0xf26hE018sK2S6Xh,187664,4
0.505,0.547,2,-16.06,0,0.0418,0.6,0.847,0.0863,0.162,180.058,4luihFQ22pn73BCwIGfPlv,282812,4
0.54,0.859,4,-5.479,0,0.0374,0.0715,0.762,0.128,0.222,157.921,0VCUjtHZm8SRvKLWGzQKBf,264734,4
0.658,0.853,2,-8.628,1,0.0423,0.0317,0.897,0.0817,0.0829,122.02,01oZjrRICAL5l0sSFqpb5D,193105,4
0.553,0.481,4,-10.628,1,0.0346,0.282,0.809,0.0876,0.0744,171.963,5fjSqOiXqXHg7FYZazffD5,311489,4
0.687,0.803,11,-5.873,0,0.0322,0.103,0.869,0.158,0.174,115.0,4oV37nYkVu3IZ64ZGxghT7,288039,4
0.391,0.133,5,-18.176,1,0.0323,0.983,0.905,0.0821,0.16,85.867,4fqzVh6YXqskezIs862H6d,212330,5
0.644,0.817,1,-8.596,1,0.0457,0.0071,0.825,0.338,0.481,129.995,2ioTUZg5JbOwl2nKNFquQx,480253,4
0.685,0.499,2,-8.4,1,0.052,0.0921,0.889,0.0615,0.523,101.993,3VfnEFPZEngbEB5Qb6TeB4,156478,4
0.452,0.481,3,-12.234,0,0.0292,0.851,0.931,0.333,0.139,64.992,0MrHjYitcj2AM851dimyn3,172500,4
0.624,0.741,4,-6.606,0,0.0342,0.0826,0.927,0.15,0.0385,118.001,62Ho56ziilGANhRbJY2UvA,278562,4
0.171,0.142,9,-21.97,1,0.041,0.71,0.887,0.103,0.0303,122.559,4cwLYDk0qjI7hiwVA5TVSn,232053,4
0.616,0.864,0,-7.135,1,0.041,0.0157,0.815,0.11,0.338,126.992,6e7pRMDh1Sf7GJWQGqUwT1,234926,4
0.783,0.56,11,-12.682,1,0.0402,0.805,0.915,0.11,0.315,123.973,4i3Y42G0Um2iDVKb7XBRT9,326129,4
0.516,0.428,8,-14.036,1,0.0278,0.625,0.902,0.374,0.216,124.997,1ajC1DxUxfRTyzhpOcrHd4,276960,4
0.656,0.902,8,-9.453,0,0.0403,0.0793,0.871,0.0472,0.434,121.015,5VDnV2q6OrlrPsHsDZtIP1,336092,4
0.542,0.521,4,-12.566,0,0.104,0.884,0.914,0.124,0.176,194.049,3i0IiglJ0nzjxlpU3s7wXr,376082,4
0.647,0.947,2,-8.949,0,0.0438,0.531,0.922,0.277,0.178,119.973,5gTb3ir6rgD8pFiNKYFPRS,267000,4
0.271,0.0744,7,-26.455,0,0.0422,0.968,0.937,0.0574,0.0358,114.437,5xYR2G6YOEzX2X9asFUrOE,248000,4
0.483,0.578,2,-10.505,0,0.0658,0.376,0.36,0.167,0.0507,107.932,5pbpePKq40EPcbfQSlFHD3,295198,4
0.587,0.35,9,-16.805,0,0.0326,0.475,0.945,0.116,0.247,101.044,6PBjqYBDA09CG7WJm4sXKF,187107,4
0.306,0.164,10,-34.825,1,0.0691,0.893,0.924,0.336,0.0368,91.856,7zf1xFJp2PuqM00hhsC3ax,224145,4
0.193,0.158,0,-13.805,1,0.0328,0.893,0.925,0.0578,0.112,143.323,72QkLvjQpIhPrmmaR4KjjY,305874,3
0.713,0.716,1,-12.338,0,0.0442,0.0509,0.907,0.105,0.177,122.997,4DxGYJgokpQi2ChUzQEzp6,456585,1
0.641,0.677,7,-9.002,0,0.0462,0.0813,0.826,0.111,0.0708,122.992,0RZ5bH3jU33OtO1PAhfXh5,347413,4
0.216,0.452,4,-10.597,1,0.0303,0.855,0.754,0.0996,0.0531,99.953,7pe5y4jwqdFuGZenu7Fnal,209400,4
0.405,0.027,11,-26.8,0,0.0396,0.993,0.91,0.0862,0.0783,125.276,0L5j9vktiQmWZ34gvf1UCM,269873,4
0.291,0.43,6,-10.884,1,0.0674,0.832,0.688,0.114,0.037,67.643,2FCu1NM98eXCds1M0ikzWj,268160,4
0.137,0.334,3,-16.647,1,0.0394,0.919,0.964,0.359,0.0389,88.994,1y2lZj6Lrq0pOYTPmX5LXe,224427,4
0.389,0.408,6,-12.158,1,0.0538,0.826,0.0986,0.383,0.0399,74.183,1upAhgDBWCV0AvUxgAU6SR,179350,4
0.0611,0.331,5,-15.52,1,0.0394,0.348,0.927,0.11,0.0765,54.797,4xT0BmSuDNp2vkK5v07yba,427299,4
0.364,0.5,9,-13.751,0,0.0351,0.947,0.678,0.84,0.386,105.206,4WgTDWlUMOJuAtlgT78joj,160000,3
0.115,0.165,7,-10.807,1,0.0369,0.446,0.765,0.0772,0.0715,175.195,0uWA1iX0tEOOSfkZs7XYP5,252003,3
0.313,0.413,1,-13.632,0,0.267,0.942,0.647,0.0726,0.0758,91.86,29v3pHTKuYzcCvW1Y6Dgp3,142759,5
0.552,0.646,11,-4.802,1,0.0646,0.232,0.559,0.0885,0.155,77.643,7I8ekwvvCq0gaxBMaxco3l,255512,4
0.704,0.613,8,-12.355,0,0.0713,0.313,0.16,0.0952,0.251,132.036,4QNMkhd49G4xJVQCrbrhst,338182,4
0.622,0.499,5,-8.906,0,0.0468,0.169,0.922,0.136,0.493,81.022,0NaOI7rSBynlCl5ss2R2Hj,136383,4
0.694,0.934,7,-11.872,1,0.0411,0.139,0.904,0.0969,0.36,104.997,1gr1pLxrhTjzpmq2WPDhRW,232776,4
0.739,0.689,4,-7.432,1,0.137,0.171,0.942,0.109,0.506,158.019,10G4nVNI2Jyvi7bLrbZBEK,268238,4
0.558,0.109,6,-22.844,1,0.0393,0.951,0.902,0.107,0.112,172.606,1YrV8fAkywtQ1fs4GwGewK,173217,3
0.681,0.52,11,-8.827,0,0.0599,0.726,0.71,0.141,0.289,79.564,3NgBhFxrBA3eW4iED0BxFe,235347,4
0.242,0.15,7,-21.652,0,0.0318,0.874,0.935,0.082,0.0338,74.526,7y5KNFzUITQC3ObeFkf9cj,427200,3
0.814,0.325,9,-7.958,0,0.0567,0.296,0.919,0.117,0.605,87.026,6b26ayGPfxaRfKrH291BLE,147978,4
0.436,0.277,1,-18.599,0,0.0518,0.97,0.88,0.108,0.0351,100.024,5Xo1kp4UljShBuvV5PZfLj,199227,4
0.517,0.688,8,-8.463,1,0.0525,0.0373,0.912,0.0915,0.107,149.94,1od796XIEOAsfGEnUxAzGG,196800,4
0.622,0.571,7,-11.769,0,0.045,0.472,0.877,0.112,0.125,107.999,4RQKsEW72d4Oipy55ivJ26,233333,4
0.611,0.623,9,-8.448,0,0.0312,0.635,0.833,0.103,0.372,88.009,2UUVwDVZYR5StS7Si0SxrP,198389,4
0.893,0.531,5,-12.027,0,0.0612,0.197,0.273,0.0957,0.537,131.998,70AV7nK5LI90QO27CUEHEf,265378,4
0.761,0.781,5,-6.778,0,0.141,0.0681,0.108,0.0607,0.473,123.023,1t0Jmqg1pKVBbxjQFZebeR,285375,4
0.651,0.709,4,-7.842,1,0.037,0.00461,0.00744,0.0771,0.126,121.02,40tPP3K10yMZxwnT65REKj,257985,4
0.818,0.433,0,-10.853,1,0.0702,0.175,0.00413,0.124,0.119,119.993,4ipoHe6bjN9IeXr8CGJYgR,212080,4
0.729,0.484,0,-10.654,0,0.0366,0.467,0.882,0.122,0.296,124.037,3VH1pgtGlayAWg2s19IDed,263575,4
0.638,0.609,7,-7.332,1,0.0295,0.112,0.127,0.115,0.31,117.981,46haIwbQpVUkpAQj9V84Gp,314389,4
0.705,0.597,1,-8.817,0,0.0406,0.393,0.838,0.103,0.465,128.001,2xUsXYIiK18wSnv2SXFGtj,457037,4
0.711,0.472,7,-10.52,0,0.0464,0.000243,0.827,0.0838,0.142,125.013,5ebmgjX1AIlMPXmAvmxfoH,211200,4
0.349,0.685,8,-9.281,1,0.0421,0.0037,0.893,0.122,0.277,123.025,4rERaNiKlILD603GJvdEvm,282064,4
0.778,0.807,1,-10.79,1,0.0671,0.0816,0.703,0.238,0.0384,124.004,0JDSAbpZjlSMP2fpFjtiuN,224516,4
0.666,0.518,9,-11.449,0,0.115,0.51,0.0269,0.0924,0.218,122.97,6j2AojKOLW867QDk2hEO5j,339013,4
0.679,0.754,7,-9.593,1,0.0396,0.0122,0.915,0.0607,0.113,126.009,1TbqTuBDA5jK3881s4mUEb,371520,4
0.769,0.499,5,-12.845,0,0.0411,0.453,0.349,0.0958,0.145,125.028,0z3hYtKH35ltEcPfeyBXj4,218881,4
0.638,0.907,5,-9.357,0,0.0424,0.0208,0.855,0.107,0.0362,124.007,3PUnmXpIRfLa8yI9wfgJPC,245927,4
0.455,0.652,8,-9.363,1,0.0679,0.00704,0.76,0.117,0.0394,124.081,3hB45uxnbEjhGJHQZKOpFL,191613,3
0.761,0.958,6,-4.939,0,0.141,0.00923,0.00867,0.098,0.49,134.033,1447z3NQY5Dg6oik6Zh5rw,385075,4
0.6,0.817,2,-8.693,1,0.0737,0.01,0.0114,0.116,0.0387,122.022,2FqOpyYhgo3ZMgtkY55PVz,255467,4
0.552,0.837,5,-7.825,1,0.044,0.0356,0.434,0.0982,0.0795,121.99,4l8fwDaGkOWJqvNacpcBTo,262250,4
0.803,0.686,2,-9.289,1,0.0467,0.000513,0.839,0.0985,0.146,124.996,65YXrDsZER1jlPAqFS9GDH,478080,4
0.701,0.802,10,-7.887,0,0.0407,0.00221,0.396,0.0887,0.154,123.008,6lQzNJLgIn4uEK4NUMUcjv,246944,4
0.724,0.866,10,-7.028,0,0.0448,0.0658,0.923,0.103,0.525,126.0,1amfDxySvja0PP6LjosvNB,371903,4
0.819,0.599,11,-6.778,1,0.039,0.347,0.824,0.083,0.489,127.986,73X9X7kDgsm4YeHpc8prf6,246507,4
0.746,0.749,11,-10.482,0,0.0454,0.00567,0.366,0.228,0.0342,123.988,62piGIpUTsY8HA7tdjfLS8,178064,4
0.748,0.617,10,-10.125,0,0.0374,0.12,0.8,0.0898,0.11,127.01,5NfgFRdfNQ4HFVPGRoVMU6,260787,4
0.675,0.747,0,-4.742,0,0.0406,0.0159,0.0014,0.103,0.159,121.033,2Ftoh82TZBdd5VduEm8T44,269752,4
0.669,0.592,7,-12.289,1,0.0389,0.00632,0.785,0.116,0.0515,123.993,3wO96BMLqvUSMowH19eWis,391578,4
0.675,0.748,9,-8.996,0,0.0365,0.00928,0.623,0.0844,0.113,128.001,5uVU4VEQmzeNg0F11Jxu47,184032,4
0.65,0.624,1,-8.828,1,0.0292,0.0117,0.319,0.11,0.309,119.992,7MbfrPIsgFDVJifA7p7Evk,452000,4
0.625,0.793,5,-9.302,0,0.0324,0.084,0.608,0.185,0.146,123.993,04VNPjMAsLO49GPgsl8xrq,193624,4
0.621,0.64,4,-11.718,0,0.0339,0.166,0.461,0.0972,0.0961,122.051,54CipIOeFb1lZYFhHi26lo,287579,4
0.437,0.954,10,-5.783,0,0.0578,0.137,0.922,0.378,0.0397,129.996,1wpbmqF1IFW1W1Zut5aquK,296192,4
0.729,0.685,10,-9.788,0,0.0756,0.215,0.903,0.117,0.108,110.997,4rw9xbxHWWRuihfAvQG3M2,285676,4
0.651,0.93,10,-8.234,0,0.0344,0.034,0.876,0.358,0.0776,122.99,5bsWIPw0w09vT2lDV2nDQw,304391,4
0.71,0.635,4,-11.15,0,0.0403,0.107,0.881,0.139,0.177,119.994,7t9PLlf9nI2Xo8WRrfcItk,233562,4
0.613,0.85,1,-4.196,0,0.0927,0.339,0.000138,0.12,0.186,118.068,1SGbmqB3dxlrp4YkKzZUto,242000,4
0.709,0.8,10,-6.141,0,0.0477,0.185,0.865,0.111,0.211,124.977,3MOUt4k7KUP8qVheHT8RG0,291840,4
0.768,0.613,7,-7.098,0,0.133,0.399,0.524,0.196,0.218,124.956,2CAQr9uW764IVG1eIQyeSg,216107,4
0.564,0.826,2,-5.94,1,0.0306,0.00691,0.425,0.128,0.296,119.993,5En5CwjHaxxj7LpwpHojL3,208125,4
0.795,0.427,0,-11.483,0,0.0599,0.00732,0.905,0.093,0.477,121.989,2RP4PD9GgLI84f4YgYjP4X,237500,4
0.612,0.848,0,-7.733,0,0.0587,0.129,0.917,0.275,0.0383,123.063,1jCfoQwzEeIuawlCbhM1Kp,258537,4
0.719,0.733,11,-10.019,1,0.037,0.000121,0.861,0.109,0.0557,121.013,1tdQXdkWEp1OreYbLqciFi,544957,4
0.759,0.603,1,-9.085,0,0.044,0.0668,0.237,0.656,0.544,123.033,1e806Bcl0zWAr4Q3YhaMJD,211371,4
0.555,0.735,0,-8.735,0,0.0392,0.0074,0.85,0.0983,0.32,138.031,6WqO9gLZu212VEJcVFAYdo,266676,4
0.713,0.584,5,-11.578,0,0.0327,0.00452,0.321,0.1,0.0441,120.012,1WkzL4XjkAY76sasIUdU6l,324313,4
0.792,0.832,1,-11.084,1,0.0497,0.00566,0.792,0.0917,0.125,123.998,5oWNQlLaRLALWkKz3JuTap,402198,4
0.68,0.927,4,-6.27,0,0.0405,0.107,0.936,0.207,0.117,125.009,49KOIOQPegsRJM9gYhfCw3,229440,4
0.727,0.605,4,-9.032,1,0.0363,0.177,0.832,0.1,0.425,121.001,69xVp5nLMHBlD7KWdm3YEP,407000,4
0.674,0.662,7,-11.16,1,0.233,0.0377,0.00318,0.41,0.322,122.979,6G40wvmUlCrx5KqGFN5H4X,223451,4
0.519,0.853,11,-8.676,0,0.0328,0.463,0.785,0.151,0.334,150.05,64rYiYzQNM4uRx6m03Uv9J,276689,4
0.599,0.84,8,-7.471,0,0.0323,0.00911,0.163,0.112,0.0361,127.968,512m11L55vWoUbqrkObdCz,208643,4
0.542,0.634,10,-9.287,1,0.0605,0.00362,0.901,0.0727,0.166,122.984,0YlaTJMGeSkSocg77wPpJu,433171,4
0.52,0.962,7,-6.672,1,0.0428,0.0185,0.926,0.115,0.0305,124.004,4Lq4TjaQWTNmo5viydoLLa,315861,4
0.708,0.818,0,-10.399,1,0.0462,0.012,0.9,0.0922,0.0372,124.983,3iFMV4VhTXINenfrLNWAiy,295680,4
0.798,0.726,7,-5.907,1,0.0486,0.00173,0.916,0.0876,0.38,128.025,0ihobYmU0yxWaw0GpZFSpY,407000,4
0.574,0.898,7,-9.51,0,0.0333,0.002,0.74,0.166,0.0768,123.01,6vOane9RzzOIITCvbHJ6m2,174344,4
0.789,0.435,2,-9.506,0,0.149,0.691,0.0418,0.107,0.166,122.995,05GvwwTLLID738BbKN1ze0,196375,4
0.558,0.834,5,-8.585,1,0.0366,0.00573,0.89,0.0987,0.108,123.998,5cGBQ9W3XtRuRQFgDklDrI,233805,4
0.653,0.604,7,-10.177,0,0.0327,0.0448,0.908,0.255,0.0768,119.98,5L8R2cyft2HfQ1IlfVAbcz,222250,4
0.788,0.786,3,-9.321,0,0.0381,0.0844,0.877,0.138,0.157,122.008,1GHOLip5jcgRIBqd8QUx7N,255779,4
0.769,0.596,7,-9.359,0,0.0524,0.0487,0.00803,0.204,0.259,105.032,3h0tEwAyOCQDa4X8NEcy0Q,220000,4
0.685,0.786,5,-8.173,0,0.0433,0.000128,0.826,0.0812,0.146,122.005,7ifPwC6SBd3NSr4ozhIOz2,472131,4
0.679,0.915,0,-10.554,1,0.0458,0.00992,0.795,0.0925,0.106,124.005,46OIVHWlExMXlqYRCpkEYd,389801,4
0.663,0.499,2,-9.88,0,0.0328,0.483,0.0328,0.0884,0.141,121.959,0WGelFYfITJmfOnNyhRUq7,243177,4
0.688,0.654,4,-8.521,1,0.0493,0.0203,0.251,0.117,0.59,123.011,04BNQFaBlFF7WDeTb1V0AP,250000,4
0.713,0.719,4,-6.972,1,0.0455,0.164,0.0335,0.0853,0.24,119.993,1nV6VafLPuRSsXgbDY3i6L,184000,4
0.61,0.898,4,-8.705,0,0.0351,0.114,0.884,0.103,0.356,122.954,1laVJxoALXrvIeVesYSkzW,214762,4
0.598,0.561,11,-11.421,0,0.0511,0.0229,0.557,0.109,0.0385,182.988,1MvLmHeLkaNgUScgbUVnWJ,222606,3
0.61,0.858,8,-8.482,1,0.0328,0.141,0.903,0.137,0.63,121.014,6KTWtfD0ciy5N3Lid45D3G,214570,4
0.795,0.474,6,-8.166,1,0.0642,0.0213,0.758,0.0967,0.477,120.017,2R2haDSmphwkn4kANdHU5P,264046,4
0.679,0.568,0,-7.097,1,0.0358,0.0447,0.709,0.067,0.0636,120.002,35fdRgZrz5ujDGBaqhoPE8,345136,4
0.699,0.518,7,-8.624,1,0.0541,0.105,0.161,0.115,0.0508,115.073,1TW9J0imyVBMihuwHqJ5sf,240010,4
0.759,0.672,10,-10.484,0,0.0468,0.174,0.87,0.149,0.0885,124.007,32cwP8NCIBrDj0mTcqZfYv,191420,4
0.697,0.419,6,-8.29,0,0.0514,0.564,0.0133,0.151,0.288,123.955,0f8PWE8E1UB3HqREAkqoa5,185520,4
0.799,0.519,9,-10.262,1,0.0698,0.158,0.00893,0.111,0.121,119.991,1OxaAC72au0z2HORS9yt1m,196016,4
0.741,0.592,6,-9.059,0,0.0308,0.665,0.854,0.116,0.822,111.984,1hgX0ZmmP7IRRjUFCIBrnQ,310133,4
0.648,0.573,10,-9.921,0,0.0352,0.244,0.746,0.0906,0.0764,112.004,1QOVSkrcX34pDPPxa1Xv5y,157812,4
0.655,0.787,0,-7.466,1,0.0439,0.158,0.177,0.129,0.0394,122.044,0GZ6PpNaMiViu3J0MDZztp,169180,4
0.691,0.68,7,-8.495,1,0.0332,0.31,0.422,0.0989,0.101,120.008,1Swh2Td4N7mpMG9xyG09gA,228094,4
0.781,0.715,8,-8.043,1,0.0406,0.614,0.069,0.0974,0.63,120.026,7sfpydlJrHpTi533idUuZV,158031,4
0.68,0.722,7,-5.214,0,0.0683,0.18,0.000137,0.339,0.2,120.012,1YGVpvE7hKdqNArudG04Ll,187990,4
0.779,0.727,11,-8.59,0,0.053,0.165,0.0194,0.32,0.455,124.021,0fp6PDlnCkmdE0F3s0tfr6,171599,4
0.634,0.659,4,-7.143,1,0.0263,0.373,0.00325,0.161,0.38,126.977,3360fzHkXtFCGSnTpyBMRA,257431,4
0.66,0.836,8,-5.203,0,0.0383,0.00659,0.92,0.0868,0.765,123.997,6hAII4Wyrr0eV4MmPnsTuY,411024,4
0.541,0.911,8,-7.152,1,0.0556,0.0154,0.136,0.121,0.026,123.968,4Xz2mxHREzWiEr0AyCJuU6,284563,4
0.804,0.776,9,-6.892,0,0.0557,0.014,0.216,0.838,0.127,117.99,4FIGor0hvkEyu8ZAnjWAe7,138796,4
0.813,0.437,5,-12.817,0,0.0574,0.391,0.843,0.131,0.105,116.992,6BFgRgJWIuIba0K5IKupnT,251695,4
0.67,0.711,8,-7.257,0,0.0443,0.00172,0.0963,0.186,0.691,121.976,59kl6e4q6sCJlxCgLZdJGo,135246,4
0.691,0.545,6,-6.647,1,0.035,0.172,0.78,0.106,0.514,105.976,0qHD5pzpp1zSPa5Ud74WDC,331381,4
0.744,0.577,0,-9.599,0,0.0385,0.0448,0.0652,0.111,0.321,124.005,3PslwX8mesV86hl9fDi3fK,197419,4
0.712,0.569,6,-10.819,0,0.0348,0.346,0.492,0.0794,0.241,116.016,6I7nESv5d9zf9DcEA9I25u,251591,4
0.65,0.815,4,-10.181,0,0.036,0.0605,0.901,0.237,0.0393,120.986,27qGyy5X3rkrIQ6XXx8r5V,162462,4
0.651,0.76,0,-5.949,1,0.0446,0.0273,0.000538,0.315,0.137,122.969,6CMF35Wo3xRxGTLDMjvxlY,185992,4
0.643,0.558,7,-9.681,1,0.0477,0.746,0.209,0.135,0.238,106.95,6HAVjFro6OKMcY2xHOP0l7,192133,4
0.681,0.935,0,-6.392,0,0.0417,0.571,0.458,0.108,0.0584,121.999,0uTkVCAf8PxMo8NJ3tFYzH,207541,4
0.653,0.517,7,-13.812,0,0.0758,0.866,0.831,0.159,0.561,194.045,09HJT2vVbWKXllFwN9qZ5W,193608,4
0.723,0.615,0,-6.807,0,0.0348,0.255,0.939,0.0808,0.0406,120.008,0f91Dvbc5tc6DN7e2QaNyC,156923,4
0.67,0.434,7,-12.923,0,0.046,0.401,0.862,0.109,0.136,113.997,2W9zh4QNFmuOyKHbtYYNm0,255789,4
0.362,0.534,1,-10.403,0,0.0498,0.435,0.93,0.0939,0.238,184.216,5QZdeEHEHy1Jphbral0nbv,302439,3
0.733,0.411,10,-11.507,1,0.0407,0.54,0.00169,0.182,0.359,125.03,1fhFDn9W8ehz6rqomxDUW4,178560,4
0.608,0.637,1,-9.265,1,0.0329,0.00178,0.575,0.178,0.191,126.023,2cVGCUx6xnmcdIz2Ns9OLw,294010,4
0.699,0.609,1,-11.505,0,0.0663,0.26,0.338,0.11,0.121,120.025,1C4c6ojhV5NJDIS8KpDNNo,228846,4
0.594,0.764,8,-10.72,1,0.0395,0.00174,0.657,0.167,0.0358,122.051,2nVUEKKPv9DDilSZwCcMfu,296377,4
0.702,0.875,4,-6.652,1,0.0435,0.215,0.922,0.102,0.0509,120.998,0dmXGQ2zRVOm6N60S0UdHK,216198,4
0.879,0.621,7,-8.063,1,0.0476,0.0133,0.0554,0.0891,0.515,122.024,5ImCVtO1gvcD1ttdG5SrQT,411148,4
0.75,0.596,7,-15.529,0,0.0363,0.165,0.757,0.13,0.039,114.013,7uEYsZQ6fuvvbsnGVAp8Ls,257500,4
0.66,0.684,0,-8.091,1,0.0347,0.18,0.758,0.0958,0.103,106.0,5aPAaUZP8YvSaZRGfdoLbt,203774,4
0.62,0.835,1,-6.35,0,0.0839,0.211,0.923,0.107,0.426,119.002,3velQ2xk4VMEb5No5W3bkQ,276962,4
0.764,0.489,7,-9.41,1,0.0332,0.249,0.00176,0.0894,0.496,119.953,1hBvUKlvyia60edCcBsxkv,207628,4
0.618,0.943,10,-6.848,0,0.044,0.105,0.964,0.185,0.0915,123.989,5CvaeEX9dU9ZhwyoVIIgTO,210000,4
0.702,0.403,3,-13.428,1,0.0338,0.676,0.273,0.0836,0.0716,101.018,59vGBEz1TByo4BCuKFF8P0,222813,4
0.578,0.743,2,-9.046,1,0.0348,0.138,0.35,0.0843,0.136,120.998,4HWadIQagwXOjf14aUD6qg,287812,4
0.645,0.572,0,-8.167,1,0.0298,0.716,0.0527,0.0922,0.121,121.994,5tsVgtKdAfKGcVIcCHvyxe,290410,4
0.703,0.571,0,-8.119,0,0.05,0.067,0.214,0.123,0.735,124.039,5z3Qr6kEyJiZhB0WHJSmCQ,224827,4
0.793,0.605,4,-8.901,1,0.042,0.554,0.755,0.103,0.314,124.012,5LRkGpPO2dYjqByYu7AsmD,206000,4
0.738,0.617,9,-6.595,0,0.0313,0.111,0.783,0.109,0.343,123.987,0xgfpmTmQDHCO7fxMMG6Zw,210000,4
0.419,0.635,9,-5.911,1,0.0441,0.392,0.592,0.44,0.0375,107.878,58sa3HUZL71gpMB6XvhaUo,400130,4
0.462,0.741,8,-8.327,1,0.0375,0.0806,0.326,0.123,0.0392,124.018,7E5Tl1oyZW5JPdhqGgW5hz,196452,4
0.563,0.611,7,-8.436,0,0.0292,0.0239,0.469,0.117,0.105,118.941,1JdScfytE2eaLeVJ7a7KUQ,197151,4
0.711,0.756,0,-8.215,1,0.057,0.32,0.949,0.0989,0.384,120.975,5fRI7dWkOSw6DNaPef9MVV,185579,4
0.582,0.655,0,-8.817,1,0.029,0.416,0.124,0.112,0.0386,117.028,3hYVvOf0m67UxBdG57vgd5,271026,4
0.652,0.602,1,-13.98,1,0.0338,0.709,0.942,0.186,0.0399,124.012,0SbDNXZYqfsMarINcb72X5,313587,4
0.597,0.882,7,-6.562,1,0.0346,0.00369,0.751,0.108,0.398,119.997,5lDYTWicLTLTBoQn2WvcXD,243750,4
0.51,0.944,8,-8.302,0,0.0372,0.254,0.752,0.103,0.0309,123.994,1Roz7FfvXU50hWjdjEPvDo,283533,4
0.674,0.439,9,-16.887,0,0.0376,0.494,0.838,0.0957,0.0368,117.988,3NQOEIsyMlYGgy0i1pbxlL,264661,4
0.768,0.613,7,-7.098,0,0.133,0.399,0.524,0.196,0.218,124.956,5keheTPTVskQPPhrIkKd3i,216107,4
0.673,0.84,1,-7.564,1,0.0349,0.0197,0.234,0.0865,0.529,119.991,5AcCFMfAjIxq07cibmttEo,234005,4
0.575,0.767,11,-6.888,1,0.0554,0.169,0.0011,0.104,0.137,124.0,768eZ69L0HODV9UlcriGaq,224637,4
0.761,0.54,5,-10.041,0,0.0746,0.704,0.897,0.127,0.2,108.032,69cmKJCT4thXR1qT1g34w7,177857,4
0.382,0.264,9,-13.448,1,0.0378,0.808,0.887,0.0851,0.107,115.794,7LpEotX5nSacwXSuNOmJ1k,228577,4
0.591,0.705,6,-7.94,1,0.0443,0.189,0.11,0.149,0.053,122.977,7mXcMycQqLHzo60E7WkvvG,273049,4
0.641,0.726,2,-6.921,1,0.0381,0.176,0.794,0.0972,0.0416,124.012,61Hn9ssQkVEWq4ZmPwHyzd,333871,4
0.669,0.898,0,-6.696,0,0.0318,0.0019,0.124,0.111,0.153,123.982,1jyIQoMPkCD6Pz1x1pzZs5,183876,4
0.631,0.808,9,-9.282,0,0.0385,0.00249,0.417,0.0745,0.29,120.012,1kEdYirmW9IZ4R4QFaPvpE,235859,4
0.717,0.522,2,-13.118,1,0.0366,0.48,0.825,0.0614,0.381,115.996,5Akfx0bwY4my2qBOU5I21r,231724,4
0.713,0.7,11,-8.913,0,0.0549,0.0834,0.133,0.114,0.0827,122.984,2wwlAcqUIcvHNi3w2YWkZv,167805,4
0.279,0.542,1,-11.962,1,0.0494,0.47,0.601,0.0888,0.163,123.846,22QG2saDLvgToHzeOZPm20,253240,4
0.673,0.901,2,-7.457,1,0.0661,0.196,0.107,0.0679,0.276,124.995,1IQIzH150iF2R5NaBRyGAG,261120,4
0.531,0.614,8,-11.274,1,0.0315,0.352,0.731,0.0944,0.0393,122.977,7bPzk1B12yFWpnbzZIQGhm,264524,4
