key,duration_ms,tempo,mode,instrumentalness,id,cluster
3,179120,114.759,0,0.751,2bLqfJjuC5syrsgDsZfGmn,7
6,267080,122.668,0,6.92e-05,0ByMNEPAPpOR5H69DVrTNy,2
1,216773,97.012,0,0.0,4HlFJV71xXKIGcU3kRyttv,2
9,206400,99.998,1,0.0,2wGSgTmgSF3xjRrHkTc25R,4
1,297787,171.447,1,0.0,4xkOaSrkexMciUUogZKVTS,1
5,309600,146.277,1,1.46e-05,75JFxkI2RXiU7L9VXzMkle,1
4,235893,94.612,0,2.06e-06,0COqiPhxzoWICwFCS4eZcp,2
4,270507,94.948,0,0.0,0I3q5fE6wg7LIfHGngUTnV,2
9,269000,91.455,1,0.0,3ZOEytgrvLwQaqXreDs2Jx,4
0,192600,96.008,1,2.69e-06,228BxWXUYQPJrJYHDLOHkj,5
4,232800,82.952,1,0.0,77loZpT5Y5PRP1S451P9Yz,5
9,203347,153.398,1,0.0104,0ntQJM78wzOLVeCUAW7Y45,1
6,404107,80.063,0,2.34e-06,3UmaczJpikHgJFyBTAJVoz,2
3,295533,138.178,1,0.00196,7LVHVU3tWfcxj5aiPFEW4Q,1
4,235213,79.526,0,0.000532,2PpruBYCo4H7WOBJ7Q2EwM,2
2,199693,120.028,0,0.0,0HPD5WQqrq7wPWR7P7Dw1i,2
10,231400,128.008,0,0.0,0CAfXk7DXMnon4gLudAp7J,0
5,212360,118.978,0,0.0,2kQuhkFX7uSVepCD3h29g5,2
10,161507,95.295,0,0.0,4LwU4Vp6od3Sb08CsP99GC,0
1,267520,86.844,1,0.0,7LR85XLWw2yXqKBSI5brbG,5
7,246960,99.019,1,0.00077,4TsmezEQVSZNNPv5RJ65Ov,4
4,199907,90.598,0,0.00082,5W8YXBz9MTIDyrpYaCg2Ky,2
5,307880,130.97,0,0.0115,0BCPKOYdS2jbQ8iyB56Zns,2
9,267960,104.011,1,6.47e-05,5hnyJvgoWiQUYZttV4wXy6,4
4,202613,119.975,1,0.0,2CEgGE6aESpnmtfiZwYlbV,5
7,228707,118.402,1,6.86e-06,3XVBdLihbNbxUwZosxcGuJ,4
7,219333,110.034,1,0.0,3iVcZ5G6tvkXZkZKlMpIUs,4
1,223080,116.948,1,0.00112,2aI21FnmY7TJVKeMaoQZ0t,5
11,238627,124.921,0,0.0,2VOomzT6VavJOGBeySqaMc,0
5,272533,94.086,1,0.0,0xmjwnQ3FNE6HuWCt2nHdZ,4
8,234027,110.621,1,0.000552,0wbDgMuAoy7O7pL3a69uZx,4
11,209107,125.173,1,3.2e-05,5D2mYZuzcgjpchVY1pmTPh,4
2,165853,162.152,1,0.0,6GG73Jik4jUlQCkKg9JuGO,1
1,196160,107.657,0,1.14e-05,2lnzGkdtDj5mtlcOW2yRtG,2
6,258893,132.722,1,0.000358,4wH4dJgrsxONID6KS2tDQM,4
8,222293,133.974,1,0.0,7iXF2W9vKmDoGAhlHdpyIa,4
11,222920,173.906,1,0.0,60jzFy6Nn4M0iD1d94oteF,1
10,223840,172.094,1,0.0,0gmbgwZ8iqyMPmXefof8Yf,1
10,262533,122.035,1,0.0,5fVZC9GiM4e8vu99W0Xf6J,4
7,241293,122.728,0,2.05e-05,3FAclTFfvUuQYnEsptbK8w,0
0,259453,102.0,0,0.0,4llK75pXNWZz6KAho2Gp16,2
5,244507,77.987,1,7.74e-06,5xEM5hIgJ1jjgcEBfpkt2F,4
2,251240,113.324,1,0.000678,6ic8OlLUNEATToEFU3xmaH,5
2,232533,103.971,1,0.0,4RCWB3V8V0dignt99LZ8vH,5
0,218573,125.04,0,0.0,0k2GOhqsrxDTAbFFSdNJjT,2
4,237027,104.561,0,0.00051,20I8RduZC2PWMWTDCZuuAN,2
5,198440,126.975,0,7.52e-06,5r5cp9IpziiIsR6b93vcnQ,2
2,236133,99.165,0,0.0,5IVuqXILoxVWvWEPm82Jxr,2
9,269373,172.984,1,0.0,7x8dCjCr0x6x2lXKujYD34,1
0,227600,94.759,1,0.0,3WkibOpDF7cQ5xntM1epyf,5
1,206067,119.951,0,0.00203,2GYHyAoLWpkxLVa4oYTVko,2
3,228347,180.114,1,0.0,3DamFFqW32WihKkTVlwTYQ,1
10,203507,154.837,0,0.0,3Zwu2K0Qa5sT6teCCHPShP,0
1,211160,95.053,0,1.77e-05,6naxalmIoLFWR0siv8dnQQ,2
2,289160,168.189,0,0.000164,0ARK753YaiJbpLUk7z5yIM,2
7,242733,117.0,0,0.0,0O45fw2L5vsWpdsOdXwNAR,0
5,223440,86.412,1,0.0,68vgtRHr7iZHpzGpon6Jlo,4
5,214440,89.957,0,0.00609,4bJygwUKrRgq1stlNXcgMg,2
7,229093,162.011,1,0.0,2TfSHkHiFO4gRztVIkggkE,1
2,222091,110.444,0,0.0,2tJulUYLDKOg9XrtVkMgcJ,2
6,207187,92.791,1,0.0,6brl7bwOHmGFkNw3MBqssT,4
1,225373,130.009,0,0.0,1hGy2eLcmC8eKx7qr1tOqx,2
2,212507,132.012,1,0.0,6cmm1LMvZdB5zsCwX5BjqE,5
2,311107,96.95,1,0.00011,5wQnmLuC1W7ATsArWACrgW,5
7,202960,122.019,1,0.0,1gv4xPanImH17bKZ9rOveR,4
0,212893,100.011,1,0.000308,5BSclXJTa9B0iURhUjZo50,5
10,232693,119.397,1,0.0,3Fzlg5r1IjhLk2qRw667od,4
0,282160,96.184,1,8.59e-06,10Nmj3JCNoMeBQ87uw5j8k,5
3,219720,77.019,0,2.25e-06,6FB3v4YcR57y4tXFcdxI1E,2
0,284733,117.848,1,0.0,6etwirSInfuJrSOlogS6Sh,5
9,302840,122.961,1,0.0049,1jJci4qxiYcOHhQR247rEU,4
4,237200,118.999,1,1.64e-06,5R8dQOPq8haW94K7mgERlO,5
7,193387,149.998,1,0.0,2q4rjDy9WhaN3o9MvDbO21,1
11,215160,126.019,0,0.0,0JiY190vktuhSGN6aqJdrt,0
9,215360,96.038,1,1.34e-06,2nGFzvICaeEWjIrBrL2RAx,4
5,271333,138.009,0,0.0,7H6ev70Weq6DdpZyyTmUXk,2
11,180267,114.452,0,0.0,0a7BloCiNzLDD9qSQHh5m7,0
6,307154,126.041,1,0.0293,49X0LAl6faAusYq02PRAY6,4
4,267267,100.972,0,0.000234,1AWQoqb9bSvzTjaLralEkT,2
10,202067,96.021,0,0.000115,5Q0Nhxo0l2bP3pNjpGJwV1,0
8,262333,167.06,1,2.94e-05,5GorCbAP4aL0EJ16frG2hd,1
11,278573,120.005,1,0.000188,3NZJlJemX3mzjf56MqC5ML,4
0,230760,137.028,1,0.000417,5VGlqQANWDKJFl0MBG3sg2,5
1,266067,91.979,1,0.0,2NBQmPrOEEjA8VbeWOQGxO,5
11,220427,130.433,1,0.0484,70wYA8oYHoMzhRRkARoMhU,4
0,204000,149.937,1,0.0,00Mb3DuaIH1kjrwOku9CGU,1
7,285653,104.98,1,0.0,3ZffCQKLFLUvYM59XKLbVm,4
11,338853,159.841,0,0.0,3jlbL2OTD5YmIunYzgQTAN,0
11,224400,139.0,1,0.0,4fixebDZAVToLbUCuEloa2,4
1,229640,103.04,1,0.285,3FtYbEfBqAlGO46NUDQSAt,5
5,259333,100.011,1,0.0,3U5JVgI2x4rDyHGObzJfNf,4
9,236160,172.012,1,7.61e-06,0ll8uFnc0nANY35E0Lfxvg,1
1,232000,171.86,1,0.0,34ceTg8ChN5HjrqiIYCn9Q,1
11,228240,107.075,0,0.0,04KTF78FFg8sOHC1BADqbY,0
10,238733,143.994,0,0.0,3NLrRZoMF0Lx6zTlYqeIo4,0
7,213293,129.965,0,0.0,2V4bv1fNWfTcyRJKmej6Sj,0
5,186251,88.609,1,1.8e-05,1zNXF2svmdlNxfS5XeNUgr,4
5,242280,112.49,0,0.000142,1vcxF91pWs9uNwDROuiCPB,2
1,255627,130.198,0,9.42e-05,5FZxsHWIvUsmSK1IAvm2pp,2
0,209493,81.998,0,1.76e-05,0vg4WnUWvze6pBOJDTq99k,2
7,291782,101.875,1,1.8e-06,3Gf5nttwcX9aaSQXRWidEZ,4
9,337733,125.02,0,0.161,3850dYVgOFIXJh5U4BFEWH,0
0,276693,138.185,1,0.000763,4dyx5SzxPPaD8xQIid5Wjj,5
11,261640,79.983,0,0.0,4JehYebiI9JE8sR8MisGVb,0
11,227250,110.017,1,6.28e-06,1AdYZ6X00nXmO613Y7GJOl,4
7,193147,85.984,1,2.65e-05,0VwNdo84DaVYLIkbVO86ND,4
5,262467,104.036,1,0.0,7wZUrN8oemZfsEd1CGkbXE,4
3,201547,122.01,1,0.0,7ElF5zxOwYP4qVSWVvse3W,5
9,230640,126.007,0,0.683,3E7ZwUMJFqpsDOJzEkBrQ7,7
6,235133,170.531,1,0.0,7FDV5ELOJHCGLe52AnttEd,1
7,204640,124.986,1,0.0,3GpbwCm3YxiWDvy29Uo3vP,4
2,208600,112.027,1,0.0,5QpaGzWp0hwB5faV8dkbAz,5
8,230133,90.032,0,0.0,3RmKpob8xzv1pzHEQrMJah,0
0,216933,122.444,1,0.00355,1f2V8U1BiWaC9aJWmpOARe,5
10,230192,144.905,1,0.0,22PMfvdz35fFKYnJyMn077,4
4,241667,94.661,1,0.000233,25FTMokYEbEWHEdss5JLZS,5
5,233733,96.574,0,0.0,6nLvaCZFR1wEzW3sIKpsnr,2
6,234693,107.059,0,0.0,0N3W5peJUQtI4eyR6GJT5O,2
3,230747,126.03,0,4.31e-05,455AfCsOhhLPRc68sE01D8,2
10,212040,65.18,1,0.000383,5FgPwJ7Nh2FVmIXviKl2VF,4
6,192360,114.98,0,0.000381,7jk7gqyEonmVVYahZN5zhW,2
7,216600,163.983,1,0.000221,45hOioMDJktr86iKDHC8gr,1
8,193893,132.078,1,1.59e-06,4eAwB5pnKFTmsgc3zWoYO0,4
3,233640,140.046,1,0.00336,0mUyMawtxj1CJ76kn9gIZK,1
10,245373,135.47,1,0.0012,1sTsuZTdANkiFd7T34H3nb,4
1,184413,95.083,0,0.0,2T3jgoAMbBXiMMD8pSc6QL,2
11,173027,110.008,1,0.0,1Je1IMUlBXcx1Fz0WE7oPT,4
10,224960,108.021,0,3.27e-06,4rTeOSYqwXNz5qPR2DUTFZ,0
7,243493,102.322,1,0.0,6xkryXuiZU360Lngd4sx13,4
5,258787,80.609,1,5.49e-05,6kvoHl80mfCVTv7XnZkjQn,4
8,240693,79.975,1,0.0,1DIXPcTDzTj8ZMHt3PDt8p,4
11,289533,155.925,0,7.97e-06,6Qyc6fS4DsZjB2mRW9DsQs,0
11,270587,93.431,1,0.00031,503OTo2dSqe7qk76rgsbep,4
6,213307,99.039,0,0.0,47BBI51FKFwOMlIiX6m8ya,2
0,167067,148.726,1,0.0,2m1hi0nfMR9vdGC8UcrnwU,5
1,180160,99.607,1,3.81e-05,4EchqUKQ3qAQuRNKmeIpnf,5
2,295533,134.355,1,0.0,0jWgAnTrNZmOGmqgvHhZEm,5
11,536067,79.759,1,0.22,3YRCqOhFifThpSRFJ1VWFM,6
8,214400,92.909,0,0.000717,1KGi9sZVMeszgZOWivFpxs,0
9,295600,157.143,1,0.000679,1LzNfuep1bnAUR9skqdHCK,1
0,215907,88.969,1,0.00274,1G391cbiT3v3Cywg8T7DM1,5
0,312360,151.505,1,0.0,3ovjw5HZZv43SxTwApooCM,1
0,211067,92.96,0,0.000131,3MjUtNVVq3C8Fn0MP3zhXa,2
6,336000,132.41,1,0.00444,4JiEyzf0Md7KEFFGWDDdCr,4
0,255373,123.229,1,0.000202,64BbK9SFKH2jk86U3dGj2P,5
4,271093,67.531,1,5.62e-06,4eHbdreAnSOrDDsFfc4Fpm,5
6,148360,157.66,1,0.000378,4LJhJ6DQS7NwE7UKtvcM52,1
9,289067,112.306,1,0.00837,7w5AOd6HrDIHewHfpABEss,4
11,200373,104.019,1,0.0,3cfOd4CMv2snFaKAnMdnvK,4
3,212200,133.822,1,0.0,1wb4P4F0sxAQ2KXrRvsx6n,5
2,213394,128.99,0,0.0615,3u5N55tHf7hXATSQrjBh2q,2
3,208680,99.982,1,1.76e-06,754kgU5rWscRTfvlsuEwFp,5
0,272293,141.621,1,3.06e-06,5DiXcVovI0FcY2s0icWWUu,5
1,182747,90.807,0,3.42e-05,2hnMS47jN0etwvFPzYk11f,2
1,304600,88.634,0,0.0,6MdqqkQ8sSC0WB4i8PyRuQ,2
10,234493,124.882,1,0.0,6sxptembJVty4sNtcPMAVz,4
6,239027,132.975,1,0.0,2goLsvvODILDzeeiT4dAoR,4
4,298773,92.409,0,0.0,0Q0IVlqMV64kNLlwjPj0Hl,2
5,263560,76.039,0,1.78e-05,6urCAbunOQI4bLhmGpX7iS,2
1,268400,85.519,1,1.12e-06,75IN3CtuZwTHTnZvYM4qnJ,5
7,274707,94.845,1,4.87e-05,0gEyKnHvgkrkBM6fbeHdwK,4
0,257827,104.56,1,0.0,1FkoVC85Ds3mFoK0fVqEqP,5
0,276187,181.305,1,0.00104,3G69vJMWsX6ZohTykad2AU,1
5,220293,174.06,0,0.0,6x4tKaOzfNJpEJHySoiJcs,2
8,214883,136.955,0,0.667,5XVjNRubJUW0iPhhSWpLCj,7
1,261093,115.102,0,0.000142,15VRO9CQwMpbqUYA7e6Hwg,2
7,264067,74.807,1,9.32e-05,63OQupATfueTdZMWTxW03A,4
11,178000,97.546,1,0.0,1Dr1fXbc2IxaK1Mu8P8Khz,4
4,353027,140.795,1,0.0,2RChe0r2cMoyOvuKobZy44,1
9,260027,77.106,1,0.000177,4dVbhS6OiYvFikshyaQaCN,4
2,213093,95.487,1,0.0,3jDdpx9PMlfMBS5tOBHFm9,5
4,257480,87.568,1,0.0176,2a1iMaoWQ5MnvLFBDv4qkf,5
1,197960,129.991,0,0.224,5ZrDlcxIDZyjOzHdYW1ydr,2
5,244667,96.31,1,0.000187,1Jaah2tmN9Hv81A87KZ1MU,4
11,248867,95.265,0,1.65e-06,7nYvUtkQMx1v80S2FH2s9J,0
4,280000,99.195,1,5.33e-06,33LC84JgLvK2KuW43MfaNq,5
1,191027,143.173,1,0.0,1yr9HpAu3prvxmq783ZELn,5
9,193953,111.845,1,0.0,7aQjPecQdIuNd1sz3KCDhD,4
2,298760,121.154,1,0.0,225xvV8r1yKMHErSWivnow,5
2,300773,113.967,1,0.0,1Cwsd5xI8CajJz795oy4XF,5
10,253533,173.926,0,0.0,4IYKjN1DrYzxKXt0umJqsG,0
2,320267,94.301,1,0.0248,6PypGyiu0Y2lCDBN1XZEnP,5
11,211213,93.764,1,7.98e-05,6kWJvPfC4DgUpRsXKNa9z9,4
6,316693,162.086,0,0.0,74irxdVWstNlEQjsvArITq,0
0,277267,168.12,1,0.0,013AWvizllIUEC2FOBzOnh,1
2,320267,99.935,0,0.0,0uEp9E98JB5awlA084uaIg,2
6,257400,104.536,0,2.1e-06,4INDiWSKvqSKDEu7mh8HFz,2
11,188667,143.373,0,0.0,3SFXsFpeGmBTtQvKiwYMDA,0
11,237573,94.895,0,0.0,5Tbpp3OLLClPJF8t1DmrFD,0
1,243160,178.043,0,0.0,0Ph6L4l8dYUuXFmb71Ajnd,2
1,273667,119.919,1,0.0,28UMiBhn383n9S7GL4tsxD,5
10,288427,131.745,0,0.0,3YKptz29AsOlm7WAVnztBh,0
11,202583,138.489,0,0.457,5N6M8yDiMV32T6Rkzh8EbW,0
7,268827,111.113,1,0.0,1ofhfV90EnYhEr7Un2fWiv,4
11,208267,102.304,1,0.186,1oTHteQbmJw15rPxPVXUTv,4
8,159227,121.138,1,0.00021,3mwvKOyMmG77zZRunnxp9E,4
0,284160,89.946,0,0.00837,3wuCCNCnBhJlwkIJTBZFiv,2
4,265000,150.22,1,4.95e-06,1M2nd8jNUkkwrc1dgBPTJz,1
7,268360,102.026,1,0.0,42et6fnHCw1HIPSrdPprMl,4
7,429533,121.294,1,0.889,1pKYYY0dkg23sQQXi0Q5zN,3
1,218360,79.984,0,0.000238,3yUcJwYu7fXAfqMj9krY6l,2
11,257360,133.148,0,0.000339,1B75hgRqe7A4fwee3g3Wmu,0
4,218547,106.929,0,4.52e-06,7L93GESzq43UkKUt5FsOCq,2
1,279507,171.804,1,7.49e-05,6qspW4YKycviDFjHBOaqUY,1
5,280040,119.917,1,2.31e-05,5GHY1DFWKz3Prg2V0Iodqo,4
5,394400,164.587,1,0.0,1zng9uqqXoPkmU05nsAlsw,1
1,340200,140.124,0,1.12e-05,0wokCRaKD0zPNhMRXAgVsr,2
7,256827,173.86,1,1.18e-06,0gcjc7Vt5xtcfmJgf6g2IO,1
8,251733,142.024,0,0.0381,6mz1fBdKATx6qP4oP1I65G,0
9,225787,124.623,1,0.0603,1v2zyAJrChw5JnfafSkwkJ,4
7,270373,123.871,0,0.0149,2IHaGyfxNoFPLJnaEg4GTs,0
4,258133,78.946,1,0.0,2aBxt229cbLDOvtL7Xbb9x,5
0,456867,87.903,1,0.0,5EQzuYfTZt7B2LqlvTF49l,5
9,216733,103.502,0,0.000142,4BggEwLhGfrbrl7JBhC8EC,0
10,226987,130.47,0,0.0,3vZO25GdYuqFrR1kzZADnp,0
1,217573,175.716,1,0.000123,11mwFrKvLXCbcVGNxffGyP,1
4,180880,145.92,0,0.199,5xC8uOesnn0udeXAYlAnoY,2
1,294787,93.145,0,0.00106,6sHsXIJoEN5JpdkGMQDJxt,2
0,289560,162.97,1,2.61e-06,12dU3vAh6AFoJkisorfoUl,1
7,274160,91.854,1,1.21e-06,1A5V1sxyCLpKJezp75tUXn,4
1,218733,100.021,0,0.0,5fRvePkRGdpn2nKacG7I6d,2
7,240760,133.822,1,4.49e-06,3Nf8oGn1okobzjDcFCvT6n,4
6,242640,159.69,1,0.00928,6VnpKLtfNH4Dk09YSGPSyR,1
0,227067,173.026,1,0.0,1SssFw74DdHVjRa6ADggdD,1
6,229360,91.954,1,0.0,2hNaljpWGHzwcIvkPIHMk7,4
9,308333,105.872,1,0.0101,0NJC0FDCODpPUntRTTQq97,4
11,256027,127.641,0,0.0,1Oi2zpmL81Q0yScF1zxaC0,0
2,312627,107.531,1,0.005,0z1b34WikhOH9ZxU8QDWcv,5
2,239440,76.403,1,0.000582,5TAf4lnZCZTLlZHNZMLFLi,5
5,195080,93.699,1,0.118,3fbnbn6A5O5RNb08tlUEgd,4
4,191240,96.987,0,0.0701,0hrBpAOgrt8RXigk83LLNE,2
5,351467,149.703,0,0.0,3l3xTXsUXeWlkPqzMs7mPD,2
10,246240,84.09,1,0.0,0PCGfA36HrVPmsBZJ57zOU,4
0,242107,116.74,1,0.00103,17S4XrLvF5jlGvGCJHgF51,5
8,342400,140.054,1,0.00046,5kK1Iru9ogP3Iy1zsANU1n,4
11,230000,114.926,1,0.0,1d6KS9GH06JAd19uiBy9IE,4
0,260507,122.979,0,0.0205,5EYdTPdJD74r9EVZBztqGG,2
2,257373,110.367,1,0.0,1uzWOoJdADfstQuFtQFTUn,5
6,238667,168.019,1,0.0,2KVwlelhxKUy8LVV6JypH3,1
11,182733,152.5,1,0.113,0rFWuqFgHAfuzE8uSB9TWR,4
5,239960,103.773,1,0.421,1PEqh7awkpuepLBSq8ZwqD,3
11,330773,76.997,0,0.497,67Hna13dNDkZvBpTXRIaOJ,7
9,224693,124.269,1,2.15e-06,7mnGQesk1TzQLzQ9bYWZPR,4
6,213667,122.06,1,2.01e-06,1kMOJBmpfWD9fir6st9uqS,4
2,249933,158.328,1,1.75e-05,4fxF8ljwryMZX5c9EKrLFE,1
8,225947,108.031,1,0.0,5vYA1mW9g2Coh1HUFUSmlb,4
8,212067,112.423,1,0.0,0nnwn7LWHCAu09jfuH1xTA,4
7,257053,123.207,1,0.0,2YodwKJnbPyNKe8XXSE9V7,4
1,291293,118.818,1,0.000307,2tUBqZG2AbRi7Q0BIrVrEj,5
11,293827,117.046,0,0.0153,5ChkMS8OtdzJeqyybCc9R5,0
0,243067,130.439,1,1.19e-06,1Jj6MF0xDOMA3Ut2Z368Bx,5
6,225280,84.412,0,0.00125,2WfaOiMkCvy7F5fcp2zZ8L,2
2,226827,173.982,1,0.00019,2vz1CsL5WBsbpBcwgboTAw,1
1,251573,117.394,1,0.0073,0SNGe4xksgp7CGnY5kMXOJ,5
7,251489,112.067,1,0.00389,4RvWPyQ5RL0ao9LPZeSouE,4
6,183440,176.808,1,0.121,1jDJFeK9x3OZboIAHsY9k2,1
0,216933,125.135,0,0.0,1TfqLAPs4K3s2rJMoCokcS,2
2,216053,139.131,1,0.0,0GONea6G2XdnHWjNZd6zt3,5
2,300107,153.119,0,0.0,4jDmJ51x1o9NZB5Nxxc7gY,2
0,231333,81.548,1,0.0,0ikz6tENMONtK6qGkOrU3c,5
6,238267,120.372,1,0.000602,4y1LsJpmMti1PfRQV9AWWe,4
10,238733,109.902,1,0.173,05wIrZSwuaVWhcv5FfqeH0,4
8,213573,113.309,1,3.79e-05,4cOdK2wGLETKBW3PvgPWqT,4
10,300840,108.296,0,0.00266,29d0nY7TzCoi22XBqDQkiP,0
4,197707,128.993,1,0.0,5zA8vzDGqPl2AzZkEYQGKh,5
2,295516,110.171,1,0.355,6ADSaE87h8Y3lccZlBJdXH,5
0,153800,144.438,0,0.0,0cGG2EouYCEEC3xfa0tDFV,2
3,258040,138.827,0,7.92e-06,1OOtq8tRnDM8kG2gqUPjAj,2
0,237000,103.312,1,0.00016,5O4erNlJ74PIF6kGol1ZrC,5
4,244587,136.162,1,0.0,0WQiDwKJclirSYG9v5tayI,1
6,304787,81.204,1,1.76e-06,1JLn8RhQzHz3qDqsChcmBl,4
1,241307,148.723,0,0.0,7FwBtcecmlpc1sLySPXeGE,2
0,241600,129.981,1,0.000377,7N3PAbqfTjSEU1edb2tY8j,5
4,296800,103.951,0,0.0,2M9ro2krNb7nr7HSprkEgo,2
5,190627,167.057,1,0.112,4o6BgsqLIBViaGVbx5rbRk,1
3,244707,158.86,0,4.04e-06,0QKfiqpEU4h9ycPSzIFwYe,2
9,243360,140.059,0,0.0,7Ewz6bJ97vUqk5HdkvguFQ,0
1,277477,100.894,1,0.00191,6wpGqhRvJGNNXwWlPmkMyO,5
6,162467,105.39,1,1.54e-06,4w3tQBXhn5345eUXDGBWZG,4
6,310333,117.662,0,0.000827,3MrRksHupTVEQ7YbA0FsZK,2
8,267360,130.141,1,0.0,7wuJGgpTNzbUyn26IOY6rj,4
6,270333,95.99,1,0.0,3X7uFMzJrEE0sxn62qd8Ch,4
0,245640,108.873,0,0.000311,2KH16WveTQWT6KOG9Rg6e2,2
5,228000,116.624,1,0.0,0odIT9B9BvOCnXfS0e4lB5,4
5,213067,122.429,1,0.137,7HKez549fwJQDzx3zLjHKC,4
11,280400,124.945,0,0.000169,4ByEFOBuLXpCqvO1kw8Wdm,0
7,175747,97.527,1,0.0,4YwbSZaYeYja8Umyt222Qf,4
11,339320,125.035,0,2.17e-05,3koCCeSaVUyrRo3N2gHrd8,0
9,236920,117.656,0,0.0,3L7RtEcu1Hw3OXrpnthngx,0
1,220627,114.031,1,9.91e-05,7oOOI85fVQvVnK5ynNMdW7,5
10,256173,76.698,1,3.34e-06,1GeNWyZtCHbcp3ZWp8GTOO,4
0,264333,177.679,1,0.0,4LFwNJWoj74Yd71fIr1W8x,1
5,296080,144.091,1,0.0,6OnfBiiSc9RGKiBKKtZXgQ,1
2,263040,111.346,1,0.0181,3fH4KjXFYMmljxrcGrbPj9,5
3,215133,157.17,0,0.0,34x6hEJgGAOQvmlMql5Ige,2
5,280000,128.433,1,0.00647,0qxYx4F3vm1AOnfux6dDxP,4
8,257760,118.193,1,0.468,2bCQHF9gdG5BNDVuEIEnNk,4
1,206360,116.271,1,0.0,63CHa6rmamv9OsehkRD8oz,5
0,240280,136.506,1,7.51e-06,22sLuJYcvZOSoLLRYev1s5,5
1,262240,113.535,1,1.57e-06,6RNDeRnWsRMjPdNVgupZCs,5
1,155880,88.591,0,0.0299,3PzsbWSQdLCKDLxn7YZfkM,2
6,294720,126.15,1,0.000766,3oEkrIfXfSh9zGnE7eBzSV,4
11,273173,88.825,0,8.56e-05,7j74lucZ59vqN67Ipe2ZcY,0
5,234333,118.773,1,2.92e-05,2olVm1lHicpveMAo4AUDRB,4
7,237053,122.491,0,3.21e-06,3cbV252akVZInSvJk7jAYX,0
7,287733,145.024,1,0.0,3Cx4yrFaX8CeHwBMReOWXI,1
11,365467,118.881,1,0.0461,46eu3SBuFCXWsPT39Yg3tJ,4
2,274467,133.481,0,0.00396,4euAGZTszWPrriggYK0HG9,2
1,218733,175.088,1,0.00026,54b8qPFqYqIndfdxiLApea,1
5,251067,109.882,1,0.0,31H6au3jhblhr6MMJiXnCq,4
2,193120,74.375,1,0.0,2DjWsDGgL1xNbhnr7f6t5F,5
3,322133,101.967,0,0.00269,1NCuYqMc8hKMb4cpNTcJbD,2
1,242733,99.9,0,1.38e-05,6r8k1vznHrzlEKYxL4dZEe,2
8,236933,81.833,1,4.84e-05,7G7tgVYORlDuVprcYHuFJh,4
7,178360,114.02,1,2.76e-06,7gSQv1OHpkIoAdUiRLdmI6,4
2,260573,81.909,1,0.0626,44aTAUBF0g6sMkMNE8I5kd,5
6,195147,128.175,0,0.0702,1ChulFMnwxoD74Me8eX2TU,2
6,255733,95.769,1,0.0,15MJ5NThPjj6xhPcts8MiY,4
9,348333,150.055,0,1.13e-05,5Hyr47BBGpvOfcykSCcaw9,0
5,302413,134.546,0,0.00918,5vmRQ3zELMLUQPo2FLQ76x,2
4,232467,95.361,1,1.3e-06,4ZhPLoMzZwewHLLjV1J15c,5
11,304133,112.751,0,0.00183,0e3yhVeNaTfKIWQRw9U9sY,0
2,215773,108.804,1,0.000188,4d6eqRtpDX7tydHJGDZUBQ,5
7,226240,111.485,1,0.00138,62LJFaYihsdVrrkgUOJC05,4
4,219667,149.186,1,0.0,1hlveB9M6ijHZRbzZ2teyh,1
5,220311,108.709,1,1.02e-05,4JfuiOWlWCkjP6OKurHjSn,4
11,222320,107.115,0,0.0194,3ZZq9396zv8pcn5GYVhxUi,0
1,183733,89.119,1,1.32e-05,4uOKFydzAejjSFqYbv1XPt,5
6,246440,106.679,0,0.00382,6JNJERZGJwDVgkmbohBw7u,2
2,270080,118.698,0,8.85e-06,5XcZRgJv3zMhTqCyESjQrF,2
0,245413,122.632,1,0.65,0B5kY9i9bmP7554oU4jRoO,3
11,229240,74.008,1,0.0,36lkJSDyMEZoWTqtRj8Q8q,4
2,221053,124.825,1,8.3e-05,4CoSCPlKNrWli7E5kFtbcl,5
7,201693,138.158,1,0.00109,71SvEDmsOwIWw1IozsZoMA,1
10,184480,110.077,1,0.0,1mCsF9Tw4AkIZOjvZbZZdT,4
10,226333,114.223,1,0.0132,2aEuA8PSqLa17Y4hKPj5rr,4
9,294773,156.344,1,1.82e-05,5WwqdeavrQrbeAMDxGawse,1
1,328093,86.063,0,0.0,5JvsxPAHsGxwNq4xto2HtM,2
4,234653,149.206,1,2.03e-06,3OeUlriM0EZHdWleJtjoVr,1
9,254493,103.965,1,6.63e-06,43btz2xjMKpcmjkuRsvxyg,4
5,264907,130.879,1,0.00771,19Ym5Sg0YyOCa6ao21bdoG,4
0,200293,174.732,1,0.0,4rcHWl68ai6KvpXlc8vbnE,1
5,258333,144.983,1,2.95e-06,1eyq8cjUQ2daFthW2PC2GM,1
0,220627,127.568,1,1.16e-06,39lSeqnyjZJejRuaREfyLL,5
9,230667,152.445,0,1.91e-05,0X1sqQ652p1sceKM2nJlIJ,0
5,230640,184.348,0,0.000322,1ot6jEe4w4hYnsOPjd3xKQ,1
7,331200,80.647,0,0.000147,37BTh5g05cxBIRYMbw8g2T,0
9,222427,129.885,0,0.0,56KqaFSGTb7ifpt16t5Y1N,0
9,226706,136.822,0,0.0028,4S1VYqwfkLit9mKVY3MXoo,0
2,209520,167.026,1,1.36e-06,4HA2jo7wkMdN1lmLO6ryzE,1
