danceability,tempo,energy,valence,mode,id,cluster
0.58,97.0,0.841,0.85,0,72R08p6rgsH9xCYu5xcfCS,4
0.314,73.191,0.83,0.194,1,1nx0EzitUaNF08xrQunABp,6
0.538,118.994,0.769,0.34,1,7jxszj5PkDm69WQGda2S21,0
0.341,128.931,0.764,0.239,1,0AVIswXP3Q5FnlorjU0DbI,8
0.633,117.049,0.925,0.472,0,7x7WyzZjrXd1oruLCcTnhw,13
0.468,159.948,0.959,0.527,1,10jugZSxm3weVkTSSO8LFR,10
0.301,77.057,0.893,0.213,1,5dzvsWBcAxt4onHIDYSDHz,6
0.498,140.028,0.986,0.328,0,0BvFgXSJZ1irgFEbhHT5hc,3
0.54,134.99,0.87,0.703,1,4lUubz3TMfHfQDJl0mAo2l,10
0.475,96.382,0.94,0.448,1,0j4FFgyRleA5IbWP4BmlIC,6
0.162,148.653,0.818,0.464,0,5APY2t9RdWVJSg4jDObkip,3
0.595,136.047,0.604,0.254,1,0ufX7CKKUMCAknALKH5Cmq,0
0.654,81.095,0.801,0.458,1,24W4uqcDvJCer0Eodsu12Z,6
0.532,86.991,0.886,0.435,0,5WwPOiBVI4Y2nrMubCneOy,1
0.415,128.229,0.901,0.424,1,1gq5tbU9FTm90duAZtDZUv,8
0.56,119.88,0.623,0.479,1,5Key8WcA9y3rW9BC9ZrGME,0
0.658,108.016,0.814,0.69,1,6V0A3jkb9ntudO0kmcJ1xd,12
0.472,151.913,0.63,0.511,0,3bTJRzsVHaL4JOmmNX4Cm3,11
0.312,161.755,0.906,0.399,0,6pLzzki6vNk6EZO0cSVpPl,3
0.522,92.889,0.811,0.466,0,3VuJi1qJ2gcL7XHjEJZuga,1
0.467,77.005,0.598,0.43,0,0pu3kHgI5lFwbPXQFK8CGz,1
0.566,128.137,0.829,0.533,1,0Owkb88GE9Zp1NQex6vpaj,0
0.364,157.675,0.877,0.382,1,5PUTXDqo5aGHoGbAhYm5ZT,8
0.543,122.016,0.739,0.665,1,2cop97v0W8YcsI7KBvOrUu,12
0.477,90.525,0.955,0.715,1,2hOB1WsQRTLgVxeXaz7F73,6
0.502,74.998,0.839,0.397,1,5lpqOgHzc3UmcgULPKtoSD,6
0.71,119.877,0.604,0.338,0,6i7Xiao5B0cNpR3lFqrf9P,13
0.5,122.813,0.675,0.614,1,7dNDyDsDdN2X2n0cWIon5e,12
0.443,85.532,0.43,0.32,1,126giU8BEn5WzeJGkFhD0d,5
0.491,146.654,0.793,0.459,1,6PmMCUt0JI6vrlVOFI6qM9,8
0.747,129.976,0.842,0.558,1,2w1PqXuQG6Fjum7259GzO8,12
0.395,155.929,0.905,0.351,1,3qRiuJRs7u3Aj2AXkzbmD4,8
0.45,118.701,0.947,0.298,0,5VqnXEcxWfLdnsXBVjEpWx,3
0.431,180.009,0.884,0.642,1,1JUpOhMBQefPehm8W2tclo,10
0.557,80.981,0.725,0.479,1,4i4gcJSMofr3Pe9YWThzRp,6
0.467,78.539,0.532,0.482,0,01RPOnIW38TuFv0CvHdVmz,1
0.386,101.817,0.979,0.16,0,2sRuCtlSlAjjAnw5VWktQ8,3
0.202,194.876,0.742,0.155,1,4nMUPQeTor23d8RxiiJO9W,8
0.63,134.981,0.884,0.637,1,1uxPC9Sqn1bMLhUaTqFjye,12
0.629,103.002,0.856,0.632,0,7dMev0fBdUJA7GnEHNyYLs,4
0.391,145.904,0.926,0.359,0,38vs4sreYIEWp6niXlaKDA,3
0.523,188.137,0.896,0.639,0,79DQcqdOuzHH5g0fI8KShf,11
0.493,96.997,0.943,0.493,1,6ISZ6sKcNBdYJS7XYHm5cV,6
0.401,82.133,0.591,0.691,1,2lYTIEA8KJQWysrhXDogcD,6
0.372,92.041,0.978,0.395,1,0ldybyyoztnIBPsqZWjPNF,6
0.417,143.975,0.919,0.438,0,55mdS8S3yfaFlQkFmfTEYU,3
0.438,95.775,0.778,0.457,1,3Vm5T4ZUrPXXkJ5YXqfvMX,6
0.445,90.979,0.917,0.582,1,7mVYYM1jFHP5d5ygTgjrf6,6
0.429,79.529,0.873,0.439,1,2IHxrbIAQB5sRZTGYvEd01,6
0.365,73.93,0.778,0.712,0,13gax9oQUwc13mshdh7C2j,1
0.444,150.134,0.926,0.279,1,3MDZ9jGIlOElt3hfHVOOAa,8
0.51,79.994,0.697,0.832,1,7IK9YaeFV0wEZmtDl9B2XK,12
0.703,129.984,0.672,0.527,1,1r7PBed0nZQo31UU1g0aRA,0
0.39,141.983,0.629,0.162,0,0LSzBkkQZZkwV656r6etLg,3
0.633,92.973,0.778,0.606,1,36ctXtkmh0ot5PTBhlr9vJ,12
0.505,81.978,0.911,0.281,0,3lCfyDeaEYxEvJSnhv1ek3,1
0.374,132.835,0.951,0.48,0,3li81Hq4UMXw8iDQboaL2y,3
0.322,130.509,0.899,0.642,1,4k5L5CO5mTIVwdsu6vsIFl,10
0.282,175.798,0.843,0.418,0,2WRk6RxETSwdsg2dhtnXxc,11
0.327,79.975,0.904,0.508,0,0QZ3iagvfN7158bVgqIkPR,1
0.363,175.919,0.787,0.202,1,03wKMRNYVvw6s9nm4I4jUS,8
0.574,169.973,0.947,0.717,1,0xVAczAoamCuTdRSPysrj1,10
0.512,122.759,0.859,0.529,1,53Gb8Nw4rYNcyQrdGe3ACO,6
0.648,99.995,0.576,0.651,1,4rZaSU1gqk7zkywTDqxGeX,12
0.698,127.979,0.736,0.822,1,4qHSciBVrNNpUlI8TT9CHQ,12
0.613,81.964,0.627,0.621,1,5jagZTtWOjehhhr9whpn0Z,6
0.634,82.003,0.779,0.562,1,3lWwsRSWeSTXUBTJeuRPPg,6
0.516,147.914,0.7,0.343,1,5nCWfBPzdbgXstg99AUTEb,8
0.502,129.993,0.883,0.126,1,6SgKK2Lj3kMcX2tqLqJxkP,0
0.607,84.942,0.697,0.563,1,2qeIFUwxU7f44PUgeahCPo,6
0.411,168.034,0.813,0.643,0,45AbDqJVqVU7nOxtW4SUTG,11
0.581,102.112,0.821,0.561,1,7BVo8X0ckrgdSwOwvKEcjh,6
0.476,95.231,0.861,0.0861,0,2wBEMqe81CXIX88kph8GBO,1
0.395,122.822,0.581,0.4,1,696wtDyZUK2UJgu0fsVGIT,6
0.207,175.941,0.867,0.471,1,55kiPvtypgGabvBYq53O8E,8
0.417,127.884,0.706,0.512,0,7yoBjKO6cCnK3zV8gr1k4e,11
0.414,157.805,0.955,0.687,1,2zKi6xzM7MmdFg9JIltwu7,10
0.325,148.446,0.903,0.401,1,7d9sZF7jmepe2EYdETlNWK,8
0.515,83.541,0.752,0.503,0,7aO35V27YDi4hKOL9odSya,1
0.471,82.332,0.802,0.406,0,3MHQIhSrgQsFYLo6JLioDX,1
0.475,156.136,0.844,0.554,0,4CEqDmkqD7illXHuym76V6,11
0.571,72.974,0.405,0.398,1,0qbZvLGXmGCgnjPmCzApBb,5
0.401,168.031,0.641,0.476,1,5ixdi1J5GIRKmmwqJiyINe,8
0.523,125.886,0.8,0.604,1,3OtId2P71K4wGAAJk8QCIR,12
0.448,146.036,0.847,0.118,1,1kdKw9kOzfBglaRbF0NUsV,8
0.496,112.951,0.948,0.354,0,4l7F39cJ9mejxpuDp8rUX0,3
0.391,83.81,0.8,0.398,1,11FvComd16zZX61DrlP3o1,6
0.383,79.362,0.917,0.443,0,3LBkRFoMoyWzhdUeIMJKrc,1
0.44,144.039,0.533,0.461,1,1szDKbUMeO9mGFG4YEGCJ4,8
0.563,112.48,0.939,0.587,1,5w3GzMoxcXp5azirKIxJza,6
0.163,167.872,0.843,0.616,1,5cwZFTdktFh5XjRglkqJYr,8
0.374,139.904,0.802,0.301,1,3V3JJZVln8sC8V6raJNmKk,8
0.515,139.96,0.698,0.194,0,1euszbbvkUzQzIhZUWFmXG,3
0.457,154.038,0.941,0.704,1,7aQT5OB4zEgyyxfRDbOBIt,10
0.604,84.691,0.665,0.48,1,0BnzymJQLY5a3YHODuaYbO,6
0.374,144.774,0.79,0.469,0,08yhz3ei8jgCmwcsHZTSAa,11
0.46,138.919,0.953,0.24,1,6PgYxALBTd2JmgsU8neAUz,8
0.498,178.018,0.761,0.537,1,68vTrjlrczwHWioLZ5p0Rt,10
0.438,105.159,0.71,0.725,1,675pQka4krUCyb7zMX3M7y,6
0.597,100.442,0.915,0.555,0,4gm6JpO3YOcogcjdtPqHWK,1
0.593,119.522,0.781,0.657,1,7MjRtWS2teufvOiMM0BARZ,12
0.65,139.952,0.678,0.434,1,4Ah9x6y0X02TeazteMaypU,0
0.405,126.167,0.539,0.0384,1,2S7R4trL4HITPIfvKUxcA4,2
0.417,94.214,0.63,0.341,1,2LMq1O0NiqGhPOlXo3McYQ,6
0.62,87.507,0.957,0.478,1,5SOuMXd2jaCZY8m3sjzohx,6
0.525,123.696,0.578,0.537,1,4xlEKYv7HmC8zXoJIbpZKM,0
0.603,131.532,0.868,0.679,0,3XBPCbTU9rSGuyuK7Xbj4B,11
0.448,93.973,0.953,0.504,1,6VhKqO2krkpQ9TEJSpZlbG,6
0.348,146.332,0.633,0.713,1,5C0wlC8WJeiGbuI2THoG1U,10
0.756,128.039,0.804,0.884,0,7rfsMduLxpnpfVs2PYZDPA,4
0.303,113.209,0.791,0.151,1,0Bm4fjn2AeXeA1x12hoySt,6
0.733,123.071,0.882,0.854,0,3huV7eiNpaQlCB3LbZi9bB,4
0.529,79.463,0.754,0.422,0,3O1rkVw6tpDizXzHqMZfh5,1
0.613,142.961,0.754,0.63,1,4lEnkalPpZEYgTzV5t9oJL,10
0.632,109.593,0.586,0.509,1,4vmgP10TH0YYqJkzr8yLW0,5
0.645,79.986,0.821,0.682,1,6qxQLXOAboXpXHcHTMYC1K,12
0.278,189.664,0.961,0.752,1,7uJLdyIAaYLGT0oLw7I6b3,10
0.601,114.991,0.723,0.581,0,5aFGo8wHEntVxFI8IF7Wuj,4
0.493,144.258,0.719,0.209,0,59n8RDNnJn29BTFaPTIRZy,3
0.368,119.113,0.921,0.451,0,1DJVvKIX6niMWGUitYkM1f,3
0.403,81.675,0.394,0.471,1,4WeeCdOInoH5HyO8xcxiAt,5
0.584,110.979,0.799,0.368,1,0Aergaee1PD3zbWcjxcUJl,0
0.345,170.053,0.814,0.329,0,6XEPaRg8LRsVb4OMJGxmDG,3
0.406,93.274,0.919,0.601,0,01qLRZjy5hnWDdqKuM6AJh,1
0.579,132.913,0.72,0.644,0,1g9gUDaH8idPgZcLZAa7Qx,11
0.626,158.516,0.949,0.967,0,68HGqHHc41qmJHUWlLUKCd,11
0.547,142.37,0.394,0.17,0,2CtemffYhT0DJWcT1XW047,7
0.417,144.591,0.913,0.439,0,2TAQ9YGehOKWDqDak5DuXc,3
0.543,150.132,0.423,0.355,1,77YKoNCjP5hWqiXMRG2839,0
0.392,92.698,0.642,0.129,1,2302lUwfZ4S4dVyPOCDFnQ,6
0.543,103.731,0.912,0.836,1,4ePP9So5xRzspjLFVVbj90,12
0.355,106.392,0.791,0.758,1,6gZVQvQZOFpzIy3HblJ20F,6
0.635,108.003,0.937,0.779,1,6mfkHv00I6jhHIn7EWHJ2N,12
0.456,82.539,0.826,0.415,1,0u5aO1GYsIhAWCPuXdwnak,6
0.143,172.668,0.919,0.201,1,6dJODklApmve5IzgKWUqV2,8
0.547,89.996,0.714,0.541,0,2oDqmfa2g8W893LlwJG1qu,1
0.456,183.569,0.752,0.897,0,0fsz7tJ7UKXT9hliLfO7aE,11
0.427,103.523,0.952,0.588,1,39sICagGOiysHxoIBRyLLi,6
0.804,95.721,0.696,0.657,1,3B4q6KbHbGV51HO3GznBFF,12
0.478,133.135,0.923,0.165,1,2Srd8Jgif3kc6ou6Z4pSYJ,8
0.552,89.518,0.645,0.588,1,3mhOmh4tRKsMfnRmgZfeBm,6
0.507,142.398,0.882,0.907,1,02ZdZqhpfrPnxwyakXgxB8,10
0.358,174.238,0.893,0.262,0,4ReyTz0y3TGkX48wO3Llot,3
0.361,144.97,0.901,0.482,0,7cz70nyRXlCJOE85whEkgU,3
0.526,136.203,0.762,0.505,0,263aNAQCeFSWipk896byo6,11
0.501,122.458,0.803,0.738,1,1O2ACd0zg4GYgQRhLBGYDV,12
0.59,120.051,0.802,0.696,1,0h4fRpHrxBeR3XWHmcolaU,12
0.292,151.412,0.714,0.462,1,24tO365YW6lcZr1hN4Ukzj,8
0.491,100.446,0.942,0.387,1,37EJtTS7jT5WUyXGZzrwnI,6
0.384,137.834,0.735,0.312,1,3CtphwpjC0XjIVpLFvGiQR,8
0.599,103.68,0.957,0.489,1,1wsRitfRRtWyEapl0q22o8,6
0.579,152.002,0.812,0.278,0,1Y13csEpu3TK5gQdzGLrd8,3
0.543,80.923,0.79,0.339,1,6u1yKoh00WaoSpNp46RzKF,6
0.418,181.174,0.945,0.696,1,1ru5R5iSawvuMELqKXxLjS,10
0.444,94.82,0.884,0.296,1,48sJGpBLqQTs0sZ2ImHJof,6
0.48,114.674,0.795,0.432,0,74KI6d8jEM2zwOAo3luayU,1
0.541,98.986,0.776,0.282,1,6q4aoWgTQ8td2AvqQXuFqm,6
0.76,92.324,0.702,0.659,0,18ZOH3KKu5Elt5ysocFyX4,4
0.206,92.615,0.965,0.168,1,4Uiw0Sl9yskBaC6P4DcdVD,6
0.474,93.02,0.905,0.322,0,5wq8wceQvaFlOZovDtfr0j,1
0.563,81.094,0.536,0.312,1,2qRZm3cGCUPK40j3g0G5cN,5
0.331,175.293,0.885,0.589,1,6L4fEE9awoUnSEy1bmQebb,10
0.597,126.066,0.892,0.939,0,60wTHSJ0PxxwZDiSLiFaQX,4
0.48,96.062,0.793,0.425,1,6IsnrcSZvmmd5db8QpQb91,6
0.499,80.175,0.794,0.185,1,136biHnnfSnXsp9Bi2hZ4f,6
0.415,95.433,0.966,0.309,1,368RLF0YBCX8FyB4RGkaVq,6
0.641,144.982,0.559,0.523,0,0Oqc0kKFsQ6MhFOLBNZIGX,11
0.645,74.989,0.713,0.566,1,2Z8WuEywRWYTKe1NybPQEW,6
0.654,114.623,0.81,0.661,0,2MLHyLy5z5l5YRp7momlgw,4
0.423,146.995,0.913,0.596,1,751srcHf5tUqcEa9pRCQwP,10
0.731,82.488,0.626,0.862,1,1sx0XsWUusUoPstbvokZjP,12
0.885,114.016,0.581,0.728,1,6vECYJHxYmm3Ydt3fF01pE,12
0.7,91.959,0.742,0.197,0,2oaK4JLVnmRGIO9ytBE1bt,13
0.563,139.0,0.739,0.775,0,3GBApU0NuzH4hKZq4NOSdA,11
0.526,105.009,0.712,0.32,0,1eyzqe2QqGZUmfcPZtrIyt,1
0.637,99.995,0.864,0.706,1,2RiBogNRfulkNf7fVbPOrJ,12
0.706,94.98,0.824,0.86,1,1SgUjGzbmmMOsGFTVwQ59L,12
0.454,184.353,0.66,0.568,1,0TkJIyL69RAUIbNwGub6uR,10
0.551,174.917,0.819,0.846,1,3AydAydLzyyZutA0375XIz,10
0.835,99.701,0.648,0.674,1,3uPfVXcjnpOjyzI3jb3js4,12
0.608,87.956,0.638,0.457,1,04WxFTgT3bEvX1WOYzT5Ky,6
0.883,89.025,0.713,0.855,1,3wA4ronkc8ZcPXUP0fDgYA,12
0.659,166.163,0.727,0.748,0,51UtgWS4z1eMPuLQOzPtNH,11
0.591,147.974,0.794,0.875,0,6GsP3uMCd0Dn5T37C93waZ,11
0.722,114.983,0.706,0.715,0,40gooTta3y4FgzXaMOGDJL,4
0.421,111.118,0.693,0.59,1,3LwjMORRPuf7j7WiFHW350,6
0.869,141.017,0.538,0.742,0,35cWnQKyLjmzkq81M51D9n,4
0.837,78.746,0.478,0.81,0,1AO26gK1sI6PoFY9eUF8yV,4
0.79,123.984,0.744,0.798,0,35iR1qzexmbcUSgA01S4gI,4
0.641,114.677,0.773,0.555,1,0MtRE3z0MqQp9ZgYVW9s8u,12
0.68,169.987,0.878,0.769,0,3YbtjYddK11NTDdUpC4nGp,11
0.597,99.888,0.786,0.666,1,3kb38wezoUA8ki5jPYy3t5,12
0.87,126.967,0.699,0.726,0,0mBkoM8r7KAQzZij5swTUL,4
0.451,113.39,0.97,0.532,1,1upVvXlWQUwAPuLN3oh8lk,6
0.626,136.046,0.62,0.869,1,1g3hJAu22j2gINrSTSpwp0,12
0.659,85.027,0.641,0.728,0,4BMBpU3AbNPjsHk41S0uSl,4
0.454,161.905,0.815,0.337,1,4telT9zZWgv4d8gD4WZrlA,8
0.401,116.023,0.723,0.781,1,2TV9fAIDDJ3dMwJCj1a5pc,6
0.712,120.065,0.74,0.532,1,2bCFAFxw6uLRu3Mk1jF9E0,12
0.803,115.041,0.636,0.767,1,1w91afusaBA7N1Hf6ApAXF,12
0.616,79.919,0.657,0.927,1,6t6bOh1jmVcRke7rmzAegb,12
0.743,110.832,0.67,0.934,0,6NcHJ23mLQKnVxQcOmT7JW,4
0.335,194.913,0.936,0.758,1,6rBrGzyNGJt6Z4NMzW1nMA,10
0.575,113.075,0.854,0.587,0,06ClI3XK2FPR5uP8tPcFS1,4
0.561,90.999,0.805,0.727,1,6vWaOUGVNbe7wx6X3EddAF,12
0.791,90.023,0.798,0.532,1,3xPrdaCplbZRvgJiOBmGs4,12
0.648,105.03,0.75,0.556,1,3uJsg8xIH7OpWHxuJaMLJX,12
0.712,122.01,0.768,0.316,0,3R4rGlA4MbG0I3XjfsH8If,13
0.551,79.984,0.741,0.399,1,384TqRlwlMfeUAODhXfF3O,6
0.706,103.462,0.609,0.878,1,4DR5MStkWtDYf17jBUOo0V,12
0.624,155.249,0.886,0.772,1,22yfTobyBNSSJXWIlNjPgt,10
0.658,207.887,0.695,0.735,1,5Cahcx215DE2oK6hemixF4,10
0.594,198.103,0.851,0.885,1,0WZ5paMR4zJAdjkBgCVAYN,10
0.781,100.043,0.726,0.605,1,0ByROqFlBxTQeX4XlvE7Gk,12
0.56,92.965,0.941,0.541,1,38GuP87aSI8phjYj7TzZK8,6
0.634,118.937,0.743,0.243,1,2dq863fgcwToMdBxaPlyyT,0
0.647,145.035,0.545,0.341,0,1x9oZ6w67OMi1z6WoA6K2y,13
0.663,103.987,0.834,0.712,1,176zLXcj1PiFN7DATpBT1j,12
0.721,150.02,0.762,0.822,1,1vBRiaOSTr7IJlAeky4JX3,10
0.83,109.985,0.568,0.278,1,7aZkSXM4C6XBspwHaLSvaJ,0
0.813,105.997,0.774,0.909,0,5LtrJHnBO57EoVHsLR6xR8,4
0.687,100.014,0.898,0.436,0,1JQr89uc6xVkIwfS09ct8K,13
0.71,147.994,0.79,0.666,0,18uxxfbEuef5zO7KBaKfjV,11
0.814,126.003,0.711,0.878,1,6esi0H0bM3ORbJwgVVCoOt,12
0.697,83.986,0.771,0.662,0,3v5OftOHxaVpaaJ8NArHos,4
0.651,135.974,0.794,0.792,1,4zag02jtwumRcnPdYYr0Do,12
0.485,79.744,0.707,0.541,1,1wVklb85pKYaoCGx9jybqm,6
0.229,86.965,0.871,0.395,1,49YNXgHWiNSxz2wGtXCVZ7,6
0.747,90.035,0.743,0.672,0,3ZQgFtjJtmvUZZ8K5OBqIN,4
0.63,101.996,0.942,0.543,1,42UaTVeWaNaME7ttu61ykG,6
0.521,145.994,0.872,0.759,1,5RdHkLxnVnj1RZndX1Sj1T,10
0.711,90.042,0.689,0.617,1,3jaaCjDmM9wMEr42mMqrPo,12
0.528,157.949,0.856,0.901,0,7pV3R5btHH6ddO4FYUumej,11
0.621,163.901,0.668,0.685,1,4ARoMobdw8Pv6idjmbQUjJ,10
0.549,121.348,0.653,0.287,1,6bLU8e0LGyztE9iD5DWBQ1,0
0.717,142.01,0.51,0.831,1,79vEv8zqy9tLYsTxxkXHXq,12
0.697,82.029,0.336,0.31,1,2TktkzfozZifbQhXjT6I33,5
0.554,118.925,0.38,0.284,1,6G1Mz5yMgn0ydOlIvTrZ65,5
0.64,116.879,0.74,0.785,1,6K4t31amVTZDgR3sKmwUJJ,12
0.579,179.949,0.558,0.506,1,7nzsY8vlnKdvGOEE0rjAXZ,10
0.518,156.879,0.729,0.343,0,6w8pFOKn42O418qwcQElZ3,3
0.466,154.914,0.763,0.293,1,5Az8KU81g2aLBbJN67F2CI,8
0.45,143.861,0.794,0.362,1,0awZwmlC6pxH65KTZpadmX,8
0.34,174.705,0.523,0.226,1,1B10XgaxSXRLAFq967oMpF,8
0.54,90.012,0.661,0.506,0,6lFUdRItQEsEuD7dSINL47,1
0.466,74.747,0.496,0.352,1,0QQIhT6PtJ5glyn4HKNKQ6,5
0.542,134.984,0.867,0.326,0,4AewKenHXKBt643p473xCk,3
0.495,104.05,0.931,0.617,0,3f7OyfSoDbQC0LRDQiytPp,1
0.617,100.363,0.778,0.152,0,5VfEuwErhx6X4eaPbyBfyu,13
0.648,96.017,0.718,0.785,0,1LPGwuFgIzbJoShfDdw7MY,4
0.532,151.879,0.392,0.352,1,1tYOB844iD7HxHvPtwDPNu,2
0.671,85.002,0.463,0.347,1,5ngcqrs4Xq915GUqNtNNr5,5
0.79,123.984,0.744,0.798,0,0eZmBWVC1HYayrP2fqQ7nu,4
0.593,170.0,0.697,0.428,1,67YPjbcxUypwNOwYBZquq1,10
0.616,94.011,0.88,0.751,1,6zQyu8L8yUuJkl6LbQ6iKU,12
0.62,157.991,0.773,0.934,1,7Cva2EgJougx6O6M5xgWAq,10
0.539,159.986,0.788,0.357,0,6ubPFMzlIg73d1jzzWcC8B,11
0.359,113.852,0.622,0.398,0,4xmv6NGg9arNPmANOa4cjq,1
0.449,117.407,0.481,0.212,1,59yTEzjOYeugvF9WKAvONs,5
0.321,165.886,0.901,0.415,1,0O5q2h0kfQD6PixL7rCHuL,8
0.457,156.907,0.559,0.41,1,20wnO4hGXbWvIPDEmED8gM,8
0.518,127.965,0.895,0.278,0,61YcJKRn2y1si5jGc7LUIN,3
0.466,89.955,0.404,0.235,1,4JAFlkYkNy1MM6zOqRbiGp,5
0.79,119.001,0.737,0.693,1,5p0bEz7DNsULez2X9yrNGa,12
0.575,146.072,0.823,0.872,1,0Z250T6pdgYBawnGvmAY13,10
0.677,82.016,0.649,0.787,1,17ZnveSDBpG9QtL7zLJNPy,12
0.594,94.14,0.468,0.299,1,3tZXR1QTZihYHLIdByiNh3,5
0.468,140.031,0.362,0.257,1,0v55XuHDYNj4ELPzpRnNo0,2
0.583,95.923,0.45,0.492,1,2i8fcnTT5iItxMNwa8mfr3,5
0.648,92.002,0.7,0.929,1,5wLhOIYBr7i5k8MPaXJYjh,12
0.561,161.945,0.753,0.285,0,5dS9u36myZ35YBrhgqAIle,3
0.576,95.974,0.697,0.701,1,1erXDiGCnmUQvG6DZRqpuM,12
0.726,91.966,0.861,0.711,1,4kK14radw0XfwxJDPt9tnP,12
0.661,120.003,0.853,0.82,1,4jqxfm3BEhHPJ4awPsQ3Sl,12
0.498,104.969,0.702,0.404,1,6PsqixVNSE6N4WamoMFISK,6
0.547,141.954,0.53,0.303,0,3VOrtLsn6VBoqfcB8BqIU0,13
0.633,127.397,0.831,0.243,1,7eZyj92v6bZsoQ85MxWZsO,0
0.376,155.726,0.52,0.353,1,5HVHYpNllysLkUEduWKqlg,8
0.421,114.882,0.445,0.272,1,5ShMDjPL7vYhhdyGGppXm9,5
0.329,74.126,0.603,0.353,1,36d2zV9oeEiDlkZmiZaZE1,6
0.51,82.99,0.52,0.132,1,547VvUJcGmn26XJwHNueOa,5
0.319,50.92,0.337,0.0746,1,3wsFy2qbDtWRuAqzfu86hd,14
0.516,152.089,0.726,0.503,1,5uDo40mspcWNHDCLlKTLoJ,10
0.526,77.558,0.558,0.557,1,0BVZY0wh4lUICV71haiBR4,5
0.245,80.12,0.323,0.0388,1,4Ppc2CyPzXObEOLgDkP5ZR,14
0.432,144.916,0.901,0.636,1,4d2jmClFslZKu3lbDFKgez,10
0.642,144.088,0.56,0.607,1,5r1XMGZto3kRLwCHpUundp,10
0.544,157.03,0.931,0.755,0,3NNimGud58iHka1LHkda6D,11
0.666,127.451,0.252,0.646,1,0uVrbmcAomoohVaFnBSRid,5
0.658,166.937,0.787,0.778,0,5xPcLp3G2eaR2rrKHKsFME,11
0.523,99.924,0.461,0.198,1,3epaLFj2ClmXnvcuxHsih5,5
0.592,162.018,0.746,0.369,0,3EMovq7Gu8VH9Z86wEVVHn,11
0.418,120.075,0.567,0.4,1,0ubaYhZGFOEvEA1vMciCgN,6
0.511,160.866,0.766,0.603,1,5f20q1GsH6sr5tD91jgbyP,10
0.738,96.037,0.517,0.772,0,4yUZPM6OfAY1KJik9rsveW,4
0.532,92.036,0.598,0.133,0,3kr9H1n5OHezIhj8oA9gOX,1
0.669,149.186,0.904,0.728,0,5pqxLFVOwSS23rX0lobc86,11
0.714,102.971,0.555,0.329,0,2U6hcDLZHYRSd9Up0mMe9W,13
0.356,107.057,0.205,0.177,0,6bbEWtu7bQtl5a5cZStE0z,9
0.603,96.021,0.766,0.453,0,4fzOCrzbRLppR4wkN8bFzz,1
0.341,119.971,0.612,0.159,0,6zvbty1Vv0uR5Zajlx43gk,3
0.481,108.747,0.917,0.377,1,1f8G4jvkONnLMxJMx7V2Ck,6
0.606,170.007,0.781,0.632,1,6nlA3j4n3KAY8AgEGmos2o,10
0.508,121.795,0.491,0.141,1,28yYvFeocTDYzao76YVB75,0
0.494,127.923,0.645,0.103,0,2DZqu0ju4GPs4nJXm1XrQ1,3
0.374,80.767,0.563,0.264,0,46exzPPGwXU9Xcoz5u618b,1
0.571,140.027,0.504,0.184,1,0W18OZyj6fkWbjYIypxFIn,0
0.381,81.049,0.386,0.326,1,0auccbirOSgf38celsAEJA,5
0.453,64.065,0.636,0.046,1,74fBwFr3FdloVDSFemyNuD,6
0.464,168.135,0.839,0.221,1,0dApI39mMqaXSbSsq4J7kI,8
0.461,169.957,0.766,0.399,1,3EqHFfCSbX4Z1pX8JQ0c0r,8
0.612,160.116,0.805,0.7,1,6wxdyMsMqUHOeMffm1Gsch,10
0.407,186.25,0.535,0.144,1,38D7NvjAcztFI1FKetw08V,8
0.428,80.3,0.397,0.449,1,6wZ9pIuOLgKEkFDi5s1mPH,5
0.426,131.97,0.724,0.374,1,4xXJhn3Z0HXzA1OfH20mwP,8
0.577,100.01,0.771,0.632,1,59Bpb4X8kW3W6AesikWFoi,6
0.58,78.523,0.737,0.198,0,5RPx9i0nwUdzpvJcYFTe1D,1
0.612,147.017,0.528,0.154,1,6rTZiRHLPidlAirSd4yNd8,0
0.388,180.181,0.449,0.262,1,5EdmaSUzXzlOcCc44Jo206,8
0.644,75.008,0.506,0.489,1,3AsPDfysPpXHXm8JK85F3W,5
0.736,113.994,0.454,0.396,1,0oSHS50JBCzpgetwyPuf1d,5
0.522,128.938,0.773,0.378,1,1kdSGyQyX0mxq75KSgcjic,0
0.569,150.192,0.381,0.507,1,0GCngfjdoIbBBPisYkv3Y3,10
0.77,118.059,0.608,0.172,0,5etJs8H5GcjCboXNw6Rrg0,13
0.625,137.976,0.789,0.631,1,1LrgCvDcHuPnThKRKkeoqL,10
0.445,119.994,0.755,0.0692,1,1tSVf4MEdh8kVwKCmZw6uc,0
0.478,168.088,0.609,0.236,1,4gP55KOAwtv0qGuKq4YjLA,8
0.48,161.953,0.87,0.584,1,5rF6YUIlgiat22OT1lWspJ,10
0.831,120.143,0.69,0.701,1,6FLkXWDTvUc36qYYRhm4jg,12
0.476,110.026,0.867,0.466,1,5Uou8idst1XJc0F6MRAk5S,6
0.523,99.641,0.555,0.715,1,2NbS9E0ZZKAMJAppj8P53N,12
0.573,123.183,0.507,0.363,1,7l987hjMH9FBNXBE93Hrs7,0
0.666,92.747,0.657,0.434,1,23azGRczkSa6JF9JKKiBh2,5
0.745,99.053,0.692,0.896,0,2SrTIQZs2Dzv9WC538a8xM,4
0.421,172.916,0.645,0.716,1,6Oxs28sGtuS3RYlOmIu5K7,10
