danceability,tempo,energy,valence,mode,id,cluster
0.765,115.063,0.962,0.547,1,2CcQBQomdpTg3q97rj2Gp7,12
0.715,128.025,0.966,0.418,0,2h6fLwmfDafmP1ImJFFskj,13
0.668,149.943,0.895,0.5,1,5ZB6eNIi1eeF3QJ7T69exd,10
0.692,128.011,0.977,0.626,0,4DrsNByVNyPkIY2ZrFYy16,4
0.782,125.99,0.748,0.558,1,1wb3vmzdosCuTwmbe5MYyC,12
0.748,124.01,0.872,0.134,1,3j3PX04rM6SI8oNOl1T3n3,0
0.789,130.079,0.894,0.771,1,4enqcEaN9zRqZXlKltzyNC,12
0.533,123.994,0.955,0.0348,1,2aYs0Kg0Mt9XbmzPml3pND,0
0.886,126.011,0.742,0.744,0,2VvFtT6YXgtwcBjD8VMD24,4
0.748,115.009,0.828,0.421,1,0nKeZkMxxMPp37kCZOenbe,0
0.763,121.018,0.855,0.531,1,32SL0NKS1QiR7XUKzlqufJ,12
0.861,126.0,0.974,0.301,0,4Gc2dQj8FdnJzB6VZCKKF1,13
0.79,128.014,0.688,0.32,0,1kZAtr2I4RlXDcOpZ7yA1C,13
0.808,129.911,0.918,0.585,1,5DPkzkBSFFMY7u0QKSMIBC,12
0.662,124.901,0.958,0.515,1,35w074ZJpkCUCWtS0T2pvm,0
0.823,124.03,0.909,0.758,1,18RDXgNcOosDmIxB2Bk8ke,12
0.642,119.043,0.932,0.449,0,5brF58DyR90gbHuMJqD5of,13
0.809,122.012,0.871,0.637,1,2yBTcEYoW6jD1I1xosjcHd,12
0.86,121.959,0.85,0.361,0,6BRlY9uFQOfYhDY1B7vMJC,13
0.658,127.133,0.787,0.0773,1,3TDqXg8iAPzgGKqVEn4cup,0
0.75,125.999,0.794,0.0803,0,5KeWNOjXTGZd2qATxVBLF8,13
0.782,111.981,0.788,0.137,1,1lCSVEqFldH6cTMnm28M8k,0
0.842,124.986,0.925,0.436,1,6IUUBF1FgcO7oBLFs8xvj3,0
0.74,124.994,0.96,0.257,1,5iDws8ebHXlm1Nh7vUjJ9i,0
0.734,125.962,0.903,0.267,0,5DDzviNh0MzpuZrBiH8QM8,13
0.762,125.986,0.986,0.372,0,4P3WY1qYtJ0JcMHHm0bpvB,13
0.844,127.96,0.92,0.624,0,2rERUk5OXyi7VClesHrjHO,4
0.87,127.969,0.739,0.333,1,117bHhXQMRhZPpAQ9JF7PY,0
0.789,132.012,0.916,0.187,0,1MKqVGJElkzGwG3MidkwNI,13
0.812,125.015,0.972,0.323,1,3jncEfaHJl2BMGjwk2POgn,0
0.752,125.033,0.885,0.321,1,5fYnx6xU6bThE37aN1F4vH,0
0.775,123.967,0.704,0.473,1,1HhfEj6K1gObPfi1nQfOyN,0
0.896,132.052,0.898,0.665,1,19fbSSCnqvo0rmqCCsSHnN,12
0.839,127.983,0.938,0.773,0,3wlooR2v0HO309z0maRmO3,4
0.757,127.058,0.975,0.39,1,4mr00M5jfoSwK4oCUzCISj,0
0.806,128.04,0.92,0.935,0,3NeSlNBRvB4BMrxhA88Zke,4
0.814,128.011,0.614,0.275,0,7tAGnxLiQTU0EjezyOjUj2,13
0.741,125.057,0.813,0.572,0,2txuYleYPl5dOQMv70tlWD,4
0.817,127.984,0.912,0.251,0,3q696Hv2mRNvnlJGARCBQU,13
0.633,124.011,0.703,0.281,1,7up1kromWJY9ZoR747ngVV,0
0.769,129.992,0.923,0.817,1,1AH6GkZnybM0R5WZZTj7GF,12
0.697,117.986,0.701,0.41,1,4k6Emp6KJ4GNRyf6wUKODl,0
0.717,122.0,0.792,0.719,0,4Sjb4zaYIzn254xG2lC1Y9,4
0.729,129.992,0.995,0.961,0,5AEy1FpWJXqtwVOelRlZT1,4
0.626,123.958,0.929,0.682,0,5GiXra1IesFbyQxHsjWQ3M,4
0.75,116.054,0.819,0.614,0,2Oc5ez4PVPnIWAmYr8i99V,4
0.783,124.012,0.789,0.638,1,37V78aaqEliOSPJxVgxNfm,12
0.803,122.014,0.764,0.614,1,3WYqZhwammjFtFLfZfT38u,12
0.759,128.004,0.89,0.721,0,17gnbzWdHVTpyZP6FUvo0E,4
0.745,127.009,0.848,0.637,0,2Zp0oCiV6xQZjLHUzrTJxv,4
0.702,124.995,0.843,0.227,1,7Csd6ozp0Ci3ZDfvRgzrWz,0
0.763,124.01,0.732,0.488,0,0NPDoArWeGDBcGzO5m7g4t,13
0.73,122.004,0.754,0.418,0,5nbq4CyzheTl7BLPR3caJY,13
0.844,126.024,0.943,0.786,0,4zSTri8oBAAPhsQsPNfGue,4
0.753,118.035,0.792,0.788,0,154YAkNQuFHLV3LbP7gP1f,4
0.809,124.013,0.676,0.548,0,40bj08VSaRDyZ2Z94ystNs,4
0.729,123.006,0.69,0.75,1,6geg6XWPAxmwlVl8ZNYns0,12
0.767,119.981,0.643,0.699,0,3MySeyJCAKyPkTRvlvq7gm,4
0.641,130.051,0.947,0.939,0,2nIaXCaDBXXALg3gKajbLB,4
0.66,125.983,0.712,0.157,1,4tPQDofr1qmip4bbWFs9Qf,0
0.761,113.997,0.754,0.889,0,0y5D6gtFl3WNx06rOXLWJ6,4
0.717,119.984,0.807,0.627,0,7vApqfnpLqrKeR6VISh0wH,4
0.781,114.018,0.632,0.663,0,02CkWazM7YqypIxYKy3iSy,4
0.63,123.994,0.974,0.711,0,0r5vc5j9eWQv6f0JAns0Ii,4
0.692,128.011,0.776,0.633,0,1yiKEvsWURV5lAc2rs22Qq,4
0.778,121.028,0.613,0.931,1,7cpmk4IuNSWfg5XOrr2v8V,12
0.806,117.004,0.644,0.881,0,2wHeYDrniYngp3did3McYD,4
0.659,125.058,0.939,0.226,0,4KwWLMzhw4tA3hFCiMfhlB,13
0.764,122.988,0.77,0.666,0,2q4IaFpqebD6pMLvRrclvO,4
0.703,126.979,0.922,0.81,0,0HFUOO7GkVBUCYz1u2IcBM,4
0.748,112.002,0.944,0.841,1,24XXMhcnFDkF7c1PAvt42b,12
0.834,119.999,0.792,0.922,0,7f6a2LWROn1HQlG97hDIg6,4
0.794,110.019,0.615,0.718,0,1T6aL6TE96yG0iFlg9iKp5,4
0.672,126.026,0.777,0.623,0,5xbKD51JPTqbqLjWnvmnmF,4
0.446,114.842,0.65,0.441,1,0jnfcPhR4K98OgIwih63Wk,6
0.738,127.009,0.929,0.797,1,5XZgARVFrnVsMThGk0CFTl,12
0.657,125.997,0.788,0.455,1,1okhlrAG0YsKTx9PpPprXv,0
0.644,123.988,0.958,0.55,0,1dWVnxjhpYqkD1PrHI7GS2,4
0.722,127.018,0.753,0.781,1,5fR1gKyVaQOFsUe9XWz6Pg,12
0.74,122.04,0.513,0.854,1,4PoTuDwU3SXGsxdxG0fpCO,12
0.665,128.062,0.883,0.657,1,2wxdmzjFaMfNgbPjCJQRo7,12
0.702,119.986,0.393,0.288,1,5je0T2mebgdBzniXtS4A9Y,5
0.723,125.991,0.89,0.943,1,2c8WUPaH87mh35xf8i0SwG,12
0.762,122.044,0.838,0.889,0,1hx5zZoz6ARiIAss9hL7tz,4
0.85,127.033,0.931,0.619,0,6T8m7PxHhJb25OZmgWXSej,4
0.609,122.991,0.89,0.771,1,0ad5utq7FrurJIMujXWBwy,12
0.833,125.997,0.928,0.912,0,3yilgLESv6zoBnGPsRM7Qh,4
0.858,124.067,0.694,0.738,1,14K2ewiWrVf9qTRoT804Xm,12
0.618,114.986,0.87,0.12,0,5s3UTdgdjBnkRKmPeBEnyk,13
0.798,122.006,0.952,0.88,0,0CPP8Ln8Rl87Fl96zm9il8,4
0.671,123.986,0.972,0.847,0,3G5oXaBG274gRp1aHjnMvu,4
0.725,115.036,0.756,0.577,1,3RPHlHhb6g0rqcMVwwfxcF,12
0.748,123.996,0.786,0.664,0,6BwPstqf4RoRMbDidFWNxE,4
0.728,128.037,0.971,0.141,1,5czwOsSExLRO25zcnaJuRr,0
0.817,125.012,0.763,0.384,0,57UFzhgsL7Q4lxaEKosMSb,13
0.654,124.006,0.873,0.415,0,0rxEsBxxil046ZqipaCXle,13
0.783,128.019,0.789,0.853,0,4v7kKFlEDmpVToHOICsXaM,4
0.798,125.996,0.752,0.565,1,1HHnQYqcnlnE9q7LGFFGFj,12
0.731,121.03,0.904,0.328,0,08Cz11QoQysCqgDONUVXmL,13
0.829,126.018,0.939,0.504,1,0Sqo0vvIRcIQBD1XuTrH69,12
0.699,126.07,0.949,0.186,1,0dAfw35k2hBsnbSl74AVJF,0
0.864,127.002,0.452,0.223,1,6IqVq76K6UuJdYwZFgXosQ,0
0.739,124.981,0.858,0.518,1,5URyPutSQvq9tTbBYybv5n,12
0.643,124.928,0.945,0.49,0,4D8Jh26RrDmNTeXL43kXBE,13
0.819,126.007,0.824,0.463,1,42BdPV3FB2HVsvdokaIDJt,0
0.79,125.006,0.856,0.801,0,6wJJSeYggU23fFSiZoWj4U,4
0.689,140.004,0.769,0.246,1,7nMNn3PJJMjhipGwFedAm3,0
0.656,125.008,0.788,0.403,0,2jSVBVxFFQY15Ce0V8HUH9,13
0.698,126.01,0.846,0.485,1,1lA8kHc8maFVVa8pDXw2BN,0
0.738,123.001,0.651,0.289,0,5wk4ccb7pQYrFgxfkeuZOQ,13
0.775,125.934,0.713,0.299,0,2v0d2zo4bgHkge4B1O6e3c,13
0.715,124.0,0.862,0.152,0,7DDIVNWlbGJpQjVDDg8rXR,13
0.631,129.977,0.921,0.889,1,2EQgtNy4r3nNhp8kruQMaQ,12
0.868,123.997,0.69,0.457,0,2dwnD6tMYqp8zQmfg1XvNQ,13
0.809,125.008,0.953,0.873,0,7Fbx8mVJy36dsVq9IYTRXu,4
0.783,124.989,0.847,0.647,1,3lUJNlIFgP9lvunZIqgZH3,12
0.629,126.078,0.925,0.56,0,7lCJbb2VDyle5quhXkngaU,4
0.704,128.084,0.714,0.284,1,7K8B2mdPHwZKhyShkl55Bh,0
0.677,128.055,0.864,0.663,0,614o3Tg9I7Xv8xkovjSp7a,4
0.827,126.017,0.978,0.886,1,1Vh2puNQGk1IpIjZoxoOYz,12
0.607,119.978,0.743,0.0871,0,6hgIDN5RsdT3ujELVkZKGO,13
0.657,128.029,0.875,0.549,1,6mjCVjYkqyo4IG4nMhlpD2,12
0.727,126.063,0.94,0.397,1,1A9viOL3Wl4lNr6apKIfBC,0
0.774,123.982,0.854,0.84,1,4QoMRrDVsT1RVFq7Wy6xLM,12
0.811,126.049,0.759,0.423,0,6NxT9CHTUZx8BkOh6gCEvh,13
0.718,128.013,0.813,0.234,1,23YAweZPLgWqOTJdpvSv1O,0
0.843,129.967,0.861,0.518,1,2OvqYU6lo9GA6hO2jVttKm,12
0.708,125.97,0.85,0.51,1,0UaV0TmHdXvihhsbZeeIG4,0
0.685,126.046,0.846,0.255,0,5uxSxL44LynLj2xstL0ogf,13
0.675,123.922,0.795,0.604,1,2CwHctWzU9Woi5C5ZC5m38,12
0.741,125.004,0.902,0.743,0,4UV5qm4XHQETdXrVZjIsSU,4
0.834,122.029,0.736,0.335,0,0kbd4eKn7jyHTjdIBX6aZk,13
0.693,127.057,0.968,0.554,1,00WQxluVREF12JZkKWvio4,12
0.503,126.039,0.973,0.592,0,4MvA2osUdPQpDKNwuDjlM8,11
0.832,125.028,0.724,0.293,0,4Vq7Yn4AyMqIll2Xh5waNl,13
0.902,127.989,0.41,0.204,0,5pg2odADhTPe42uf0BghWA,13
0.855,128.024,0.959,0.22,1,2IyT4A7X7QYMAhEK6etsi3,0
0.724,124.998,0.822,0.631,0,0xjVvYD6h76UlNkGl3L7Q4,4
0.685,127.998,0.92,0.21,1,139Tpi5zztQtv42a36TlMB,0
0.759,125.041,0.837,0.703,1,1mcKSOFFc19eci3MVpMLEu,12
0.751,127.991,0.964,0.417,1,1wxgWPF7uUr9aHDC9QuMEO,0
0.816,122.028,0.796,0.702,0,1CE0qHhs1ptJg01dGROO2c,4
0.639,125.026,0.8,0.357,0,4IC1c5WgaeW1k3kAB7VMTH,13
0.798,124.061,0.78,0.434,0,3d3rarz1eXjs8BPGKoFNYQ,13
0.71,123.953,0.932,0.577,1,7KewOaneu1MC9RRrky8Oxc,12
0.818,127.961,0.855,0.711,1,5wJ7NwX3rC57OWT7A07iv0,12
0.609,130.018,0.933,0.219,0,1IEMI8XjtORqBnqc40SX8X,3
0.71,124.005,0.883,0.236,0,3eQZbK5mweA7WkbPnSaejl,13
0.677,126.064,0.706,0.154,1,36s3JG5whwTnqpgeqeDK7K,0
0.804,125.03,0.824,0.232,0,3Ay4JbFCfh7q7RIUScJQ1v,13
0.661,125.993,0.984,0.687,1,0qYS0cbvf7Ey5Hb0Af9pt3,12
0.802,126.101,0.752,0.557,0,7CXln4Z9LfQdsPpXaPrDQn,4
0.79,125.981,0.882,0.844,1,1kFs6riPsFjxz1VLb3H8yx,12
0.73,123.926,0.965,0.419,1,7HQEKWXO8oGMvnGSvhRK4j,0
0.638,125.995,0.844,0.24,0,6PFbJ9LyhPo5gbTpc08XGP,13
0.572,123.995,0.873,0.189,1,45H1RahLdHlhXfDNDFip1H,0
0.74,125.984,0.97,0.388,0,0TeIpXK4mS251xn4HNbL5x,13
0.73,126.037,0.845,0.523,1,0NUDi4qhj9lDtwNJqgFuXv,12
0.427,174.011,0.928,0.141,1,5tp6gaGhCCWHaqwuXVFuLk,8
0.387,174.093,0.869,0.167,1,52IcDtVT9Jngeh43s6ILew,8
0.538,174.132,0.868,0.153,0,3tsIswFyh9mWlj10tSbaDb,3
0.534,174.015,0.767,0.3,1,1PGirMzvw36N1ftzTKprpr,8
0.686,87.004,0.756,0.345,0,6IlL9Xlnm0Oq6wXSe6TH9v,1
0.376,173.941,0.969,0.493,0,3q2uX1BAjCiKmhEQiqWZTD,11
0.602,174.939,0.823,0.0998,0,14m8zaNe63k0jBzsCs1Flv,3
0.489,174.021,0.957,0.0659,1,2nQyEHecmmt0WE43mOsScr,8
0.528,174.06,0.991,0.679,1,2L1aZnDDgVANTgIKGCI5co,10
0.518,172.954,0.806,0.327,1,1J4EgK0zwGuLbZT9UBxtfn,8
0.517,173.91,0.865,0.107,0,28kPohGGsDT7hbOZVhpB8j,3
0.511,173.921,0.956,0.307,0,2Cg6f0J6nIK46GvOZSkQ8n,3
0.395,86.956,0.875,0.0656,0,6DJV0w34C2GAuKQqXzfHfy,1
0.536,86.999,0.786,0.0386,0,5QcGTv2ouoNyxQymQfKE4n,1
0.531,171.934,0.791,0.295,0,1rPbnnDI0chsjw2WAwq7Qp,3
0.451,172.094,0.917,0.6,0,08HCALU6WZhiFXyTsl7PE8,11
0.56,87.009,0.873,0.135,0,60FYYWyVBHGWgVOEsQweuS,1
0.548,87.001,0.685,0.152,1,7ml9LpCXsH88Ez1mJnFzTg,6
0.529,174.024,0.807,0.267,1,5FmD6Svf1V4A0ECU9wgsoq,8
0.454,173.797,0.977,0.311,1,0Rww3ql3uRmzTvLOVBFlpn,8
0.322,86.351,0.651,0.168,1,4KaYnQBP5CUorQKKuKmRUO,6
0.468,169.982,0.937,0.0364,1,0pdvvP1vP8zWRHeBCHdFbG,8
0.409,173.999,0.924,0.194,1,0FajeedO3qoZja4lEWEzPM,8
0.489,174.176,0.968,0.765,0,1vKWGVybCJaIDWlqZWJZAc,11
0.434,173.982,0.904,0.349,1,1QpSeLx3XbPAyjYAAe12w0,8
0.689,175.045,0.908,0.455,1,2DQuvfpU2uYaIk1BaBSJ15,10
0.59,174.005,0.89,0.486,1,0cfzsbbOnqe8Ly6quaBKDk,10
0.482,173.884,0.96,0.405,0,5gFeCFyZG6ZWOTbD1SzoVP,11
0.456,173.971,0.987,0.306,0,5TGdeBW6v7BuGYjtiFKwyC,3
0.453,174.05,0.99,0.399,0,7aYilD8vBLICtiJ7Pt6XLY,11
0.773,129.029,0.92,0.958,0,2xyG0785QU6hEQRDmKA29U,4
0.4,173.92,0.979,0.202,1,1tm7cZeRQFQsc2Nrpv8PYj,8
0.3,173.911,0.846,0.274,1,0UKQrQDMVcKN3ngG1kthYN,8
0.481,173.929,0.87,0.0948,1,6LAC27g94jvgqpmK2EZ3dm,8
0.559,175.203,0.884,0.607,1,0E0kfeUYrxB9mlv5vOSKU7,10
0.462,174.004,1.0,0.274,1,39dkTH7uL26INRkJYxmPmz,8
0.553,174.019,0.893,0.138,0,2z7HtGikWAn4OLkDb0UH63,3
0.517,174.068,0.958,0.554,0,4AIzFOYepFcCxtyejppv6C,11
0.459,174.991,0.803,0.481,0,5nVkaIXaqQtoMX4V1jncdO,11
0.492,173.865,0.918,0.0385,0,5NOds8na1gzgwXlAo1eGoh,3
0.477,173.996,0.924,0.144,1,3NLr3Lsc9DnhJd9ObpoY3x,8
0.494,175.012,0.982,0.797,1,54Tm26Pv3efwgeuzlN5A1m,10
0.426,174.0,0.983,0.125,0,4kklIhrMIXAKvgQrKPVWoN,3
0.323,176.172,0.616,0.172,0,4WxCuK3Jle0OSqWvwbET3g,3
0.34,174.997,0.991,0.0354,1,0zGHWnTtESiQrWwnCA1yBM,8
0.411,173.975,0.863,0.0604,1,3BhECsg8J4eoepgo3LoGlW,8
0.355,174.064,0.626,0.14,0,4D6bJk8Ljhrcns6SOyg4kT,3
0.496,173.914,0.976,0.403,0,4p6xkRMKsCVfM4vDpMDyOI,11
0.377,173.987,0.931,0.0394,1,2u6tZMWwhgnRggKHvRWINP,8
0.404,174.042,0.947,0.101,0,6Ijgotp139ahnNIFw4Vr1N,3
0.662,173.966,0.787,0.147,0,0GAHmF6YJKFd1pgk3fdvGs,3
0.448,174.054,0.969,0.367,0,16Df0dHOZk8miL46zPDaZ5,11
0.542,173.979,0.947,0.457,0,5TtFAmdGW48ebOkoZ6YSxn,11
0.486,173.975,0.871,0.286,1,3ychV6Y7TGNXNQlQFzQWVk,8
0.514,174.007,0.962,0.341,0,1Ojk0XlwKxvqByaHq6Uviz,11
0.416,173.992,0.912,0.0829,0,2YbpRcRomPCdnChIcgQo0D,3
0.358,170.001,0.915,0.118,1,7ihkvdMXVPA1Lro3zAxWm2,8
0.608,173.978,0.877,0.338,0,6baWEskdN5ZKy6TyA2fm5Z,11
0.389,173.989,0.838,0.0389,0,6eim9waz372dV7a13FvQ7r,3
0.385,174.024,0.933,0.239,0,7C0AmMGDeLY4JaDNZcBC4b,3
0.589,174.089,0.923,0.0895,1,7GmQ1s21F9APWVdA3IcEAc,8
0.552,173.988,0.962,0.353,0,2w49us5pBD5DfYZ9i31Q82,11
0.589,171.967,0.926,0.743,1,7si4ZB2cShPmL7Du5qhGsQ,10
0.417,174.023,0.89,0.26,1,4qsIryBYSke1rPIlI1WnYV,8
0.651,120.003,0.939,0.185,0,6FGayqvQemkqpDhHmoJawA,13
0.425,171.996,0.887,0.143,1,538IL5DHWHdD0vRUFIfMoM,8
0.638,174.021,0.994,0.0368,1,2GZ3TAxyasEWv08Ajcypii,8
0.558,87.507,0.934,0.397,0,3qLHmaFZf2TKaC2LgdcUZ6,1
0.387,174.031,0.875,0.139,0,7bT32pu1rHEiS6OGvbZwNV,3
0.508,93.988,0.871,0.226,1,1eDKRyIAKtoRmrO9gJ6PFv,6
0.519,173.968,0.893,0.579,0,6K8vq2QV9ezdTQ9EdIH4WI,11
0.5,173.942,0.952,0.326,0,5AJsdSy92xTDNWCe2tPnel,3
0.518,175.035,0.964,0.559,1,7H5GF7ufsRpIPtvupChNyf,10
0.465,173.983,0.99,0.0792,1,04LnHmJRweO8XIM0Uo5314,8
0.389,174.054,0.926,0.332,1,7gFkNM7uKNC9150e5yQpUC,8
0.506,172.015,0.929,0.155,1,4EsFXXYwZYh4GD37aff1Db,8
0.576,165.049,0.74,0.0685,1,7tUx5m8e0jzm3kRv9nhoRU,8
0.59,171.998,0.952,0.0368,1,2erTGEjv5eLsqc10Z7ge20,8
0.514,126.03,0.724,0.0852,0,44nRLXNwTmTIV7Zk7lRol5,3
0.573,174.013,0.894,0.212,1,4H3mLpYw9fgx0FHNanYLAd,8
0.471,175.02,0.964,0.118,0,7ktbuWqGUsNmAS9OoNwgWk,3
0.591,172.012,0.753,0.196,0,6bUlKNTAOA2EUg4CQ4PtJb,3
0.433,174.013,0.973,0.116,1,3zsM1eJsFUtXD1XzMMwyaL,8
0.382,173.996,0.888,0.242,0,0pqu2PSOGfcV2CFqhHUBOL,3
0.528,173.968,0.993,0.193,1,0rGzq8bEBpYsLlLASM823y,8
0.514,172.005,0.961,0.202,1,5r1SN9oydMavI39zqAwBoK,8
0.474,135.017,0.913,0.0847,1,13JYeTnxWhXJcwjogYSraT,8
0.623,140.016,0.78,0.0657,0,2Ju181y8kKeGQLTwnPNUoN,3
0.493,127.992,0.943,0.318,0,2nnRJHxIaoDe3FPTitG0iB,3
0.583,133.996,0.92,0.32,0,0DsVTUIuQnee3d7oBiValW,3
0.598,123.015,0.839,0.0371,0,1bokCdLRWPmwH2vOclyHF2,3
0.492,139.918,0.616,0.316,0,6d1AuFOL1YBzLcruapNbZV,3
0.656,126.941,0.932,0.188,0,1LhO3e7X53MxSuYjUQ5ROt,13
0.54,130.034,0.961,0.169,0,4RdSfPV8r8ENATeTplWLmB,3
0.543,123.976,0.877,0.0369,1,5BiRPLMcYMNgbb0oHrqwCj,0
0.466,127.993,0.898,0.41,0,4ztHw0kosQU4WymQf7SItU,3
0.567,125.043,0.942,0.0396,0,13lUhE5ppZ8srSnaLoK2ky,3
0.566,127.983,0.944,0.211,1,7HnozJfCXo4H21kZNRYv5V,0
0.443,138.003,0.961,0.0425,1,4c6E9EwMfjwkO0s6c8WCFt,8
0.658,126.002,0.848,0.139,0,4Y5FAQrTSqI2mlDF5i8lTi,13
0.683,134.005,0.911,0.329,0,1iDvWsd0i0tONCO8lfOqC1,13
0.574,140.018,0.967,0.0418,0,54qt0W69bdDuWRimXd7gXt,3
0.533,127.973,0.934,0.173,1,0i5M7tQqE8VoGP9kUrjn0m,0
0.449,138.027,0.954,0.344,1,4AifoTYNwGoMgHsF9ulTiP,8
0.49,132.014,0.861,0.324,0,6BxSem6OQcmyQf4hDd81Rt,3
0.456,133.928,0.935,0.387,0,40fFjxtsBoIdTEL71kbp39,3
0.563,127.979,0.77,0.324,0,5eJvKAK62imJiVq15kYYds,13
0.463,125.962,0.928,0.0747,1,7MKJv10BVcfkZSJZzOmtvI,8
0.27,125.002,0.703,0.205,0,2aWKb2LbwbdMQtwr7ogAE6,3
0.521,134.983,0.814,0.0995,1,2OfDYA3xkEQ2fILrBlknHD,0
0.466,137.984,0.975,0.0627,0,3d2580DKGk2tH3XrTFiRZf,3
0.551,138.033,0.937,0.365,0,58LpK5TgVzFDounJPpBydQ,3
0.546,126.022,0.885,0.161,1,6qKvPOJjG5ilpqbB6UH9hx,0
0.462,130.043,0.861,0.126,1,4FVNksdCo5SwJdkfOoeX02,8
0.543,134.969,0.951,0.0516,0,2D5qj1qPzpj1sJjou8WZhk,3
0.25,137.997,0.964,0.148,0,4MkOL1fHqSGgHiEC5X73lj,3
0.567,125.0,0.967,0.177,0,6OAk8W4ebDp8UgOj6IBClU,3
0.544,138.01,0.996,0.0708,0,2ZWdUSlnSgHv2pxqMieKWM,3
0.541,123.984,0.839,0.178,0,37lDLLICQiM2RJuFy76mdn,3
0.244,129.981,0.899,0.0539,0,1KGNzb5XDbFOJCOhQjnDJy,3
0.463,134.973,0.9,0.0775,0,3LiU1IMIbzPR5MpOmo8HDt,3
0.539,130.011,0.747,0.167,0,7mY5rHx11vyazThG8xIBzO,3
0.545,138.037,0.944,0.119,1,64efbrqLb53cBFwoWS9mAE,8
0.446,127.99,0.941,0.0653,0,68p0qxKUrXRUYdLX6IghFk,3
0.531,140.014,0.975,0.0702,0,6E8mspz7C4Sf6fmZgvnqFY,3
0.338,133.852,0.919,0.338,1,2K7W4hn3IoLEyY5EXWfoWC,8
0.553,125.937,0.726,0.112,0,6yyjcaUe0zqxo2CV1Jv3ar,3
0.425,137.88,0.957,0.071,1,1hmfCUTmSfLWecxk8JDNRr,8
0.557,122.998,0.723,0.158,0,2V1BrpHiHIJTtzBBvjWSTH,13
0.488,125.008,0.947,0.115,0,2WiW6RcpDaCivdk7cofdBA,3
0.535,126.001,0.979,0.0366,1,1quV8M8hQ2PEUw3JhO9hKu,0
0.4,140.057,0.993,0.118,0,1M7h0DxRLM9qctzi9KmdNX,3
0.539,128.094,0.555,0.247,0,6DkJdrcQiNpej6nOUNMfks,13
0.597,125.053,0.828,0.396,1,2pW7OYEY2hmOMWZPtnUxyH,0
0.589,127.933,0.938,0.165,0,2tKK8k86BeXx3n0tLzbcCN,3
0.233,138.03,0.988,0.0757,1,4RvcfMV3RCwv7NZA7H2koM,8
0.525,135.006,0.937,0.094,1,0HkYWF3O2mW56RU67gEqyG,8
0.52,124.078,0.854,0.0515,0,5W9SZOBGIv8kUn3Xj0iRjq,3
0.678,123.002,0.582,0.0744,1,0WjEpYRXjUpdA0GehkTce1,0
0.667,124.966,0.867,0.247,0,67Lj6xHDrizXIDDFKYwdae,13
0.433,132.095,0.828,0.0882,1,0CREqJyyUoyTzmr2IFF7VP,8
0.597,125.993,0.961,0.155,1,0c7KaBFRasHehFVcNz1bsy,0
0.481,140.944,0.95,0.211,0,1slQGhuH4WKE19sqIybwIo,3
0.581,127.993,0.809,0.0828,0,0taZjhXbTPtGHQsEv3nhkl,3
0.561,138.081,0.903,0.084,0,22PEA9hscWITQmbUFg0Jas,3
0.547,127.898,0.946,0.108,0,4m1lEAwCvI7VrWqaty2kV6,3
0.584,123.963,0.849,0.0803,1,2UtJKHPrNDOlamALz8M9eS,0
0.61,127.974,0.889,0.215,1,3X7iMERwkvDnKViiJ4jmWx,0
0.439,140.002,0.99,0.072,0,61HB6vZxCpL9wuaxyZn7yh,3
0.472,125.005,0.956,0.038,0,2d9Uauk7uCRYsmwlV24ojP,3
0.542,128.039,0.909,0.0324,1,4nT410mdbUh0sG7FKlsVlR,0
0.515,137.967,0.965,0.123,0,45PhxB0L21PoxYjMLruBCe,3
0.521,127.995,0.861,0.06,0,1DTLuAyZhiqLbxpZM3QoaY,3
0.488,125.974,0.955,0.104,0,7MrgkbteQpwXn7f2rMK5Cu,3
0.706,127.996,0.918,0.152,1,0h4DDybPcSxK6yI5L2PIaZ,0
0.504,130.021,0.901,0.0623,0,2gx2VAaBTcp75ksCqo4grN,3
0.541,128.982,0.822,0.404,1,0UCmiNG1D4bpTZsClB6bXD,0
0.562,125.977,0.87,0.0484,0,4ajFhKrMK1WZ0PQ15HyjAN,3
0.46,129.908,0.865,0.133,0,7tCFrSAX0pgEpvikUMTxRm,3
0.586,126.033,0.783,0.172,1,1Ldl0TWQu8k6tDxsAnxtm0,0
0.238,123.368,0.916,0.076,0,4Iigt7tO6KbCeqNaNjqAjo,3
0.56,138.002,0.985,0.118,1,3ipCyw9e4Hw4nI6xmx2HCi,0
0.546,138.006,0.903,0.0715,1,6ONguNljES7sX2KdLF4Giq,0
0.455,123.936,0.642,0.0633,0,4sINTZQxR0n7yEidMy3QQK,3
0.711,150.033,0.952,0.333,0,3IAxJkFW0AeEHhmSFHjX0G,13
0.631,124.994,0.86,0.0266,0,17WOCrqWH5HKgz0sAn7My6,13
0.662,124.001,0.891,0.051,0,6lJUX58cCiVEw4T4H7jj3i,13
0.624,127.039,0.643,0.184,1,4yFIYPDSbxHjmBiJVV7V9q,0
0.61,123.032,0.924,0.0802,0,0onLNYV4aYuSQb8wPxR0O0,3
0.534,130.023,0.965,0.188,0,2WsFKU9K172qfsGveJPr5m,3
0.624,126.0,0.986,0.0523,0,0O7VvrRlagTEEFDd73Kuwt,3
0.412,137.987,0.965,0.0847,0,4iWGdfQn4deX4tkOvxl5sh,3
0.424,135.959,0.951,0.122,1,6sscfnG0RcwxteRjd6VduT,8
0.477,136.018,0.931,0.0982,0,41KNb9756Ewaa7Smn2QSRL,3
