speechiness,instrumentalness,acousticness,liveness,loudness,id,cluster
0.0285,0.0,0.93,0.118,-7.797,4IoZV0Lbu90FCgIxo2MDM3,4
0.0277,4.21e-06,0.0384,0.251,-3.335,4G1i8QJ2htH4Syo2vDeqSt,0
0.0285,0.0,0.127,0.134,-5.025,7cRggVoZ18mmvIN2EcSQ3J,0
0.0333,3.35e-06,0.169,0.149,-6.15,4GVIjpSUWDTv2vLGetJAuF,0
0.0297,0.0,0.395,0.131,-5.747,3XLRY3w0SDJqUuq5KvdIK3,0
0.025,0.000104,0.423,0.111,-8.969,3RF00zOzrrWKKoU7aIBaTS,0
0.0351,0.0,0.563,0.0718,-9.869,3dHBL4qSyeTWWTde3blYOR,4
0.049,0.0,0.608,0.0982,-5.352,6n4oQej0fopZK1Vijr6CFo,4
0.0379,6.7e-06,0.0113,0.467,-4.987,32Hy43xgxbFrv20GkhH0MI,2
0.0374,0.0,0.199,0.298,-3.235,1VuBxXWxRfWGOZAg6ysqgX,0
0.031,0.0,0.00208,0.126,-5.76,7f96cOAkzyaN9QxvJhjyMk,0
0.0312,0.0,0.111,0.105,-8.133,4r8tnUcdD9kVETRZSTIa5E,0
0.0516,0.0,0.21,0.615,-7.149,0wKZraHIi51smdFZOjJgc5,2
0.0425,2.24e-06,0.477,0.111,-7.973,0ldNuRVJEd701YS7trW3ot,0
0.0449,3.96e-06,0.00105,0.212,-5.557,5QAwDaUIcFOEYfsepGk0Fd,0
0.0403,1.28e-06,0.0772,0.0924,-6.487,1xVjqCBkpIUMe3EmW0PxTM,0
0.0366,0.0552,0.121,0.0874,-5.565,1io22Thmgw4SvhVBNawJD5,0
0.0347,0.0,0.0506,0.106,-5.316,7KTouudlySEWXOWHAuFAFv,0
0.0451,0.000352,0.0897,0.127,-4.605,1ONzSL8Plw5xoFmmDPl0zA,0
0.0377,0.0,0.207,0.113,-3.859,6nTul7GTW3DInboBkJvvHw,0
0.0338,1.37e-05,0.586,0.0954,-6.579,2g8vCblRvgG61BgghzHiwv,4
0.0284,0.0,0.0769,0.103,-5.59,3XCsnZP8tL6fAbYofj9O0M,0
0.0558,1.78e-05,0.129,0.186,-5.561,7Fh8xCGwV1QHuhBPKu1i4m,0
0.0268,0.0,0.292,0.0914,-6.202,1wbGNtxz7WcTpXxmsdMdpn,0
0.0311,0.00175,0.499,0.102,-4.509,6rPR4M9uJHrYYJ9a1xLDjv,0
0.0425,0.0,0.0134,0.116,-5.405,5FmPnrDeAlrrVGK6ArMDPJ,0
0.048,0.0,0.646,0.0974,-8.296,2lNTHWu2I5Tcz9ukWsV5Jj,4
0.0283,0.000153,0.063,0.0913,-4.257,5vZoQQ1hH5L2s4Y8G86ksg,0
0.0318,8.44e-06,0.00305,0.208,-5.216,4chRIgxhQTCpVkSY0a7nDX,0
0.0374,0.0,0.0924,0.343,-3.239,0SSBQdSqV7cE07R1k0auuJ,2
0.0391,0.0,0.0815,0.0769,-4.175,5ZBqTdhua0ADInEXNOhwJP,0
0.0302,0.000102,0.0108,0.0792,-5.819,1CkulMzIn6ISjxiJMxqDz4,0
0.0266,0.0,0.0452,0.101,-5.072,33hQJTNI0T2FHVtku3smJf,0
0.0268,0.0,0.692,0.114,-7.457,5nPt2lxfI2Q3IIU6Fry25R,4
0.0278,0.0,0.0902,0.0959,-6.361,6C4dL9m6mVWPNyIst3o9HU,0
0.0293,0.0,0.676,0.107,-7.444,1efGCNUZ93dHWMoS2kK4Wi,4
0.0393,0.0,0.028,0.352,-6.625,0TlL8cjd7kB2EmX7uOOC75,2
0.0751,4.81e-06,0.0525,0.113,-4.275,5WWFZndggRGVLsE0FXkuhs,0
0.0319,0.0,0.457,0.0841,-6.795,4EKvXD76hhYuKAXWokpyRB,0
0.0378,0.0,0.0913,0.269,-7.673,2c9WCG3eAxbCUiEbvAVj2z,0
0.0421,2.53e-06,0.000661,0.116,-3.655,5bA63p1XSVdatb4plUB9fN,0
0.0727,5.87e-05,0.0654,0.0978,-4.677,1CzZ7gS07Hmy7S0267w6VZ,0
0.0671,0.0,0.00413,0.387,-2.985,3lg4wfPFpFLapRp2SiQQGd,2
0.0319,1.89e-05,0.0123,0.078,-4.231,5jUOG0aeAofL5u3UWyrtDO,0
0.0647,0.0,0.249,0.0764,-5.051,7kkLBfxW41iVO0cdLU9e9S,0
0.0407,1.96e-06,0.113,0.107,-4.671,6oklsftiYsTcGap5JvEwft,0
0.0536,0.0,0.103,0.305,-4.768,1AZEKyJQKVucfisCqKO1Nk,0
0.0336,0.0,0.252,0.605,-4.913,5uU1uuyaUIBOiiUSQG7Wl3,2
0.0373,0.0,0.148,0.264,-7.671,6rNwrBKvGZLdA6cFdDivsV,0
0.0313,0.0,0.0115,0.164,-4.436,2TPhxHTLZA7Rncf2NZFQho,0
0.0306,0.0,0.0791,0.0812,-5.745,7HH2qGXywdgAn5b2WHnkQq,0
0.283,0.0,0.0671,0.155,-6.327,76dft06UMtOBvXRcnQp5AP,3
0.0341,0.0,0.153,0.169,-5.869,2mTwhPI0EKjXmqRd1SEjjy,0
0.0325,2.05e-06,0.556,0.089,-7.673,3IuQhTGbYThnkKKTco4ylf,4
0.025,1.62e-06,0.0104,0.0883,-4.133,3Yach59menOOaF34Qdfiuh,0
0.123,0.0,0.0344,0.146,-3.526,22B9J6s9aow7JYeECKXqUI,0
0.0526,0.0,0.454,0.212,-7.04,1oX0dEo74asYCL9sBVPec3,0
0.0859,0.0,0.016,0.105,-3.601,6Wy1WU6nkioVn681Rom3SP,0
0.0351,0.0,0.579,0.142,-3.875,055RqRu1mNSgLCEyrj7b76,0
0.0236,3.35e-06,0.0152,0.178,-6.565,0OvR1iYRUwrsSwu6Zli9iz,0
0.0298,0.0,0.391,0.28,-6.135,2U1drF0wHxIHWhkl4JN7js,0
0.0287,0.0,0.0282,0.199,-7.252,3fA0FKdkPmBa62MSxwewKE,0
0.0285,0.0,0.278,0.101,-4.108,1vatH00GQmecBevlKY5ztN,0
0.112,9.47e-06,0.183,0.114,-17.533,6RXYoYRAvIDlAlHwFO2ytj,0
0.0468,0.0,0.0322,0.0843,-3.709,539AfK6L46AlSeQLKerleq,0
0.0451,3.74e-06,0.375,0.32,-4.381,218NK60dJvyf7mIsowogA3,2
0.0343,1.64e-06,0.000831,0.3,-2.68,3dZVJDoJ5SDWQ9aVbJcmK3,0
0.0712,0.0,0.604,0.318,-7.779,3LWhbpStRiRnTM3FrdmqOB,4
0.0638,0.0,0.207,0.118,-9.247,2JspXl1hD5EUfyBln7r0F6,0
0.0392,0.0,0.259,0.108,-5.084,1Y4smjUloaPcgZh99z0SGJ,0
0.0405,0.0,0.00836,0.195,-5.984,7FkaQnc8Gyd2hMpiDQrSsO,0
0.0408,0.0,0.226,0.162,-8.575,0sGM6MBl8Oe6yMfW2pV7SJ,0
0.0317,0.0,0.0835,0.195,-6.484,4K6KyAOSkhGKgLO0SalQET,0
0.0475,0.0,0.0574,0.739,-3.46,6O2U3KEpMJusHQ6m3IR2vg,2
0.0293,0.0,0.00436,0.24,-7.882,3gMD6iX82HbPPzrfWywaIa,0
0.16,0.0,0.0592,0.0699,-4.43,05ZbkONztKDhdE4tC4OJqB,0
0.0339,0.0,0.0126,0.0613,-6.574,6v9ZG6Mqt0ORN4N9jN1Nh0,0
0.0679,0.0,0.0274,0.232,-6.648,5FfgLIooERZ7rcNcwxAcdF,0
0.0255,2.49e-05,0.45,0.115,-3.967,2kEhQe0BVtY8IIaFE5ALA0,0
0.073,0.0,0.0295,0.0913,-3.314,4oPZQzSt5mD8BxV2T9zbzI,0
0.0598,0.0,0.0024,0.482,-3.59,4NdJlsPyvXz15LySCNoL2W,2
0.0444,0.0,0.243,0.129,-4.049,1H8cSGqTzH2gfqNlsz4woQ,0
0.0249,0.00105,0.0707,0.0996,-5.812,0aU4TRPwmyeIp9Au0mfdJi,0
0.0252,1.7e-06,0.0595,0.119,-7.059,2n99h7z08LvHr7Cjcnm1Ub,0
0.0289,1.47e-06,0.00473,0.0954,-4.524,2uqPdi0TFoCYZaAoGYf8zr,0
0.181,0.0,0.469,0.233,-5.274,74g98VNWX3HclMI3JfazVn,3
0.0318,0.0,0.00883,0.326,-5.302,3WwZbPizrnJqJFx86kNPs1,2
0.159,0.0,0.0404,0.293,-7.524,1gIEdcLqIuIcG8k44bCnal,2
0.0426,0.0,0.00688,0.0877,-5.366,0ZOTahGHXAJjKZXtW8aDT6,0
0.0288,1.86e-05,0.0294,0.0757,-4.777,0h0PVL7SoC7l4sJ5AYQZX5,0
0.0921,0.0,0.0144,0.223,-2.988,5msKKhp8QkpbmV6pt91qEN,0
0.0797,0.0,0.281,0.0892,-7.127,1uoymmNEenD0E2jRoW2Zwq,0
0.0397,0.00119,0.431,0.154,-7.869,6GWfFBDsbGHOSAex90tfXI,0
0.04,0.0,0.0163,0.16,-5.619,6a2DSH1UNOj3wRAFTD2Ljd,0
0.0454,2.2e-05,0.16,0.157,-4.997,4BOeX23fi3QF9fL82xFjle,0
0.0549,0.0,0.0969,0.144,-5.24,2s4arq5gE02rBGtGrn2PKj,0
0.0358,0.0,0.0246,0.227,-4.517,4RS5N7IIHzlG5tsq770Esl,0
0.177,0.0,0.19,0.289,-7.289,2I75JDeFu2xQ1FaSU4otFO,2
0.0396,1.09e-06,0.714,0.147,-9.191,7iGCPgtU0Q7rX73u9rFdX9,4
0.0685,0.0,0.0314,0.248,-4.27,5e2ZOmiFEAOFEgXNj1mHEk,0
0.0332,1.65e-06,0.224,0.167,-4.422,5VrJrBAYUAEn3412GKfQEl,0
0.0321,0.0,0.00256,0.556,-7.712,4hztsDzyfQclyDAlivrogd,2
0.0355,0.0,0.00459,0.0761,-6.917,3AMUgKRaujIuutpMw4K7Zn,0
0.0587,0.0,0.0164,0.0798,-3.296,4XMNF67BLR9zzti9XLVFR7,0
0.0425,8.88e-05,0.179,0.154,-6.34,3ONe6SKdO3uRrWLsZePF1p,0
0.0518,0.0,0.204,0.294,-5.753,634zF9K8obrdbKddcf5eK8,0
0.03,3.29e-05,0.258,0.326,-5.99,7JhkoQ5QEhOTrx7Gedt7id,2
0.0347,0.0,0.0417,0.296,-3.599,3DZ8dbKg4OTSSqGARvecYd,0
0.0357,0.0,0.207,0.104,-4.94,7vbBHT7dLLeYr1aR5whaNc,0
0.0527,0.0,0.175,0.0514,-7.965,5ebwYSZVFG6VJOE0mWs71o,0
0.0644,1.5e-06,0.00903,0.392,-4.437,32Eh7vvmKgkPpycVxrRaiX,2
0.0308,0.0,0.00117,0.236,-8.601,5ImqyYZ3zgraskdflX6Cdc,0
0.12,0.0,0.154,0.188,-9.512,4Tz2IuV1BvvvYrdIlcNLST,0
0.0288,0.0,0.135,0.114,-4.927,3bF0cfm6aZ7rQlZAyklEeb,0
0.0368,2.05e-06,0.00483,0.142,-3.986,3xGnEIb8czDRlGZjbAITlL,0
0.0377,0.0,0.211,0.115,-5.09,1YKtrSyiY3w56bpgIEW3ND,0
0.0478,0.0,0.704,0.0704,-6.149,4yfSSCOrcAcgzcGAtc9LCW,4
0.0938,0.0,0.0571,0.224,-6.843,0yxPUMQsHJXThYjYMoIJU5,0
0.0336,1.74e-05,0.126,0.167,-6.852,1Cmxg862124HUQNshfcYtO,0
0.0289,1.41e-06,0.0197,0.0919,-7.14,3ZId83LVU8njcHXP8ZiMvr,0
0.0345,0.0,0.132,0.182,-3.385,5CtXnj47Mr0ZXGjTbnd7Aj,0
0.0287,0.0,0.236,0.101,-3.266,3e90277REF5UJoUrZQPnIY,0
0.0342,0.0,0.00608,0.343,-4.236,7ytcZJAveILPGewikd9BWS,2
0.051,0.000119,0.0808,0.112,-3.106,6qD87YEMuF9pY4g3MtSeiG,0
0.0331,8.74e-05,0.75,0.0944,-6.342,1JTQG8J8jN8tjDTyUWnaRe,4
0.0551,0.0,0.174,0.113,-3.504,0MmVE2K5YbUxx54Kke0mWY,0
0.114,1.64e-06,0.159,0.236,-8.239,6EYP9xedLZbzYh5TBEaVe1,0
0.0479,0.0,0.139,0.303,-4.872,1UFzK8PZGiHXyjGGVawR77,0
0.0351,0.0,0.0188,0.394,-9.18,3QP4KQ74RjP3ziiAkeLqcO,2
0.0437,0.0,0.0636,0.195,-5.888,415cidxCKnjZg9l7dAnVJp,0
0.054,2.87e-06,0.151,0.0776,-7.258,2ZX3qn7oFWV8vZbBTsz48W,0
0.058,8.35e-06,0.769,0.11,-8.591,2stbjvpFujerfDUuUUPX7o,4
0.0338,0.0,0.101,0.0845,-5.054,3o0hiPJ7SzxusicnXlzkBt,0
0.0442,0.0,0.38,0.118,-9.623,4TVlDWrY5vLvOT0uJgKDZ4,0
0.394,0.0,0.312,0.186,-3.156,5U4iPIXYJ5h6H7zJhx6VVF,3
0.0632,0.0,0.111,0.261,-19.218,38vqfi7hLRwfsY86jDGm6E,0
0.0708,0.0,0.007,0.113,-4.599,5wzzdPCvXvd7caNx6l5izX,0
0.0428,0.0,0.0107,0.128,-5.045,4hhDTWA9dgmnPft1SDq26V,0
0.0374,0.0,0.398,0.078,-6.74,5nv48Y830DcU2KoreKAXoL,0
0.037,0.0,0.6,0.357,-7.549,41Q02iK1KtjflVNuUBXPsq,2
0.0685,0.00709,0.367,0.146,-3.715,4TlFm4IsztCzL26COpgOcw,0
0.0397,2.01e-05,0.0293,0.0833,-4.759,3JF3flDpns4Djyjw7qkLlX,0
0.0256,0.0,0.272,0.0927,-6.555,2yBWKK84uebv35lGajIMhc,0
0.0328,0.0,0.0278,0.048,-4.616,2n6YMK1vCr5xkDVJ7MdQHw,0
0.0496,0.000136,0.00369,0.117,-6.096,3LjZIJQCRx5wh7yYOpYNFB,0
0.0333,0.0,0.131,0.195,-6.138,6rRGtOgUxgARW5QXK2k9EY,0
0.0315,9.81e-05,0.0738,0.128,-4.765,0fgZNZZPgRy4PoU4moGtvi,0
0.193,0.0,0.0194,0.0804,-9.824,3ek3HsC97ny1IklOZQC88G,0
0.0354,0.0,0.158,0.35,-8.995,4kZlcEXnP90soPZLc85aBK,2
0.0618,5.18e-06,0.00395,0.139,-5.844,0uWopULW6vBRuPoi7EjKMR,0
0.0996,1.1e-06,0.00837,0.371,-4.818,6SOuxyJH5glKeDSFUJJ5tX,2
0.0295,0.000214,0.0986,0.0886,-6.255,07Eq4v5xtaWJ8l4X2qzSiB,0
0.054,0.0,0.0258,0.12,-6.474,19Zc2DohB8aihlDOrONMUQ,0
0.121,0.0,0.0915,0.0979,-5.052,2XZ2iNsKb70iobqOYqcnpw,0
0.127,0.0,0.509,0.155,-11.689,6VVqPBFZIbcmv14zNfOc13,4
0.0358,0.0,0.363,0.0949,-4.822,3dpkmgWLr1g3rckqY4Vdrk,0
0.0461,8.23e-06,0.00412,0.34,-6.526,305Y0rejNFVeHkmyO5I57R,2
0.0432,2.58e-06,0.0128,0.224,-5.296,5utQCXbXEQmOdIp9vE3rOD,0
0.09,0.0,0.0371,0.192,-3.196,24MH7MzHl5XAYlmMdn85CF,0
0.0406,0.0,0.0292,0.386,-3.793,698eQRku24PIYPQPHItKlA,2
0.0298,0.0096,0.205,0.0821,-10.888,3fqwjXwUGN6vbzIwvyFMhx,0
0.0305,0.000268,0.0215,0.101,-5.8,53bZYxVbCYm6w1Gx8U64bz,0
0.0294,0.0,0.455,0.116,-7.494,3U8dHeggJ8IBe0UCb1gbyB,0
0.0345,0.0,0.0527,0.185,-4.579,5JlH51YDYsGj2dyEJKKjcN,0
0.0633,0.0,0.226,0.0538,-1.772,67citk3uzWs5qbaIVKTeg8,0
0.0445,0.000316,0.0849,0.102,-6.451,01e8dGbulrphX8j3fZDQYk,0
0.0305,0.0027,0.541,0.116,-9.403,5UDqWOgDdixYMAgAyNbpgh,4
0.0289,1.84e-06,0.369,0.115,-4.58,6foY66mWZN0pSRjZ408c00,0
0.0282,2.28e-06,0.679,0.12,-7.31,4Pn0JlCUusD2QHjADuOzuV,4
0.05,0.0,0.639,0.0872,-6.725,69AIpwGNLxr4qS1X5ynx60,4
0.0304,1.11e-05,0.887,0.133,-8.427,2zhk0kypGeOPsaaZcjyc14,4
0.0405,0.0,0.271,0.119,-3.318,0ZUo4YjG4saFnEJhdWp9Bt,0
0.0253,0.0,0.191,0.0933,-5.195,6IBcOGPsniK3Pso1wHIhew,0
0.0256,0.00227,0.437,0.0783,-9.13,1t2hJFgJyUPD2crOafMUEk,0
0.0296,0.0,0.455,0.135,-7.174,3xdjjKMcMOFgo1eQrfbogM,0
0.0397,0.000529,0.052,0.304,-3.163,6NhpIdjYoufuNNlBsgOztc,0
0.0284,0.0,0.0963,0.268,-3.564,0bPnT6i9H1p8Vd85GS6Z7I,0
0.0312,4.93e-06,0.513,0.133,-5.623,5QS8PNEWbqTEZyQ6e9ZbJf,0
0.0481,0.0,0.0139,0.0874,-4.483,7aEtlGHoiPAfRB084NiDmx,0
0.0347,0.0,0.278,0.0963,-6.642,7yFhA2fUsL2oIMWlw5DaHQ,0
0.0429,0.0,0.0951,0.114,-6.227,23T0OX7QOiIUFShSzbJ5Uo,0
0.0349,1.39e-06,0.418,0.116,-9.245,5kNe7PE09d6Kvw5pAsx23n,0
0.0288,0.0,0.508,0.141,-5.154,4xInIiKipU1mtUogJ3ZdYr,0
0.0362,0.0,0.0525,0.0854,-4.975,2bVeUlOC5JjTpkQXuUUoYm,0
0.0363,3.36e-06,0.243,0.107,-4.336,1LM5zQv5pBKPyO7rm7Uz6U,0
0.0275,0.0,0.00898,0.172,-4.603,7zVCrzzEJU7u24sbJPXA5W,0
0.0262,0.0,0.0763,0.0863,-4.474,4ly1QBXEwYoDmje9rmEgC4,0
0.0959,0.0,0.153,0.395,-3.191,3z1PqYwMtct2Dm4R9lhWnT,2
0.0259,0.0,0.18,0.149,-5.023,3hLuHKzG1cmlRpq53ZVWd8,0
0.0332,0.0,0.211,0.48,-5.391,3duP6mBVDsHM8ioN7o7dAK,2
0.0296,5.72e-05,0.00967,0.182,-7.411,5jROdl6MhcmP3O7h2sVgtw,0
0.0375,1.02e-05,0.434,0.0903,-6.512,1Dm4iAvqwYrZjgSFJNW5TG,0
0.0486,0.0,0.749,0.115,-6.857,56eGOeSsqdg3FLxdo83TwV,4
0.0265,0.0,0.246,0.264,-4.935,3oW6SWwGqiZSPTiAp7ZQoH,0
0.0485,0.0,0.0152,0.111,-5.356,3hboOw4dS0aXGuP0fyyvbC,0
0.0324,0.0,0.26,0.124,-8.498,6qc34bnVOyqGDPni8H5W0U,0
0.0474,0.0,0.0563,0.0866,-4.308,0w3Q14i073jLoew1hgJkwD,0
0.0319,0.0,0.307,0.135,-2.183,7GQjJEwqlp6m5HNWVQd6OR,0
0.0292,0.000827,0.13,0.113,-5.365,1KhrAWvLIjRlQIJtSTgvsi,0
0.0472,0.0,0.378,0.0567,-5.679,6leiB1fEsTnVCuPiielde5,0
0.0309,0.0,0.0284,0.266,-6.142,2wqXQjOmQ9KoBm9Ssgt4Fo,0
0.0354,3.98e-06,0.391,0.157,-8.751,7CNd7rjfVt74TFlcOcnZgN,0
0.0366,8.68e-06,0.168,0.142,-4.725,0Al3wN3keprGTSgG8NBwjr,0
0.0396,5.39e-06,0.0608,0.118,-5.106,1dyxS3YzBbL0t8rEVwVQ1K,0
0.0393,0.0,0.266,0.109,-4.461,7G6l2FtQyRhQgYgut2I6i8,0
0.0348,2.75e-06,0.038,0.124,-5.986,0kPeZAyIhIfeZNrtfjJGDB,0
0.0337,0.000546,0.108,0.144,-5.768,0b9djfiuDIMw1zKH6gV74g,0
0.0404,0.0,0.107,0.317,-2.84,3FE6cfCDhmhOraeSLPe6Vj,2
0.0281,0.0,0.323,0.201,-6.982,5AnSllIrgGsCZzZJkVnApx,0
0.0309,0.0,0.000602,0.285,-6.151,4oR2cCQGs0Yt0Mgr2diV6V,0
0.0297,0.000122,0.0244,0.0905,-3.976,2kR18wsL3gvXRXdNE4dCGc,0
0.0358,0.0,0.373,0.291,-6.633,3DA4SE262k6rdEtlHteNyq,0
0.0445,0.0,0.153,0.159,-4.966,1yRke3PmsyFrYlFZOAkABk,0
0.0241,6.42e-06,0.172,0.107,-7.332,69j0KoPJuwpnbGWrfn7Yll,0
0.0268,2.75e-05,0.77,0.111,-6.829,7vF3xkCMvZjAe2nTWY0uQZ,4
0.0335,1.37e-06,0.617,0.102,-7.865,6wycnu8FWXsj68ig7BEot9,4
0.0343,1.1e-06,0.0551,0.247,-4.673,4nxgA1nvXvTkmsBY0vJV57,0
0.027,1.06e-06,0.129,0.0857,-7.045,6IC6VhpV7D8T1t037Atqpu,0
0.0293,0.00274,0.00322,0.119,-4.041,2vubFQgAJO5SeuVa7ytIHc,0
0.029,0.0,0.109,0.105,-7.387,60RFlt48hm0l4Fu0JoccOl,0
0.0838,0.0,0.205,0.0864,-8.12,5fSPbm5lcwtqwXkeQQswW8,0
0.0356,0.0,0.0553,0.335,-2.901,4iXDn9pu5Q9sxv45vE8Lak,2
0.0466,0.0,0.202,0.208,-4.867,143YESFOZqxVGrKEWisbid,0
0.0475,0.0,0.152,0.308,-5.087,33471tzU1VghDg9zNgGRpz,2
0.0286,8.3e-06,0.578,0.116,-8.005,02eD9ymfJOJOhM97HYp5R9,4
0.0288,0.0,0.039,0.0977,-3.807,2TAcwD5KcV9uY3O1tLGV15,0
0.0434,0.0,0.418,0.0976,-5.925,4CLPNURPcKztF9RRdcWLGP,0
0.0616,0.0,0.278,0.139,-4.204,2mXsZsJBThTaJXbNcg5QD4,0
0.035,0.0,0.0282,0.0814,-3.838,0H04yVa3DJxoXbLBpAb7iV,0
0.0413,0.0,0.338,0.174,-8.066,1FV374EPG5CrjdIbIMLkcv,0
0.0468,0.0,0.214,0.0866,-6.474,09iyGiljLWRYXdRazFkdtJ,0
0.0459,0.0,0.452,0.217,-3.987,5yEPktRqvIhko5QFF3aBhQ,0
0.0346,0.0,0.131,0.163,-6.189,3G3OwFCrkc86mMuLPOvgjc,0
0.0575,0.0,0.593,0.0842,-9.602,2A69wys3S9uiPSmn6UZWJn,4
0.0303,0.0,0.46,0.234,-8.82,30RZAuEkYeDXvy46Iv6l7E,0
0.0302,0.108,0.0377,0.163,-5.356,23EkfwUdsRIz7jAZIcC8gb,0
0.0279,0.0,0.106,0.154,-5.432,3I7krC8kr0gFR7P6vInR1I,0
0.0293,0.00709,0.0287,0.0988,-5.022,47qZzTLLJcuD69AIKnquo4,0
0.0972,5.42e-06,0.00403,0.0926,-7.221,4a1oIihVt6xSnDRpgX387M,0
0.0382,0.0,0.0664,0.278,-7.066,3QV7NYkrmV0Q0IHdFJw9hO,0
0.0296,0.0,0.00531,0.107,-4.427,6vC90OOjZR165Hw8CpsqEm,0
0.0337,1.41e-05,0.418,0.119,-8.015,0Iuw6WPws324i7G7sCejTX,0
0.0429,0.0,0.0909,0.0283,-2.569,0vFMQi8ZnOM2y8cuReZTZ2,0
0.177,0.0,0.13,0.306,-5.146,26bL4gSULWDgdIMX0pRFrG,2
0.0334,0.0,0.75,0.0853,-8.72,3VamXAvVMczcS2PTYtPfBQ,4
0.0423,0.0,0.254,0.11,-5.977,47fyYjbsfq48e3fUys4Xaa,0
0.0503,0.0,0.0409,0.217,-5.754,57I7CUbXo4XlWuTVB8pXW6,0
0.039,0.0,0.048,0.169,-4.092,3dV1fjKOlLnaNK5MeZHXGv,0
0.0274,0.0,0.016,0.107,-5.147,0qkdE1C0ufnUISKwhg8Wh6,0
0.0294,0.0936,0.043,0.0884,-8.343,1TKlBK9cSrM5u4CiL4SETS,0
0.0278,0.0,0.188,0.0982,-7.063,2WQAknZHrJAEQOFXe0F44P,0
0.0634,0.0,0.0613,0.126,-3.659,7vSn3VNbzOtPebdj6ZSebj,0
0.119,0.0,0.106,0.37,-4.607,2bV4NwncWMnVvcWyU2yxwB,2
0.0348,0.000329,0.0113,0.149,-6.267,0fCzJ0moRAJyt03FFbdZT3,0
0.0352,0.0,0.00216,0.129,-6.079,4RG7P0CXQ4pe0OeCAHjX5L,0
0.0427,1.1e-06,0.0387,0.136,-3.346,3zzVwSuO5x5KB3u5gl3r5w,0
0.0303,0.00225,0.528,0.0908,-8.348,2YqZCQhkuQpPUb5M9wptBq,4
0.0321,0.0,0.291,0.279,-5.957,16LGRLfaVIC5rT2ZvLk0gd,0
0.03,0.259,0.27,0.117,-10.683,2mDdkeVuUsyIepwzLCxuu6,0
0.0436,9.95e-06,0.0224,0.143,-6.166,46fHLVEQBcyC8VjnmdDF3q,0
0.0307,0.0,0.00834,0.161,-4.535,6MzgcxRl6y4x11DMg8K750,0
0.05,1.39e-05,0.125,0.103,-8.989,77OK2W45f7DEYgUEQs00PY,0
0.0256,1.67e-05,0.121,0.341,-5.911,76DhLVnoczE6umkHKR2Ec6,2
0.0686,0.0,0.00356,0.0717,-6.756,4VyZr1v1MNeZbl6eV8ZJGh,0
0.0267,0.0,0.142,0.267,-3.999,7rr3gguU3TcVnLZD9VzASE,0
0.0546,2e-06,0.348,0.233,-5.91,2cpwCl4uQlyub8HOqkh5sl,0
0.0422,1.26e-06,0.633,0.107,-7.94,3X0V4uEujns3TlpoDa2TvP,4
0.0292,0.0,0.0367,0.104,-7.353,59lRASvykN3UQstK839tep,0
0.026,4.65e-05,0.000578,0.0781,-4.77,0zOert4KpMDEf332FVRuxb,0
0.0273,0.0,0.0691,0.337,-6.427,2HegYbfmMFwIIAjvMIc7e8,2
0.0313,0.0,0.408,0.119,-5.992,1gw7UEQMT2kM1H1zOSV4MJ,0
0.0445,1.02e-05,0.708,0.101,-8.968,25Pnn7yc213pC2sFUaaINZ,4
0.0319,0.0,0.00141,0.345,-5.601,0IXdyGzVO91HrnNXW6P5TT,2
0.0291,3.82e-05,0.00766,0.112,-5.772,3qJ5OBunIPNIvU4WAI6RYh,0
0.0374,0.0,5.12e-05,0.118,-5.765,0E2VoyCHqPn47yGMVgQmrK,0
0.0429,6.48e-06,0.371,0.086,-3.228,1LMWwN346h8JYkQQ5MEzbZ,0
0.0262,2.3e-05,0.0112,0.105,-6.093,3dty7RRoFfyFTylgKAAy2V,0
0.0265,0.000145,0.00665,0.137,-7.694,0pE4AMTKXsXRwCJWFLtqx5,0
0.0329,0.0,0.308,0.114,-9.418,22NdTBOE9CgBsMwKlwXJoI,0
0.0284,0.0,0.292,0.257,-6.397,22Z7wPXNDT6Vr1Gvhfa3k1,0
0.0329,0.0,0.723,0.109,-14.726,7zrKHpQ36XPqL46P9qgXAs,4
0.037,0.000126,0.692,0.139,-9.194,0JaGv3nU0muVvfSUClLm26,4
0.0372,0.00098,0.281,0.245,-7.599,5dE2CsXCL0Nvg8qG7NUKg1,0
0.0616,2.2e-05,0.000984,0.077,-4.335,50F1kaXRx8Ns8PvZDj3ZLR,0
0.0273,9.05e-06,0.0662,0.238,-4.328,1DBoVgENKo0xEOAsQS3TK3,0
0.0525,0.0,0.0674,0.0965,-4.866,66cdCIrACw7lCLjeUQKx6v,0
0.0339,0.0,0.0177,0.296,-4.989,5kFLWyiAXjYrecLHnR7bTk,0
0.0273,9.58e-06,0.147,0.131,-4.412,2AlEprA31NMOha3nS5TLvI,0
0.0326,0.00154,0.0996,0.0663,-7.703,1mLZIGyDYLUtQ3HYhyYnJy,0
0.0396,0.0,0.00896,0.379,-4.922,2MQZttVGYDyTEcCXVTdWa7,2
0.0284,0.0,0.207,0.135,-11.061,4ZZK3Nud5Ax5ZExoFZYhGq,0
0.0595,3.26e-05,0.382,0.219,-3.01,2dOtM9EeM3bhQvzOWEQPwP,0
0.0389,0.000275,0.257,0.144,-4.959,6I29jkpQ7k7iIbQqVIgZmG,0
0.0232,2.68e-06,0.0561,0.0952,-7.187,2fhgFd9pEvTUhyBacCrPOn,0
0.0271,8.24e-06,0.246,0.102,-10.513,4652M2wjieteWqTaP3AXfK,0
