speechiness,instrumentalness,acousticness,liveness,loudness,id,cluster
0.0292,7.35e-06,0.0122,0.112,-7.533,5y1jgbDNgTfxoWXv3FhH2Q,0
0.0901,1.34e-06,0.00187,0.0942,-4.807,4A0LV6W7IUKPP2pyAZ356E,0
0.0311,0.00019,0.000826,0.23,-5.927,50jXnyrzW4mcBBqFTMEoAC,0
0.0464,1.68e-05,0.00257,0.0744,-4.994,45HAjqRWiNv6mMPw4NvZrU,0
0.172,0.000661,0.0185,0.391,-6.722,0gnS1k4dyGPuD3TtHFaCD8,2
0.037,4.77e-05,0.00462,0.207,-5.158,12pdXFcruNcPUbZypKUDgz,0
0.115,2.23e-06,0.0737,0.0709,-2.598,5aWhs651KYM26HYM16kRdk,0
0.0368,0.0,9.16e-05,0.167,-6.89,6FT9FZccFD6nE8dMNslz2n,0
0.128,0.0,0.0622,0.081,-4.374,0pqnGHJpmpxLKifKRmU6WP,0
0.0313,6.7e-05,0.0178,0.059,-6.071,1Q3t9fWvHUXKsMmpD2XpUu,0
0.0281,4.52e-05,0.00238,0.134,-4.535,6rAXHPd18PZ6W8m9EectzH,0
0.0291,0.00256,0.088,0.209,-4.982,6IY3cC281mz9q0bViUEldz,0
0.0343,0.00028,0.0998,0.0622,-6.755,6acDlNeA06MCVCzsTVGr9V,0
0.0361,0.686,0.0867,0.316,-5.951,5cm47Nc1MWBVIkRFaXxvHY,5
0.0311,0.0,0.904,0.0897,-11.063,3xXBsjrbG1xQIm1xv1cKOt,4
0.0309,0.0,0.00794,0.0787,-2.333,7bEDDsy2LFC0KSqhZp5nPE,0
0.0304,2.6e-05,0.131,0.0917,-8.807,06r4cRb2dnmCSyZ5MgEUGY,0
0.034,0.0,0.0381,0.105,-5.588,7lgvGRC1gN0JGgY9VGXsQT,0
0.0544,5.16e-05,0.00691,0.0921,-4.264,6hv6d8YnlBPuSnueUjxXny,0
0.0381,0.00132,5.61e-06,0.35,-5.033,19cVww3dRYFzVvslJu2NtL,2
0.0577,2.16e-05,0.0367,0.261,-7.854,6jfpkIQbqY5lraWp0Uo9aQ,0
0.0678,0.0,0.0571,0.0555,-5.469,5cRPdqpWkaNmIbPi6wJDg2,0
0.0504,0.000248,0.02,0.737,-4.989,2jz1bw1p0WQj0PDnVDP0uY,2
0.0449,0.00111,0.00397,0.367,-6.376,7i9763l5SSfOnqZ35VOcfy,2
0.0635,0.000232,4.11e-05,0.0804,-2.471,12C6ufD5zOWsQGHQY7aXRM,0
0.0436,1.21e-06,6.86e-05,0.0945,-5.202,2le5xHvcWF8PDp608d4L8D,0
0.0786,0.0948,3.31e-05,0.751,-8.036,1wLQwg0mloy3yXjL0jPE0N,2
0.0645,0.0213,4.99e-06,0.0543,-4.198,1dfHpGeaXunLRNvzSZOZtc,0
0.0498,0.0,0.231,0.258,-5.475,57ala3dITsOzu59EfKMTlA,0
0.049,0.00041,0.0879,0.168,-6.06,0RILico3Gbl5jxSNg3zLrJ,0
0.0685,0.0,0.0369,0.068,-5.077,3FQCJI2t5LTbsRPfYVBSVB,0
0.0302,0.000136,0.0211,0.108,-4.782,4hg8D0wW7CXEUsc0fl9vnN,0
0.0462,3.45e-05,0.223,0.101,-8.616,3ILLqwupo1Aa6PBNXxV4ey,0
0.0298,0.0916,0.0301,0.167,-5.005,1qwno7xb5mJe71xtMS6jl2,0
0.0332,0.0,0.00746,0.146,-4.448,5Ih40KFkj3cSzxgisQxBvX,0
0.0419,0.563,4.51e-06,0.577,-4.04,7iQmD0bfguAQOpU1V3Bp8w,2
0.0346,1.07e-05,0.0023,0.507,-6.136,6UIo6YbaXihIZ72MWUpcGb,2
0.0813,0.0,0.00264,0.135,-5.468,5jsDxDkJ1PqyYUWhDMr86B,0
0.253,3.1e-05,0.000927,0.431,-4.109,1DRUwJSt2YOUUEz965OJ66,3
0.0614,0.608,0.000102,0.0776,-6.028,4GVECHfy7uEukej163TsnA,5
0.036,5.08e-06,0.00324,0.085,-5.242,6c9xVWbPeVPgrmWTYYeMTr,0
0.183,0.000893,0.000285,0.454,-3.717,2NRa4W3rH4e5GKQMN5Qwyr,2
0.0543,5.66e-06,0.0091,0.0839,-3.832,1Po4pby30EDHDFUKGE9hgJ,0
0.105,6.58e-05,0.104,0.15,-5.922,2XTkpF9T2PKvcLgamGJGx1,0
0.0263,0.0,0.0147,0.245,-5.429,5jddjli3YTIxueb3xFdLaA,0
0.0543,2.32e-06,0.00146,0.0643,-6.757,0criiQKIY1hyU0lRbVhZ8L,0
0.0438,0.0418,0.000325,0.0842,-5.105,5x6MLzwruLYyUiaeYct5Io,0
0.0981,0.00013,0.296,0.108,-5.354,56yibFyvkzoB59MVVImulZ,0
0.0285,0.0,0.00105,0.115,-7.139,7ApHknZkWvbA1DMLQQfrnd,0
0.0553,0.0852,0.00384,0.239,-4.796,28AgTOIZke8nitD0NNeb3G,0
0.0391,0.0,0.193,0.0564,-10.054,1rPCgtaIF0CyKRgAwhtpbF,0
0.0322,6.98e-06,0.101,0.0694,-5.766,7oekneJCJO74ycdLzdk16v,0
0.0598,0.0,0.216,0.366,-3.681,3zSaWBoojpQGDPO2oIL80H,2
0.0571,0.119,0.0611,0.187,-4.622,4WyDmwmeBdrGgJEQquZfz3,0
0.0456,1.07e-05,0.00626,0.112,-5.517,1H5a6C6jqWN6XQI0Unq7W3,0
0.0464,6.64e-06,0.000245,0.134,-6.127,3I50P6a8P4c9SxIYSeZUhS,0
0.0793,0.0,0.00448,0.487,-2.706,6EE19skJ32p58xihYj2Waa,2
0.0714,5.97e-05,0.0017,0.0689,-4.162,398yyQgNK4gUDUONBlQOYa,0
0.0986,1.94e-05,0.0128,0.523,-2.32,3DRZp9kykKCfnaU1Kd2AWY,2
0.0531,0.0133,0.00175,0.06,-3.911,65cQN8pUC0dkKryUhEqJPh,0
0.103,0.00585,0.0514,0.0897,-3.191,6U82eC2OHyiQM4Wr5Bejar,0
0.0392,1.64e-06,0.00036,0.189,-5.667,0d3BJRrklQ6sTfbmrojuZI,0
0.0694,0.0,0.000294,0.073,-3.789,3ZJZjjKFxTqVGJ8QIYKMjp,0
0.0729,1.9e-05,7.14e-05,0.214,-3.433,4sYcmNeAgIE8w4KpJgLlxn,0
0.0483,0.000129,0.00111,0.334,-4.821,1LbwMX3159t6QxG3u7DRWe,2
0.0396,0.0,0.00153,0.336,-2.979,6ZF6PsmadIgyuxp0wqD9qO,2
0.0398,0.00291,0.000204,0.108,-4.933,5ykbOijJEfRhuo2Td1m0Qd,0
0.0372,0.0,0.0525,0.0531,-4.295,3hQxK5THW4Hb4YOVLQNYkG,0
0.138,0.00169,0.052,0.285,-5.143,44OUZyiPnJc4pOZw4J6pid,0
0.0584,0.000433,0.000101,0.346,-3.675,2QQDH8gt4nyxFu2XX6bhG8,2
0.0519,0.0,0.000101,0.116,-3.878,0p8fUOBfWtGcaKGiD9drgJ,0
0.048,1.3e-05,0.00347,0.101,-4.697,0lgiIwUU7Y10uXfKkgXdjk,0
0.172,0.000363,0.000519,0.218,-4.208,6rF4s1wwsOa2EZF5MF6D3B,0
0.0402,0.0,0.0914,0.331,-5.328,3fHZJOvXmyHeFLFS1sDE30,2
0.0422,0.000164,4.84e-05,0.0883,-3.341,5hMMDKXIKsOj8jl0Gx2vNA,0
0.0292,0.000384,0.117,0.689,-4.976,4BdGO1CaObRD4La9l5Zanz,2
0.0444,0.00546,0.0343,0.111,-7.273,4Bu0XuiecALTHX3YWHOLml,0
0.0972,0.00355,0.0181,0.292,-4.097,2voWPWlDfIthC6GUjaIQyV,0
0.0405,0.000339,0.00387,0.0841,-4.374,59P1nrdEImkAKa1nyW9X2e,0
0.0301,0.0,0.283,0.208,-6.593,5ADZl5Ty5O9EGy8ABSqXCg,0
0.0461,0.000883,0.0488,0.154,-4.122,4IX15vcT5ZqDY7AlQcPB9a,0
0.0276,0.0,0.284,0.0833,-4.938,5jiYx70OBzEI99jx1Gn3FN,0
0.041,0.000617,0.00022,0.13,-2.715,2zffJrsswcDnVhLW5sXYsp,0
0.0636,0.000687,0.00064,0.0703,-4.314,6p8DGrcAUBuLUgDIKcUn0P,0
0.0679,0.00231,0.0176,0.0982,-8.924,4tLJlbnRoUz8BOfy2Xcsgk,0
0.0793,0.886,0.0456,0.204,-3.735,7jDKJSjIjT93v7brsZDcoT,5
0.0416,0.0,3.02e-05,0.481,-4.232,6GdEIwsXvpfda24vliflHo,2
0.0483,0.182,3.31e-05,0.259,-4.396,2XgTw2co6xv95TmKpMcL70,0
0.0442,0.0,0.0142,0.0756,-3.577,19YmvsVCetCBeVj6O2mljR,0
0.0332,0.0,0.276,0.125,-7.768,3tM778lBLL9SjnN0OHWgHH,0
0.0639,7.86e-05,2.64e-05,0.368,-2.042,6nTiIhLmQ3FWhvrGafw2zj,2
0.0836,0.000674,9.04e-05,0.101,-4.851,6PwjJ58I4t7Mae9xfZ9l9v,0
0.171,0.0,0.00591,0.206,-3.358,3IV4swNduIRunHREK80owz,0
0.0758,0.000121,4.02e-05,0.0823,-7.748,6EPRKhUOdiFSQwGBRBbvsZ,0
0.0411,0.0,0.000715,0.18,-4.344,1fJFuvU2ldmeAm5nFIHcPP,0
0.0505,0.0,0.000189,0.0607,-5.875,1HNE2PX70ztbEl6MLxrpNL,0
0.184,0.0601,0.0124,0.424,-7.291,0tZ3mElWcr74OOhKEiNz1x,2
0.068,0.00975,0.00417,0.0997,-7.837,5G1sTBGbZT5o4PNRc75RKI,0
0.0495,0.000579,0.000218,0.477,-5.703,6tsojOQ5wHaIjKqIryLZK6,2
0.142,0.0,0.000579,0.065,-5.215,4KacUpvbA3Mfo05gttTjhN,0
0.0809,3.48e-06,0.0675,0.0762,-8.788,5JJDu0Z5DKe7mR31MGksSg,0
0.112,0.00145,0.713,0.941,-1.574,21Qsj3cMVCx2xF2EVVNbEu,2
0.0533,0.000729,0.00022,0.0974,-4.542,0Ti2dlF2xLjXblvdU5fCxM,0
0.0386,8.74e-05,0.169,0.198,-3.924,12g9IeQzX7xECLNxz8dpb5,0
0.0273,0.828,0.0011,0.368,-6.259,3K94Fd5ZQkPCW8wV6oyk22,5
0.0358,0.0,0.583,0.115,-4.891,4SqWKzw0CbA05TGszDgMlc,4
0.0542,0.0791,0.186,0.152,-6.099,7zwn1eykZtZ5LODrf7c0tS,0
0.0388,0.0,0.757,0.189,-6.097,6VhuP99TE6gYNQRJIlAWFD,4
0.0944,6.7e-06,0.44,0.0921,-6.9,6CDzDgIUqeDY5g8ujExx2f,0
0.0325,0.209,0.636,0.106,-11.993,7EUhSxz4srS8pqh1cENbLB,4
0.0246,0.000641,0.882,0.112,-9.794,1HMQmOWrkieKYWlFsjUP3D,4
0.0256,0.022,0.136,0.0974,-9.345,5XeFesFbtLpXzIVDNQP22n,0
0.0916,0.0,0.061,0.138,-4.361,6FfLg6FFqhCsrFOaHIGkg0,0
0.0376,0.0,0.177,0.078,-4.724,4Pg6x9W2ziSJh5iym9XRTB,0
0.0295,0.0038,0.841,0.105,-9.638,0pdKRp2sUthTPe7RLWpPqQ,4
0.0333,6.74e-05,0.749,0.227,-10.088,3Hvg5tRKsQlX25wYwgMF9p,4
0.0406,3.75e-05,0.736,0.0925,-13.424,1gk3FhAV07q9Jg77UxnVjX,4
0.0272,0.0,0.144,0.143,-6.607,7JIuqL4ZqkpfGKQhYlrirs,0
0.0986,0.72,0.44,0.046,-12.673,1NeLwFETswx8Fzxl2AFl91,5
0.046,5.97e-06,0.0155,0.113,-4.205,5YqdiryRmdAzYFlxo43hAJ,0
0.0341,0.0,0.639,0.105,-8.884,7eIODQbTgKeNawQtowZJEM,4
0.0277,0.00756,0.239,0.13,-8.643,3WGsYiBXmaT8XyY4Fmry2v,0
0.033,0.0503,0.45,0.162,-10.836,3CAX47TnPqTujLIQTw8nwI,4
0.0302,0.298,0.943,0.126,-14.52,1ILEK6NRfxoseoPnolRcVA,4
0.0349,0.0286,0.047,0.0995,-8.256,29jtZGdgpE2lWm2mkIt6HS,0
0.0342,0.0,0.46,0.235,-8.275,4pR5ZEROnKQpJttWNn5er6,0
0.234,0.0,0.684,0.184,-10.495,5GpEHUNI0T7L7H3DnAaBXh,3
0.0329,0.00223,0.0263,0.122,-8.357,2nO1DYEg1X5GHi8SSuNJQj,0
0.0282,0.699,0.136,0.0933,-5.232,522YBf6WqBwJVAe7oHLymu,5
0.284,1.19e-05,0.514,0.239,-5.203,64Ds8EuwkeGSOeXDzXLRZz,3
0.0474,0.0319,0.389,0.114,-8.721,5mpLcXEsk3jjzLFGuNKk5I,0
0.0308,0.000307,0.312,0.0943,-7.372,429EttO8gs0bDo2SQfUNSm,0
0.0303,0.000449,0.00202,0.109,-7.207,5wU6jk9kxYzFGUpeE6T2Q5,0
0.0286,0.786,0.0111,0.123,-13.553,5Q6Xzp25aXYxNJ4B6vBkcf,5
0.0411,0.0027,0.231,0.0728,-6.425,5M7IGym8CgSVOMNvDAGheL,0
0.0755,1.1e-05,0.000251,0.505,-5.469,5njwCYHUhRJbSg22rZ2lHy,2
0.0375,0.0202,0.078,0.131,-5.222,6xJOhSm4SvZwzy3uhWz26O,0
0.0433,0.0,0.0904,0.0937,-7.257,6pnD89Q888HUHhcwQUTky8,0
0.119,0.000804,0.0285,0.395,-5.408,28POcTYQKfkjz6qTIvtjG1,2
0.0364,0.00818,0.0146,0.0681,-3.454,5iHK8VI9XkJJdXQHCBXeM4,0
0.0344,0.0,0.28,0.111,-7.378,7n3u7RrzdXGVcclBEp9aSa,0
0.0301,0.341,0.206,0.0852,-5.425,436bx0eHJS5DPgIyfsDU31,0
0.0406,1.11e-06,0.0021,0.219,-5.151,1W2TYUenzUdOOuATtQIWS2,0
0.0626,0.000564,0.0807,0.115,-5.136,4dI4oscajpdtjpg2dP1x28,0
0.0314,0.00256,0.0754,0.125,-5.863,2DHDuADAHoUW6n0z80RLQF,0
0.0898,0.0,0.0202,0.656,-3.627,4ORdQW5NLKO3b0RUeBMIrs,2
0.0282,0.0,0.00295,0.291,-6.959,1JsVSz41mZAl02GXUApmGp,0
0.0321,0.00746,7.19e-05,0.201,-5.206,3p0rvHL2zfHAlXAgnHC4GI,0
0.0277,0.000189,0.355,0.13,-5.308,0Cgd3CK6D2hhbwmLRvtscH,0
0.0416,0.00306,0.357,0.073,-7.212,5I2UElY0XPnPhQhBTxBcq3,0
0.0506,0.00937,0.00849,0.131,-13.379,1xJ8RjDucztPOKB0ek95tf,0
0.0321,0.000761,0.000422,0.0919,-6.32,4M9lfUgDeLHu1fL2ZxZSlu,0
0.0344,0.0,0.886,0.096,-9.888,0ut7f4KB9sZQ8uhA4HyOMt,4
0.032,0.0146,0.0104,0.123,-5.584,3O2pB9JHreUZ9F83qSNmu8,0
0.0268,0.000516,0.182,0.11,-10.596,3ypXaNibspfxvUIKpzUkfz,0
0.0274,0.000132,0.000686,0.151,-5.075,3pJQY7UuX0DcE8pgLZhCjf,0
0.0514,7.97e-05,0.674,0.0685,-7.693,25DpvTS4zsmLiVLx8Zv3N0,4
0.026,0.0803,0.126,0.091,-7.472,5zzbToGMuEli0E7RVFIhDA,0
0.0372,0.0082,0.202,0.122,-6.741,14KP6cmTImZmrcAC5m0Azd,0
0.0312,0.000168,0.145,0.084,-16.187,4UTl2IO4zwZkU4KXbShgUg,0
0.0334,0.0,0.952,0.0915,-10.408,3QxCvkqWdkMqy3CPxOhZ24,4
0.0336,0.00162,0.896,0.082,-12.633,2HQY0sXTrBJCuxqJxbeMWB,4
0.0469,0.0,0.00187,0.219,-4.72,0aKWr5K7ydkegVoxd3dBeM,0
0.094,0.00492,0.219,0.111,-8.738,61c96X4Th7oYdSDxIOEV3k,0
0.0696,0.000968,0.841,0.128,-11.058,1DjjssAfCcElLoXDVRLq0Q,4
0.0294,1.16e-06,0.667,0.116,-9.205,3XujDGA7LqWSHNQ0PaE7X0,4
0.057,0.0,0.0132,0.101,-6.973,3WLwkFXJpZ1VpDxAh0DXzz,0
0.138,0.931,0.784,0.0894,-12.252,688DZF6e1MH5Uf409dwaHm,1
0.0284,0.0587,0.284,0.128,-8.919,6o4lFpp8OAFhBqGQbWyAob,0
0.0281,0.0,0.21,0.104,-7.817,4NEAoEh4hZF1Tgp1QXrUHC,0
0.0356,0.000183,0.0703,0.11,-8.416,7HyvbdOddwXEGzKoLNxhKG,0
0.0318,1.66e-06,0.000453,0.093,-6.731,2lGIQz1KaDIFSoAtsYZWxI,0
0.0348,0.928,0.177,0.251,-6.721,0H9ixDxX35aGRQPzxSpHRx,5
0.0317,0.374,0.075,0.169,-9.736,3qZwJ1SiY32JW70JqgiFbY,5
0.141,4.58e-05,0.0423,0.0725,-5.509,7vEeYo34dX7geZhQVotCJi,0
0.0323,0.000211,0.63,0.0976,-8.31,5dH4xnErpUOIDrGySWGkfJ,4
0.0311,2.48e-06,0.0898,0.0992,-5.665,4JtUz0ZcInSokkKBalijhd,0
0.0286,0.0146,0.00223,0.0509,-8.393,7sZG4nOCgGfXE00SCuyngO,0
0.057,1.72e-06,0.0107,0.0778,-4.09,5iRNyVceIz0DTdpSafiBM8,0
0.0784,0.548,0.0321,0.097,-7.041,2pFPvMME9cynR1dokBTHJJ,5
0.0346,0.0,0.00239,0.107,-5.763,3UKIiR93VUGPRcrAmCHU2Y,0
0.0357,3.45e-06,0.069,0.181,-7.299,3yt2uGIGep27Q3vtwMXM7d,0
0.0392,0.0,0.0976,0.14,-5.037,54F7uOTyfsusa19TjEcHW9,0
0.0367,6.83e-05,0.706,0.27,-10.455,01OOLvNYxeSttThtUj8Mor,4
0.0365,0.000212,0.133,0.126,-6.389,1P9KM0iwzW8e900blTRJWJ,0
0.0344,0.0149,0.36,0.309,-9.471,6NYtqWYqMbnzoEU9jXla80,2
0.0331,1.03e-05,0.385,0.0927,-7.896,5biqRB1iyIH8TWuH2rEsq0,0
0.0295,0.21,0.000325,0.148,-7.149,7qeuKRyUjXehDIz9FRYiAM,0
0.0356,0.127,0.00588,0.12,-10.828,6mtTiVREzK3kV0E65MXCZo,0
0.0294,0.00613,0.896,0.0907,-10.478,2ZtkaadDGzsD1Mpd9TZ6DB,4
0.0528,0.116,0.00174,0.0685,-4.624,4LDVjxkzOKa7YUxjO1x74S,0
0.031,0.207,4.78e-05,0.103,-8.066,2jOdSehOmeHwPbO4q7c4IP,0
0.0264,3.8e-05,0.0627,0.128,-9.298,5sRK4Zas7CxB068eUsOoVw,0
0.0292,0.000727,0.0571,0.111,-5.429,1RmbJuUUXafxb6kEZigEcg,0
0.0252,0.000287,0.242,0.0944,-5.92,71v8qnPTtFJKKFcyLV2Sjz,0
0.033,0.0809,0.454,0.107,-8.413,5ocjpwbvnbO2pnAvEa0b2u,0
0.029,0.0,0.799,0.0943,-6.106,2Y5v72rZR7ym6LRbh5NilJ,4
0.0455,0.0191,0.239,0.0831,-5.914,3KrujCpaooRF2xXc7cfULh,0
0.0324,0.0,0.0717,0.112,-3.872,3SFyR2ii2zKh4BU0QJuJ1G,0
0.0377,0.00976,0.013,0.522,-5.083,7DbdUf8aHSYoliSjO6LZv6,2
0.033,0.908,0.0807,0.0876,-5.093,11iIikXxC6NP0Ma8vMD27x,5
0.0276,7.5e-06,0.432,0.135,-6.07,79EkGysjP2dL5GdpeQjRxT,0
0.0278,1.94e-05,0.0371,0.0943,-5.279,0y60itmpH0aPKsFiGxmtnh,0
0.0287,2.32e-05,0.156,0.273,-6.444,57RA3JGafJm5zRtKJiKPIm,0
0.0439,0.0,0.00847,0.161,-5.835,0GO8y8jQk1PkHzS31d699N,0
0.0417,0.0352,0.0578,0.113,-9.973,1170VohRSx6GwE6QDCHPPH,0
0.029,0.0,0.25,0.0912,-4.655,6G8xvLFNkXy3HM5EbQI6c8,0
0.0337,0.0,0.141,0.685,-5.07,38XLUjlR84JEwK0SOvX77a,2
0.0295,0.000669,0.0267,0.109,-5.071,3a94TbZOxhkI9xuNwYL53b,0
0.0302,0.000221,5.63e-05,0.649,-4.692,25nzKGDiua1lE9Qo5V19GL,2
0.0278,5.09e-06,0.017,0.0398,-6.233,02bJ6uGeHKfNOhIc9qyA8e,0
0.0419,4.26e-06,0.00175,0.0429,-5.808,6XcfKZvJio9Z0fQy11GnNX,0
0.0279,0.02,0.00226,0.256,-7.639,5sFIYKbII6QzRT57hCza5Z,0
0.0464,0.000273,0.00137,0.0966,-6.065,5c6lM2zjAF6MFoD8C1hiBr,0
0.0432,0.00015,0.32,0.144,-7.34,6xZ4Q2k2ompmDppyeESIY8,0
0.0368,0.0,0.0338,0.315,-5.526,4Sfa7hdVkqlM8UW5LsSY3F,2
0.031,0.000216,0.00898,0.176,-6.198,6Ql7rNuoP90aIdgwQkPYBP,0
0.106,0.0,0.247,0.0636,-7.049,4jYt1pQqg2mIZmY4FWCZEM,0
0.0522,0.0,0.00391,0.383,-4.341,44Ljlpy44mHvLJxcYUvTK0,2
0.0559,0.0,0.145,0.465,-6.167,5OAEQKfQzIB3X4K7TtviZf,2
0.0499,0.0,0.0174,0.157,-6.488,6QNCvcs758QuBEBISL6XIV,0
0.0543,0.00892,0.0111,0.551,-6.001,4LPvSKqEmFidSIgdLbHDcn,2
0.0432,0.0,0.0897,0.286,-9.177,4ofr8ORQ9w1QuxGLBwRiQk,0
0.0451,2.35e-05,0.234,0.422,-3.977,1hf0PdHw0lnVxq5lfzwjSl,2
0.0286,0.000427,0.00977,0.106,-5.548,7MbVZOLSUloG4J3nH3Tnos,0
0.0388,0.0181,0.0063,0.343,-8.857,2NC0JdCc2XgrNa0ipNOfML,2
0.11,3.45e-05,0.676,0.123,-7.509,2jDrRaea7deXVEt4JmpvBU,4
0.0335,0.0,0.00422,0.103,-4.251,50u2y4zgROMZq2db8Qx94B,0
0.0332,2.32e-05,0.0184,0.0807,-3.061,7MzjD4Ayl07w0TRsYSqfCh,0
0.05,0.0,0.0075,0.0915,-3.926,2PL9IBLQvJjE7hqCQyJl2g,0
0.0684,9.3e-05,0.04,0.0803,-2.77,4GZ3YCkuH0VvTluVLwUp4g,0
0.0534,0.0,0.391,0.303,-5.01,6Fqf0OTfB9VPfYk2HfBhPn,0
0.0483,0.605,0.000335,0.0622,-3.333,0Tyi56S51KsufCIcqRHWCN,5
0.0569,0.00116,0.187,0.486,-4.776,3gfve6BgoTkZK3uBkqttz8,2
0.0351,1.27e-05,0.0196,0.128,-3.489,1scwknKtBQpreYy6MSoJqJ,0
0.0381,0.0,0.0136,0.093,-6.819,5zYduVIUSgSWmv56IwBmRl,0
0.0672,2.01e-06,0.00257,0.21,-4.732,28C4nmrd7BTu0XbOmaTHZr,0
0.0416,4.77e-06,0.0682,0.124,-2.564,0ePX6rVjeql7Bt1KurTbAG,0
0.0455,0.000149,0.00935,0.642,-5.64,6fyCVdU5lJT9ErO9QicFWC,2
0.045,3.2e-06,0.0213,0.0918,-4.673,2Q7PDjPz7h559wBF97lO07,0
0.0347,0.0739,0.273,0.287,-7.554,6n6dqOk5vLiqYaa9Fw5ylH,0
0.035,0.0,0.257,0.413,-3.08,7LigIDzs63Y4uFlZvNzCZq,2
0.0565,1.75e-06,0.292,0.255,-7.297,0ioTTk5l0Zz7Oh48qEocgj,0
0.104,3.85e-05,0.0659,0.0962,-4.749,5ClqcvP4dYDDX6Zv3jPQD1,0
0.0992,0.0,0.408,0.139,-3.215,6Au9UDzjeGFen7qMEDKju7,0
0.0421,2.17e-05,0.00281,0.186,-4.568,78bsqObGFUD5ntweePBhIY,0
0.0446,0.0,0.00201,0.201,-4.46,4DZghpw50ZnO3ckfDuNkft,0
0.0652,0.0,0.0163,0.0933,-4.732,1yhJdaC1kecHKUgGCChs4z,0
0.0881,0.503,0.55,0.303,-9.145,0SnCZci0wyVj0RZXknNaWq,5
0.0366,9.03e-05,0.46,0.079,-5.635,4RE7fFJNIZiO9ngs883gFG,0
0.0364,0.0,0.000965,0.178,-5.13,5Jpj3lCgX06bu6STIjUYKN,0
0.0458,1.62e-06,0.214,0.114,-6.182,7c0se2w4QXZ9V4MoHWhshC,0
0.0686,0.00715,0.281,0.103,-6.696,7fioUXJZrCUn91UZJV2mQD,0
0.0272,0.0617,0.000564,0.212,-2.314,6BVsQpqbI2Aj4TwwgmfqGT,0
0.0753,3.7e-05,0.0244,0.309,-4.75,2lYLaKcZ1bwrIEJcD5LGOx,2
0.029,5.18e-05,0.000926,0.196,-5.402,2Tv3bPKLESHfl8jgAlY2Pv,0
0.03,3.4e-05,0.00763,0.0799,-4.825,4rOM11Me71Szv8BD7ILpxr,0
0.0459,0.0,0.388,0.292,-2.838,7wtMcCrzuRDzaqp7QVyc0w,0
0.0493,0.0,0.0189,0.359,-4.705,0aersVHlGGXcHeRvHtuaSt,2
0.106,0.0,0.2,0.0811,-5.706,4yoMMiRT5sXtIbSHKQfRqi,0
0.042,0.00053,0.00515,0.109,-6.281,2c0NslS6dfGp1LT1iXbqyS,0
0.0906,0.0054,0.00239,0.348,-2.775,2FhJvFKyZng57iVQmFayVw,2
0.0408,1.07e-06,0.000672,0.0631,-4.28,4Xx0J00u90QvnG3rwz4Itp,0
0.106,0.0,0.125,0.0648,-4.326,2loEXJRB5ExGcUHYX365R5,0
0.043,7.21e-05,0.028,0.281,-5.145,4gTwPFGhIIlYtlo59jbVUB,0
0.0356,0.0,0.359,0.101,-7.01,1TX0ImiGMYiikRash29a2b,0
0.0525,2.14e-06,0.121,0.114,-4.587,5RdkyZw1KQ1v0EbquUAsx2,0
0.0763,0.0,0.00354,0.125,-5.894,3leQLTAf9btWYR0bbIiHeZ,0
0.0343,0.000345,0.00606,0.447,-6.888,4XRvI0XtqdOGYeC36VkbwA,2
0.0404,0.0187,0.000248,0.427,-4.405,3G48URkjBTbQLTwW8mz1Po,2
0.0478,0.00044,0.127,0.132,-5.186,4TMVC63HZDYaTGtlhbM95i,0
0.124,0.0466,3.81e-06,0.13,-3.678,2yH16s2lLbYtLziVwqw7Pf,0
0.04,8.64e-06,0.0591,0.0629,-6.221,7nzYP2Eznmu83TFdB7wDE9,0
0.0697,6.72e-05,0.0633,0.0703,-5.442,6jQALCbfH7gYSN46Ns839Q,0
0.0438,0.00198,0.00603,0.111,-3.818,5DObWDHfwHE2mIdZGgRnzE,0
0.0774,0.0253,0.341,0.162,-4.923,6Q6aBwbKLh3SBbFiQce1YK,0
0.0449,0.13,0.13,0.0951,-4.181,3Jq0vjC96tJlUVAdKfMajk,0
0.0663,0.0556,0.00778,0.213,-4.784,5v1HV2JJvqtQheo7xIpN1B,0
0.0434,0.0213,0.195,0.122,-7.141,7cuevmvfk9blOhmv5efjVU,0
0.0442,0.248,0.139,0.109,-7.036,6hazTlTm7MKamJWriYDa13,0
0.0776,0.0,0.0327,0.0705,-2.701,2TdpWim6jts6tKEUAYdyo3,0
0.0367,0.000324,0.0621,0.104,-8.515,3bi8yEuK44vLcbjHkPH0u1,0
0.113,1.03e-06,0.499,0.0977,-6.127,7b7wO3Je7i2HhyipNhcs1u,0
0.0886,0.0,0.0419,0.122,-4.766,1SVbYemhVlCGnpxUF3gyLH,0
0.031,0.0,0.0576,0.257,-5.13,3srgB1L9XfePDOIY4DrN2K,0
0.0526,0.172,0.0039,0.121,-3.341,1zLEXRNVucrDxxI1qmGO9Z,0
0.0305,0.0,0.00021,0.0578,-5.405,2B9sTgrTUR2Cg9o8e1GT9w,0
0.0565,0.000153,0.0736,0.116,-4.511,4mhHWZBaSyLeTeXrLp1xuK,0
0.127,0.000162,0.0166,0.104,-6.582,1mS9SLlDMbUSjBHuJroaw9,0
0.0478,0.000496,0.00399,0.193,-3.613,5hR92ZjhZsVVUPLuEJcxDf,0
0.0623,1.47e-05,0.369,0.194,-3.413,55jtGKCCpLEV0zWFf97wVY,0
0.119,3.81e-06,0.699,0.0921,-7.344,77R5bq7AvzIevi8wicB3Oz,4
